,vsini60,vsini85,vsini110,vsini135,vsini160,vsini185,vsini210,vsini235,vsini260
T15000logg2.0,8.79176100718918,5.989351897605166,4.308292220757181,3.3659588929652995,2.953543044449796,2.891478847779023,3.0510264037105266,3.3344242353495424,3.676037653980957
T15000logg2.2,9.168662126658,6.468022964343394,4.800854094529895,3.816671382041139,3.330031832412905,3.1783319655890154,3.241476400476388,3.4304745964324552,3.684111501007858
T15000logg2.4,10.570180970407568,8.024866847232,6.429110658795688,5.460090970791035,4.948652535738591,4.74574000451469,4.740116675889854,4.851894646388617,5.025506828061207
T15000logg2.6,12.320135350635807,10.085015700917292,8.670109373607778,7.800021094364279,7.328828808192589,7.125633613947332,7.091734889586399,7.157424793800863,7.274434275286843
T15000logg2.8,15.785726766850049,13.592800593394474,12.193274921214744,11.317084745444236,10.82202720420669,10.581321404486141,10.498546652691067,10.507760490885643,10.562420420792789
T16000logg2.0,10.022524797886541,6.988621141263448,5.245698979248459,4.326724099539453,3.976091645482468,3.986207783089255,4.216617849308371,4.562069573563659,4.95459140558814
T16000logg2.2,10.49679942830067,7.0525012788376475,4.9575192052407315,3.7325834083200475,3.1273545561549,2.9289146814886613,2.9858306680036804,3.190363226331293,3.4687258102129785
T16000logg2.4,11.097482001962357,7.938261805650565,5.973443648777817,4.786757738560206,4.161450975010026,3.908798129915381,3.8914401566721217,4.013795780622736,4.2092241240211745
T16000logg2.6,12.756254335824144,9.810170272946984,7.951345164409995,6.805511716287771,6.176469810884093,5.890569473161247,5.820042594467781,5.878274090551461,6.004050859191512
T16000logg2.8,14.869033482550753,12.210686501843972,10.516221317005067,9.459306273719173,8.866890084858298,8.582106675732504,8.488234042100306,8.507293530227813,8.58383783004378
T16000logg3.0,17.564838063037943,15.185944906191741,13.658613761871669,12.698882259872468,12.154207572797878,11.883235043892128,11.779827997557856,11.773739004266213,11.814574411046292
T17000logg2.2,10.284073814996484,6.831735724995538,4.784777556311589,3.6350379106696797,3.113690966113158,2.996083979095133,3.1267668760472573,3.3945734210470224,3.7260232636436323
T17000logg2.4,11.381237128675105,7.789371223617472,5.5827394022345445,4.267288866525968,3.5869571368078788,3.3226762302071364,3.3184701362670377,3.467092682622824,3.69413720451888
T17000logg2.6,13.091180113037192,9.573430121023739,7.366787279738048,6.010533380503401,5.265598276765168,4.923310936129708,4.8326047132530645,4.893060093983183,5.033238489255812
T17000logg2.8,14.762777803409572,11.575507734460018,9.545155050403253,8.276574103172054,7.561131030278553,7.210412206464935,7.086061667599521,7.097815897758855,7.180687570815481
T17000logg3.0,17.120995010423204,14.242781590011983,12.384996053330802,11.208530707353066,10.531709019347037,10.184709942389025,10.04084098468619,10.018444321320413,10.057706167678282
T17000logg3.2,19.554910050230987,17.075099814468935,15.461341014522995,14.434110267948055,13.840845747313411,13.5342904374299,13.402857510728708,13.374111629171951,13.394446351707929
T18000logg2.2,9.564904911481104,6.541885205549839,4.8252101865491275,3.935442563354683,3.6123664664135533,3.643440272492043,3.8863972844623893,4.236544122198044,4.628634049986246
T18000logg2.4,10.205944539297548,6.790913610632567,4.750356976482082,3.5841561731460514,3.0326467419182026,2.877731173993214,2.9669217901014364,3.192725196283879,3.483966449875714
T18000logg2.6,12.211684031909636,8.588821495037845,6.347581760778239,4.995351860749813,4.277166125381829,3.9733643726369845,3.927229547992259,4.033496793426641,4.21855382133347
T18000logg2.8,14.20438509509561,10.687497325424129,8.465920697384325,7.089006272999191,6.32091127953177,5.952417393263114,5.831889873399988,5.860637849638594,5.967804542639858
T18000logg3.0,16.506687696642725,13.215837061105775,11.101153643407802,9.765523621141012,8.997881575462538,8.604011386284256,8.440876360707097,8.417325193153832,8.466306771641035
T18000logg3.2,19.103974140445363,16.08166729191308,14.114365702327728,12.855503379917343,12.119043853034098,11.727348025454425,11.547365100068502,11.495027157548169,11.507111670802828
T19000logg2.4,9.155779168661988,6.047393207598615,4.2500380341078134,3.2810249111104866,2.8857827771657485,2.8536763056533925,3.0405000893276357,3.3421380470536954,3.6929821081294794
