,vsini70,vsini80,vsini90,vsini100,vsini110,vsini120,vsini130,vsini140,vsini150,vsini160,vsini170,vsini180,vsini190,vsini200,vsini210,vsini220,vsini230,vsini240,vsini250,vsini260,vsini270,vsini280,vsini290,vsini300,vsini310,vsini320,vsini330
T15000logg2.0,62019.96152533228,54358.266872417254,48455.96714085702,43696.01355064357,40328.866308658864,37890.87889724294,36098.75350748792,34986.66226610541,34352.30853994165,34077.42981230621,34117.69739516377,34375.61145691242,34803.66799323846,35352.24031367307,35984.41290021546,36688.30814429209,37418.72500303096,38163.98230673878,38930.95370416528,39691.369375688206,40446.731737782895,41206.450129379235,41945.783157798716,42666.45807874455,43375.61731225693,44053.549473818704,44703.36913855886
T15000logg2.2,79806.5560850672,69855.12205643837,61980.756584721064,55431.686311737365,50622.82755667113,46969.349727016146,44081.63189260684,42070.206945904225,40666.27217782094,39690.8551102096,39146.27077210248,38893.57225341027,38845.5293711755,38987.80715528847,39262.7494330589,39637.92451220832,40093.45708105437,40601.80941886656,41151.506158306525,41728.82925070316,42324.327401868184,42934.05186288564,43543.55769456655,44144.557543936324,44733.2152234295,45300.67301159729,45843.90881379035
T15000logg2.4,74436.52044981338,65884.23360716892,59111.20350444459,53497.06200216962,49388.74989304963,46287.76820207296,43871.183155283565,42216.0733180686,41089.3501963105,40339.621644290644,39957.23228930911,39825.477845649446,39872.46544652889,40081.29205319648,40405.31350095888,40818.051752659136,41299.10459222929,41826.242659913754,42388.55197891428,42971.37187373224,43567.41412828474,44171.59522903825,44770.36697806662,45357.71067380779,45928.903461303205,46476.52369254302,46999.09619262933
T15000logg2.6,63088.48714511991,56513.28983074909,51414.95483719264,47282.72198052916,44349.69872558367,42221.563220861135,40650.84054337371,39669.972305568226,39102.358866368944,38838.68825626307,38847.02771230784,39043.1359642552,39379.90307138831,39825.05295338223,40347.942734034164,40933.92407458191,41552.459109716285,42192.18802090753,42851.37546990308,43509.88150348676,44166.89371850495,44822.931200625026,45460.99561477535,46080.48189846401,46681.105671610174,47252.11910728597,47795.20498319325
T15000logg2.8,64415.16364776793,58132.95868107292,53259.56885102899,49302.342540614474,46495.325515327924,44462.96665637839,42966.90558095147,42038.98252792265,41507.607836664465,41264.59642623577,41280.21515136907,41474.63755349015,41803.04203273601,42235.89027178332,42744.08284558397,43313.04422766385,43913.98110882222,44535.94577733926,45176.4959203031,45816.34484514551,46454.22058945051,47089.68292583644,47706.55036069313,48304.13417762359,48881.57713462423,49429.095202171244,49948.18213374045
T15000logg3.0,59130.33553638881,54302.1173944759,50591.1805873156,47624.58219740874,45569.435629161,44135.261262675085,43144.655951159584,42601.58009963193,42373.69025655205,42381.60301678363,42584.609666897464,42924.64392375778,43373.21185603207,43895.532501603266,44473.046669217954,45099.28733547252,45742.20711253397,46396.77076026949,47064.78440031845,47723.65925013814,48375.03132999905,49020.83712007584,49642.91937894518,50243.06087224611,50822.486837763645,51369.85368982502,51888.181520912985
T16000logg2.0,62075.53290845467,54468.80389178166,48687.12476965833,44083.98916147717,40875.50228568981,38588.76592477675,36933.906865073055,35939.30364057587,35410.140023457934,35234.822900562554,35362.82337587531,35699.13827134547,36201.45174244547,36813.962875139194,37501.156026628894,38255.2798822871,39025.50065713581,39801.481587423295,40596.134583013205,41378.61418127542,42152.023064218476,42931.311970003895,43689.312809870964,44428.87380621297,45161.21864241681,45862.88207380377,46537.18320025659
T16000logg2.2,69245.2417795096,60291.59899363023,53388.44156851076,47791.49173782113,43798.22743573164,40860.64660442457,38620.45596728909,37149.58590025236,36221.1379819945,35688.671114662604,35528.821106328636,35622.609648015066,35900.254205664736,36324.36024426188,36846.90467316471,37445.3156405832,38084.300920186615,38745.369298252095,39429.92076349097,40118.895142722475,40810.08459544916,41509.417011726655,42197.51181857378,42871.06723913741,43533.11802359567,44168.72090550759,44777.533369011195
T16000logg2.4,74327.01463945785,65012.03823688066,57760.31175852715,51817.86077838352,47527.3504895453,44327.723926383376,41842.70009390978,40163.250742551274,39049.70898954468,38341.09228147529,38027.42938416859,37982.33792590683,38124.99519445009,38429.81455986899,38845.03593691035,39341.24772575486,39892.58706824394,40476.67887482728,41087.64402071257,41712.02079430228,42344.57736147075,42985.16448563762,43619.04279253647,44240.32831841369,44847.40025140411,45430.170492320314,45986.88607671406
T16000logg2.6,75688.1362227684,66702.51703517167,59671.3920849061,53877.93109265017,49675.921083544374,46532.12896590499,44082.54612802634,42419.19405952222,41307.25642887855,40585.217989504155,40247.41858864231,40171.55915306275,40276.559241544106,40542.53857170131,40919.13049393883,41375.57323468175,41890.55445659255,42441.52050283409,43019.11795481143,43612.585655150964,44215.63272873993,44825.06614921834,45429.03788767441,46020.98560045119,46596.748157004105,47149.28662322806,47676.22526925116
T16000logg2.8,72609.1611300742,64669.20695935894,58441.047782295274,53306.81591228536,49591.750859723375,46827.52396207131,44695.60239695755,43272.666800466606,42346.47813995098,41773.06870723716,41541.12269254298,41542.18843669917,41706.22420841955,42012.35892644703,42417.657960791534,42896.54774773083,43426.73627768626,43989.08303752404,44575.75921781444,45173.33734957256,45776.810803354674,46383.22586694326,46979.46503068797,47560.47833482153,48122.78667431205,48658.89523896217,49167.71178456209
T16000logg3.0,68695.50293192246,61840.091710931934,56469.48334467695,52057.24950656415,48886.83023507722,46556.28374578481,44795.56105675223,43659.68158201419,42962.43395728831,42579.76859307095,42491.083160319125,42604.28068387251,42862.437114245615,43240.75274109953,43704.14293238652,44233.190767306696,44802.69469879118,45397.735060728526,46013.29099703944,46633.154383570705,47254.22275744503,47874.83501292393,48480.53740200731,49068.25910645095,49635.54891030631,50174.221645017235,50684.31945487811
T16000logg3.2,72125.7743027228,65198.05165323079,59748.90458868983,55242.78100861343,51984.06185579369,49574.73718427062,47739.745250359265,46539.84364099521,45784.08033757297,45341.06333007766,45195.66359732248,45255.75844848826,45461.28556791327,45793.15451727122,46215.569625572156,46705.595350586045,47242.04334655066,47808.66967801644,48396.68612772317,48992.45504156891,49590.88733784677,50186.84046038414,50768.564785908515,51331.94593192087,51872.18212037042,52383.858583392706,52866.4487870131
T17000logg2.2,70344.30213477073,61013.538572952166,53973.871112976565,48408.70679481455,44514.45766806415,41686.383965237976,39537.460543719564,38126.72186456935,37237.11709884202,36726.13609323169,36574.58591658509,36666.073807136236,36931.2213838933,37338.17547366006,37838.667602510744,38408.04008711356,39015.591961355094,39642.69497806767,40289.563681833766,40944.429743405904,41605.244982125194,42275.782664512306,42942.038871180426,43598.565574142034,44244.59094446395,44869.58289040531,45471.243378236446
T17000logg2.4,77642.19644482073,67557.45039943882,59784.23816520983,53478.73713819239,48951.375367138266,45583.60574768254,42956.82957056128,41165.94486431016,39968.55407578136,39196.53566091838,38842.74701482196,38772.14063290402,38896.29818677098,39188.61870540947,39591.48403556727,40072.50782890689,40606.04438019958,41168.25707044038,41754.25964613239,42355.69355971069,42967.963578653405,43590.61353446932,44212.79162882045,44826.74868859653,45427.811878922534,46009.70042988626,46568.61062814003
T17000logg2.6,81996.20121584307,71823.57880659505,63897.86968240322,57397.42413421014,52676.85790992635,49126.86581703171,46325.70452269937,44382.21963159893,43046.022120322996,42139.162194418706,41664.036897758764,41481.54039249871,41497.00755389268,41691.87254140191,42006.50222549479,42405.195456023335,42868.14356655583,43368.952255655204,43897.62760003856,44448.48530327537,45014.5611892545,45591.419170419584,46170.91132014094,46743.610237921115,47301.57761117606,47841.93640956494,48359.958545257556
T17000logg2.8,82230.32574175755,72559.65774746741,64973.67314329281,58708.34191847539,54136.21481324435,50686.07144658017,47958.4221605549,46062.98969414235,44754.670492889985,43858.547599327896,43379.083802900066,43182.47458559445,43176.36745465718,43346.28956788733,43635.85128456433,44008.627308866286,44448.524490425254,44929.59321654206,45438.5653185389,45971.01599697846,46519.130811979136,47075.66876117869,47633.94636065065,48184.405086398234,48718.0919249449,49233.21279211979,49725.16769135356
T17000logg3.0,80732.91989801754,71758.71270074592,64680.409834672806,58805.51091886438,54503.71965788168,51254.41033955762,48690.0129399474,46913.21368276714,45691.66264849503,44858.974348766336,44417.72879517982,44243.243680929016,44249.72533138719,44423.8660844076,44714.339231018304,45087.14798293355,45526.55162617435,46008.10208733019,46517.59714969262,47048.9610848939,47593.94411513243,48143.88218266093,48691.693809849916,49228.616291385304,49745.25083290637,50240.19151256806,50709.835711553285
T17000logg3.2,78681.705827682,70546.03164071515,64102.53762368346,58735.77864038441,54804.5647968839,51843.14880277458,49521.44168901286,47930.663942894054,46854.21665831713,46138.025275230095,45780.26310373036,45667.7496848384,45722.425822949925,45931.28320153321,46248.58410561774,46643.31711083184,47099.89458064282,47596.16990439742,48118.69332041133,48659.519560655615,49211.05190761614,49765.01943123623,50313.2234609893,50848.056342841184,51361.143234043935,51850.31332020128,52312.90577712237
T18000logg2.2,65059.88979416311,56568.94455682164,50165.94949581135,45109.66321540385,41580.23125318323,39036.758062370485,37133.88851428985,35915.47068092214,35181.656030267186,34800.911994671034,34745.42171106073,34912.330673569355,35244.37549479,35707.135978495804,36258.867000661674,36881.78818967786,37539.844139402,38216.67513728622,38916.553078399724,39619.39650588405,40323.25706524612,41034.12654782028,41733.72048206823,42418.40684404491,43089.300438063496,43733.841223295225,44351.32608931191
T18000logg2.4,69185.64061206138,60125.4787875836,53326.58524246129,47984.446976790496,44268.96195154949,41591.584630043944,39574.189179363595,38267.11685784911,37468.5431301921,37043.679579181444,36968.18490045397,37128.189000835664,37454.69045340067,37912.2928358244,38452.286634854965,39050.67626642625,39674.91799203184,40307.71078098436,40954.40534269361,41603.66189349651,42255.47901752807,42916.464765254146,43572.28677422642,44218.34064223897,44853.4822639584,45469.037839616394,46061.77143664903
T18000logg2.6,89657.93930306718,78432.77824608477,69659.02314275019,62440.53392572199,57155.59599649714,53135.096748087526,49907.41494288702,47600.959262250806,45947.765104845545,44746.712347916866,44018.531337654065,43611.97525784569,43415.71385268113,43427.299261009946,43580.06870469863,43828.3984855064,44163.042385517874,44551.53056238265,44977.95678820189,45441.78738526142,45931.997857154376,46440.50658016394,46961.70644165191,47482.06424010702,47989.679256917654,48486.35943124815,48963.76260711631
T18000logg2.8,84652.9804609444,74359.94770387997,66370.04181295296,59845.35358793228,55116.013276794794,51560.94852964776,48747.848659264644,46783.694457171405,45425.716544376104,44495.830966920046,43999.07553477936,43796.03305649258,43787.11846572437,43957.01645063052,44244.495946231465,44610.40611071133,45038.77781547435,45502.3067026682,45991.40240504569,46503.947589534146,47032.97785391506,47574.669443540246,48122.07629892316,48664.56660484268,49193.21260034316,49707.379098563855,50200.54549491152
T18000logg3.0,77809.11238205752,68974.70573006677,62100.63581248491,56479.04713936995,52417.56618666939,49389.08782680267,47026.87251683316,45412.87254824971,44328.688683581124,43617.688972025186,43275.50755886286,43184.603114767095,43264.91784680863,43500.46900352434,43842.655410616026,44261.97729585483,44739.26947691241,45251.842104530835,45791.387720793595,46349.68010299067,46920.84672400206,47501.04606432953,48081.36748680431,48653.401846160836,49209.62567426953,49747.42128137272,50262.32843873906
T18000logg3.2,77209.03225046924,68970.05948614606,62505.25875213209,57175.94649896685,53302.50627512496,50406.93778045778,48150.96751352451,46612.840014738074,45583.44870346123,44911.844354809255,44591.33664324798,44511.090511071256,44595.81745842364,44829.81411712091,45168.253233647585,45584.12564244641,46057.84439560832,46567.540890307384,47105.304984713344,47660.033178976984,48225.174883629945,48797.13079399907,49365.13146485096,49921.39693553272,50458.999221353086,50974.91802970045,51465.63338274368
T18000logg3.4,77884.4483433296,69964.75271049714,63710.85719225112,58519.292555333464,54722.90663937331,51874.40289614307,49650.47585494449,48129.79760113115,47107.74525116449,46434.80500899026,46105.50431311012,46012.848711844665,46083.11180603651,46301.88209482844,46625.9989130933,47029.08273035419,47492.033059987,47992.96075631345,48523.18405289698,49070.51043843549,49627.42317195678,50189.78588917172,50746.16529685047,51288.880015012706,51811.25280818676,52310.17936501471,52782.57662588685
T19000logg2.4,67981.15714374345,59001.140642770275,52204.175793172224,46816.43863978181,43026.984994604354,40271.13754031602,38173.85139812422,36785.283582001866,35901.21009855501,35376.896355162804,35196.392238874716,35251.138542488494,35471.21914863755,35834.4565030814,36296.82365663525,36834.78901247932,37421.256177622985,38035.55828142584,38675.75240906628,39326.48449692016,39982.61944862924,40646.83750228407,41303.88649229214,41946.54622295834,42573.2952576743,43176.92826291962,43753.401467894844
T19000logg2.6,75439.6146415692,65788.18627149744,58491.88428473703,52707.94671446667,48632.21389578049,45649.44703894183,43346.72753300869,41788.22775284588,40763.31245236057,40118.56803559314,39846.675659857334,39828.11319786919,39980.26706840534,40284.070973280184,40687.659747072976,41159.365010212605,41678.07443629844,42221.706500990134,42787.478281666474,43369.92534415067,43964.74329276851,44573.00371522429,45184.89216701248,45790.18253735672,46384.226897417524,46964.77846003139,47522.943049447844
T19000logg2.8,74810.55436841412,65644.08535736281,58677.4146474201,53126.59774627842,49204.80617488487,46330.6028387731,44115.77311953766,42624.549043370745,41648.52510955855,41040.097203023215,40790.83819720975,40784.838073368854,40944.67855868611,41250.674159755974,41653.59712984305,42124.80301942371,42642.16161512492,43184.382206337774,43749.0063910644,44328.80919195358,44919.9139177212,45523.87777064182,46130.22721414523,46730.49460618855,47319.55685368558,47893.75422509427,48446.83250362874
T19000logg3.0,77669.1293309164,68638.57900577539,61705.43904036577,56122.454175137595,52136.559224429664,49191.6404042364,46907.74671450039,45355.29606774375,44324.85988652072,43665.42421285954,43370.184089268034,43322.31331276047,43442.07042265802,43711.76564563701,44081.545171848185,44521.84291657571,45012.910836295516,45532.45356041798,46075.84201450263,46637.019932496296,47211.13250999242,47798.262406711656,48389.27611177116,48974.501913444845,49548.08725750709,50108.0005631083,50646.662869436404
T19000logg3.2,77104.14623988178,68578.96931542111,61978.51451818024,56615.159438095594,52758.066630896355,49895.64077949368,47670.84728160622,46155.04298155047,45145.761514523336,44494.74804692956,44194.70887527152,44134.13073546572,44236.38526550875,44485.19522512305,44834.3092158171,45255.52650606601,45729.57082289348,46234.74704764539,46765.26935892913,47312.875999804055,47871.737105738466,48440.35473761147,49008.64035639729,49567.31081255162,50110.35081972234,50635.67852730614,51136.72994459007
T19000logg3.4,76423.7977151893,68487.08055111369,62275.49056728882,57171.470588520584,53471.563165752836,50715.643322646625,48575.78763213239,47122.54403791308,46159.91765764848,45544.47270960604,45266.88781985127,45220.845796314265,45333.78619833212,45588.82836412163,45942.698773185984,46369.95070389277,46850.786324245506,47364.09731446212,47903.863328653875,48459.492427579564,49024.716468739534,49598.25684979335,50168.96014911656,50727.96016631915,51270.365442024166,51793.19081246936,52290.55315331239
