,vsini60,vsini85,vsini110,vsini135,vsini160,vsini185,vsini210,vsini235,vsini260
T15000logg2.0,1266.6622699998827,1028.9763900689916,868.0312621981302,756.7233668304948,678.5838732917597,624.264928061329,584.7612507443054,555.0016228015716,532.855137730398
T15000logg2.2,1863.9269379146451,1617.823207203771,1442.349177530664,1312.744469907666,1214.0476642096128,1138.3339654233537,1077.215611749546,1026.2452084057377,984.1575317885164
T15000logg2.4,2075.381706596489,1862.392556209645,1708.1137527648534,1591.550434088461,1500.0581739830525,1427.2461009310084,1366.1483444473713,1313.237555113694,1267.914529745045
T15000logg2.6,2042.08220490819,1862.169400832984,1732.5546445439088,1634.281535816478,1556.5078722468643,1494.000427576113,1440.9805330034126,1394.538815976685,1354.3265455221951
T15000logg2.8,2337.8542995697517,2165.1774951396455,2039.768400590483,1943.6646043450517,1866.4794682448355,1803.2830818692903,1748.5473682259774,1699.5498792919288,1656.1828243574212
T15000logg3.0,2444.7839513016534,2305.953879941646,2203.7570929056806,2124.2882555377714,2059.4594943777556,2005.4156586945546,1957.699657319278,1914.173777579704,1874.879125431394
T16000logg2.0,1088.7960724995983,854.8480775778213,702.1898458255083,600.8152395230519,532.8222045321769,487.9912951638656,457.1408769461337,435.05234091286655,419.41597265779643
T16000logg2.2,1452.4726468355027,1213.253497684142,1050.8785728972016,936.6322532218306,854.060980936223,794.4089262870903,749.0212451948873,713.0776429611396,684.9507564312962
T16000logg2.4,1758.7977068580806,1529.7690517322742,1370.6091556384179,1254.7755035926014,1167.2977113803852,1100.557769555326,1046.784411581283,1001.8943384536234,964.8940005606036
T16000logg2.6,2031.3735162863193,1818.3869126010268,1667.5514988311506,1555.2618802068635,1468.0215489984828,1399.0703522412853,1341.4296858091743,1291.623441003964,1249.1248674365468
T16000logg2.8,2218.7936075288694,2032.9490379949118,1899.2995276629033,1798.1578272298475,1718.022629282141,1653.1455517418735,1597.4669604656917,1548.1056382859178,1504.8900521296416
T16000logg3.0,2373.82023083164,2211.95302352942,2094.1377675609524,2003.8655477458267,1931.3666371508668,1871.7409330378625,1819.6770137793822,1772.7182735229762,1730.876114978975
T16000logg3.2,2656.0317296332114,2496.5700734021025,2379.769105223276,2289.872619502452,2217.274435897462,2157.0033938637703,2103.71080783206,2054.984275256325,2010.9645355949172
T17000logg2.2,1455.54744669337,1203.8718330669,1041.4809843078456,930.4323832489873,851.4299732810387,794.993500298828,752.1651249729676,718.0297486690894,691.0368171253766
T17000logg2.4,1719.9744928684715,1477.3015794172727,1312.6571051800654,1194.7738637172104,1106.916522667633,1040.9279307753416,988.5668844609459,945.3064044155672,910.0339565732289
T17000logg2.6,1991.5126535934726,1763.5498016068625,1605.421705041151,1489.2254630481668,1399.7489167684205,1329.7653275460832,1271.8833261710442,1222.2792829083235,1180.3722287028006
T17000logg2.8,2193.535638744885,1984.8262428193605,1837.3025926846196,1726.9483673342463,1640.247907228344,1570.7604813854239,1511.771893728088,1459.964406914217,1415.1257453603728
T17000logg3.0,2390.3344269595746,2200.8076827683985,2064.452506960221,1960.9050867843614,1878.3508406752896,1810.9911415317222,1752.6937374754891,1700.5889699509444,1654.6525342829202
T17000logg3.2,2550.1561402715847,2380.7784828912477,2257.0172274192155,2162.0654367598477,2085.5747733591993,2022.3236927049502,1966.7080987833463,1916.1704116513677,1870.888457877337
