,vsini70,vsini80,vsini90,vsini100,vsini110,vsini120,vsini130,vsini140,vsini150,vsini160,vsini170,vsini180,vsini190,vsini200,vsini210,vsini220,vsini230,vsini240,vsini250,vsini260,vsini270,vsini280,vsini290,vsini300,vsini310,vsini320,vsini330
T34000logg3.8,476666.84242796316,448299.3643654268,422335.42278883106,397767.7622341257,376104.4056388497,356527.30915826926,338451.55118402117,322476.225709693,308215.8035367869,295269.85977916716,283622.6159578941,273321.17708764167,263943.3876417385,255394.85630143536,247898.8108632214,241226.5136594798,235145.34319515838,229973.89104065305,225535.4690703457,221525.49263707694,218268.63114020898,215597.9004681841,213294.87088606646,211557.8402561359,210265.55603202368,209295.85814339825,208714.0240491581
T34000logg4.0,721356.5354964454,670464.0340593284,626516.98839961,587829.019420946,555765.7152096424,527385.5768867402,502343.7891094529,481091.74938764254,462063.4166429587,445497.39491243346,431357.8680579617,419157.87473051227,408742.4524681758,400082.3136977885,392863.3750780545,386727.29370295163,381773.5541236247,377622.37631008215,374078.58452963847,371306.2968320394,369083.48292140185,367288.7026589029,366046.7020788434,365196.95774512924,364628.2850153995,364470.2964969154,364522.0928175736
T34000logg4.2,1026078.3824436287,964903.4559752916,909559.7627714006,861076.2981890598,819055.3950348761,779751.3595701153,745070.3993804173,714041.510483183,685732.559153323,660937.3274064288,638917.3707351955,619557.3343588721,602928.5284931033,588306.8140490139,575740.8040298738,564975.9297104563,555437.8362722627,547181.8472488153,539970.3034905384,533632.2085142924,528128.662078042,523265.4382147184,519198.79219002917,515641.3981378431,512498.40798770194,509950.5555898989,507733.9583555662
T34000logg4.4,1294771.2280128028,1228371.9859004135,1167401.101499476,1112245.0160207641,1063642.280358745,1017484.4773417101,975615.502323756,938188.0779545082,902830.4616021683,871598.1491733178,843706.1154951941,818801.9415226515,796912.368402265,777638.2534209642,760758.9607841326,745821.6842644673,732618.2094635335,720947.1367260388,710458.3740559514,701076.0896126752,692792.9595896518,685327.7534411307,678640.9517460526,672744.9070031876,667371.911545611,662661.6636884696,658428.2616495171
T35000logg3.4,550089.351667552,502644.174189985,458141.75418118556,414711.42258438806,376374.92631558503,342250.6360286089,310669.3136964674,283326.6302909937,259673.56835423983,238430.46921892627,220110.6632577649,204450.21105458683,190531.24643219984,178308.34120352165,167894.61451993563,158750.79321263422,150844.224156587,144399.32675121666,139106.23663195863,134798.0473229328,131644.97767252845,129417.25844676842,127898.15288709558,127215.84779571505,127209.72003065201,127712.31763097881,128801.92520076627
T35000logg3.6,450332.67506988207,414850.58304644254,382919.3538875171,352631.13495856733,326348.03290152695,303157.80742651434,281860.9102836719,263384.3119165437,247338.21955212162,232956.8506949239,220327.35097440658,209525.72091826377,199968.82459165234,191519.90722603854,184356.21126115147,178166.20589915774,172689.56875375807,168226.82543905082,164562.15589371749,161484.7064506444,159200.2984651948,157553.04650989815,156403.59456375253,155823.93045535265,155724.85771455907,156029.19746898493,156712.57777784317
T35000logg3.8,470819.7375029331,436043.9946766291,405505.1343050964,377885.1964826541,354557.2535808054,334121.9511959822,315767.03042046266,300087.38260775164,286324.73060899077,273965.4894267287,263301.16908461275,253972.31060442442,245706.0758788727,238525.77189709223,232318.71066657515,226882.88853309606,222145.3505987621,218117.73020966357,214660.4867282983,211777.61841273328,209454.40615513243,207608.37175455847,206245.7436810165,205307.92880378565,204748.73172673865,204543.55488106422,204664.24783163655
T35000logg4.0,269903.647993016,256321.42889061413,244754.7425833071,234536.50238173746,226204.98408940766,219249.06048043794,213362.70791160906,208645.3306390713,204842.68887850625,201785.3024774771,199368.0700366542,197540.0037918727,196178.81263153185,195208.171995173,194645.2184784059,194425.54075928315,194480.87438067546,194838.26028000918,195445.08985974552,196258.5845171812,197305.80231495152,198535.11061402713,199938.14840892825,201480.3958151418,203164.75236062147,204970.62422614422,206882.0288859023
T35000logg4.2,443971.12254023843,433202.94441405084,423061.7948328587,412997.8989139164,403701.18422341277,395041.69784855517,386675.7927062371,378968.2324852389,372002.20075019845,365554.4969301603,359622.263864498,354322.95164488925,349471.10466150194,344668.8103497722,340342.00173112965,336319.40542438655,332339.9667889037,328788.92632667965,325557.33685454755,322449.8121149199,319736.55863510433,317331.04445043136,315094.90964792285,313159.6592315837,311509.5663222498,310027.31400262465,308793.7038495159
T36000logg3.6,529686.33177765,490036.03223630757,453532.02003980946,418377.2783805494,387305.76392412506,359724.2890011896,334231.90568303765,311698.4231956926,291998.0983139698,274222.0398049379,258221.08779775212,244340.487148398,231941.819042831,220452.08297555926,210540.9683993713,201837.13155824566,193835.6784714503,187146.80038271123,181493.147216723,176523.21499793712,172556.6466870652,169411.38749506808,166860.44385028665,164998.168755243,163767.58593328757,163013.38686386906,162738.67510525463
