,vsini60,vsini85,vsini110,vsini135,vsini160,vsini185,vsini210,vsini235,vsini260
T15000logg2.0,1110.217136611038,905.0482086895894,785.7458764615584,723.0442165180971,694.3971530177697,685.4768133213845,687.0408575644977,694.2106088820353,704.1666977038244
T15000logg2.2,1525.8411396184454,1315.3015932474145,1183.8238747438506,1102.6337034008145,1050.9041128681058,1017.9332117158951,996.2387365030091,981.5118143269776,971.7641413231067
T15000logg2.4,1779.1245653672956,1603.2629168770688,1492.3759757940281,1421.848620083711,1373.7086862796887,1339.3850209767975,1313.060819127385,1291.4548638291383,1273.6779438337737
T15000logg2.6,1811.1186415789334,1669.7968539420526,1582.153595015472,1527.3209235693332,1489.838010402111,1462.2626573404789,1439.8506203600757,1420.0834050973785,1402.705727824174
T15000logg2.8,2096.008799523963,1970.7710110122343,1893.145143156708,1844.129945173,1809.6047810302825,1783.0261772329513,1760.1302647369403,1738.5949358042908,1718.5051048152766
T15000logg3.0,2218.5559902966925,2126.702649487398,2071.4424553358617,2037.967706099868,2015.1073835304628,1997.4806387481938,1981.7108280024436,1965.9397475184446,1950.349055360315
T16000logg2.0,1061.3357695798688,858.2870725537873,748.833288939373,700.2894714567568,687.3292746413621,692.7937166206643,706.7217955150498,724.3139155487388,742.6243103296349
T16000logg2.2,1160.0883855477146,958.0316648801935,841.297522726295,779.1187459480539,748.9377323768725,737.0948516903609,734.9972656387517,738.1221831357857,744.0101795417891
T16000logg2.4,1398.6456239183908,1209.697614219717,1097.4975546243522,1032.9069945867886,995.1499769006755,973.0318455735,959.471796749234,950.7112474096743,945.2081773796222
T16000logg2.6,1677.5267836979851,1507.23225331179,1404.5031319270854,1343.0385066457563,1303.847559036144,1277.3776614082535,1257.6560049616785,1241.53295902845,1228.197032488865
T16000logg2.8,1877.38135913982,1736.26104565458,1651.6908161077542,1601.327172169169,1568.6624069900442,1545.5178015761544,1526.886647659566,1510.1425394579062,1494.9994945112687
T16000logg3.0,2036.6329193567483,1921.8048337560858,1854.0869644528025,1814.8116163152436,1789.8623412519285,1772.1311818006382,1757.3246272897838,1743.1845853492257,1729.614340373405
T16000logg3.2,2238.7425719037797,2135.0538887642533,2075.4729686232236,2042.2824924763506,2022.10378642511,2008.0917049153857,1996.1862843797883,1984.1952602212596,1972.0869240681484
