,vsini150,vsini155,vsini160,vsini165,vsini170,vsini175,vsini180,vsini185,vsini190,vsini195,vsini200,vsini205,vsini210,vsini215,vsini220,vsini225,vsini230,vsini235,vsini240,vsini245,vsini250,vsini255,vsini260,vsini265,vsini270,vsini275,vsini280,vsini285,vsini290,vsini295,vsini300
T15000logg2.0,"{'H$\\beta$: 4861.33': 22.26086060336896, 'He I: 4921.93': 8.508364442928679, 'He II: 5411.53': 35.50210783503115, 'H$\\gamma$: 4340.46': 13.592499564911963, 'He I: 4471.50': 8.815551793551478}","{'H$\\beta$: 4861.33': 21.251613074729907, 'He I: 4921.93': 7.782737102851512, 'He II: 5411.53': 35.501770836071614, 'H$\\gamma$: 4340.46': 12.33565487108791, 'He I: 4471.50': 7.833363286006188}","{'H$\\beta$: 4861.33': 20.366586135517345, 'He I: 4921.93': 7.1375049870023135, 'He II: 5411.53': 35.50143972617535, 'H$\\gamma$: 4340.46': 11.215572254674687, 'He I: 4471.50': 6.968308512201352}","{'H$\\beta$: 4861.33': 19.59671396376243, 'He I: 4921.93': 6.556104016295334, 'He II: 5411.53': 35.50112296445281, 'H$\\gamma$: 4340.46': 10.234317047581587, 'He I: 4471.50': 6.222299026099088}","{'H$\\beta$: 4861.33': 18.860490938087548, 'He I: 4921.93': 5.988811074417467, 'He II: 5411.53': 35.50077731476493, 'H$\\gamma$: 4340.46': 9.275023861880298, 'He I: 4471.50': 5.495368786398365}","{'H$\\beta$: 4861.33': 18.230667963168298, 'He I: 4921.93': 5.488130377577279, 'He II: 5411.53': 35.50043807736565, 'H$\\gamma$: 4340.46': 8.435011608790514, 'He I: 4471.50': 4.86505446534175}","{'H$\\beta$: 4861.33': 17.69342854106752, 'He I: 4921.93': 5.036487159654412, 'He II: 5411.53': 35.500112014072336, 'H$\\gamma$: 4340.46': 7.7084455536876035, 'He I: 4471.50': 4.328136892686299}","{'H$\\beta$: 4861.33': 17.201700033620845, 'He I: 4921.93': 4.604125448678542, 'He II: 5411.53': 35.49975861222012, 'H$\\gamma$: 4340.46': 7.0197972111357965, 'He I: 4471.50': 3.820280444910602}","{'H$\\beta$: 4861.33': 16.80006391821391, 'He I: 4921.93': 4.227217046802087, 'He II: 5411.53': 35.49941212245443, 'H$\\gamma$: 4340.46': 6.433259250072944, 'He I: 4471.50': 3.391429133143737}","{'H$\\beta$: 4861.33': 16.472692502558786, 'He I: 4921.93': 3.8882129030305816, 'He II: 5411.53': 35.49907832186914, 'H$\\gamma$: 4340.46': 5.93827122466817, 'He I: 4471.50': 3.03544959240043}","{'H$\\beta$: 4861.33': 16.197900685771284, 'He I: 4921.93': 3.570930546451802, 'He II: 5411.53': 35.498720396926196, 'H$\\gamma$: 4340.46': 5.490603555074299, 'He I: 4471.50': 2.713637202823499}","{'H$\\beta$: 4861.33': 15.998276417487117, 'He I: 4921.93': 3.298987482994772, 'He II: 5411.53': 35.49837145161636, 'H$\\gamma$: 4340.46': 5.128352853833417, 'He I: 4471.50': 2.4551991813075014}","{'H$\\beta$: 4861.33': 15.858140849887931, 'He I: 4921.93': 3.0556466439945846, 'He II: 5411.53': 35.498035761279986, 'H$\\gamma$: 4340.46': 4.8390618563372145, 'He I: 4471.50': 2.2529775341886964}","{'H$\\beta$: 4861.33': 15.77378085871755, 'He I: 4921.93': 2.8335838178789947, 'He II: 5411.53': 35.4976798185562, 'H$\\gamma$: 4340.46': 4.601673635758046, 'He I: 4471.50': 2.0861954489900647}","{'H$\\beta$: 4861.33': 15.750838161664337, 'He I: 4921.93': 2.6476486791306972, 'He II: 5411.53': 35.49733352307623, 'H$\\gamma$: 4340.46': 4.43436709763926, 'He I: 4471.50': 1.9686072041567746}","{'H$\\beta$: 4861.33': 15.77523105180376, 'He I: 4921.93': 2.482331433411291, 'He II: 5411.53': 35.496999052109004, 'H$\\gamma$: 4340.46': 4.324908706750248, 'He I: 4471.50': 1.8934800174677142}","{'H$\\beta$: 4861.33': 15.855295532644085, 'He I: 4921.93': 2.336585674136873, 'He II: 5411.53': 35.49664491758435, 'H$\\gamma$: 4340.46': 4.268870838985615, 'He I: 4471.50': 1.8517669353331276}","{'H$\\beta$: 4861.33': 15.984257488198029, 'He I: 4921.93': 2.2193229239113803, 'He II: 5411.53': 35.49629863254837, 'H$\\gamma$: 4340.46': 4.269529592717638, 'He I: 4471.50': 1.8465261064979468}","{'H$\\beta$: 4861.33': 16.150173589292145, 'He I: 4921.93': 2.116475561267786, 'He II: 5411.53': 35.49596132048049, 'H$\\gamma$: 4340.46': 4.316300369538678, 'He I: 4471.50': 1.8724955704479072}","{'H$\\beta$: 4861.33': 16.369209724865847, 'He I: 4921.93': 2.0307441764911065, 'He II: 5411.53': 35.49560372896558, 'H$\\gamma$: 4340.46': 4.416101931836899, 'He I: 4471.50': 1.927540732612679}","{'H$\\beta$: 4861.33': 16.62633750451513, 'He I: 4921.93': 1.9668827404755114, 'He II: 5411.53': 35.49525340565579, 'H$\\gamma$: 4340.46': 4.560836790436836, 'He I: 4471.50': 2.007889790492948}","{'H$\\beta$: 4861.33': 16.910922040437292, 'He I: 4921.93': 1.912054496565993, 'He II: 5411.53': 35.49491105639542, 'H$\\gamma$: 4340.46': 4.742398007884097, 'He I: 4471.50': 2.109992269425093}","{'H$\\beta$: 4861.33': 17.24516413274762, 'He I: 4921.93': 1.8712766462571906, 'He II: 5411.53': 35.49455060463374, 'H$\\gamma$: 4340.46': 4.97462270631825, 'He I: 4471.50': 2.2354945676232147}","{'H$\\beta$: 4861.33': 17.60789637784793, 'He I: 4921.93': 1.8464664741399917, 'He II: 5411.53': 35.494199121704845, 'H$\\gamma$: 4340.46': 5.241200097151053, 'He I: 4471.50': 2.376552382478188}","{'H$\\beta$: 4861.33': 17.99149875841162, 'He I: 4921.93': 1.8277658056938928, 'He II: 5411.53': 35.493855919185314, 'H$\\gamma$: 4340.46': 5.537168989783508, 'He I: 4471.50': 2.5310684677282085}","{'H$\\beta$: 4861.33': 18.420228325605304, 'He I: 4921.93': 1.8202989064247144, 'He II: 5411.53': 35.49349796921936, 'H$\\gamma$: 4340.46': 5.880109139486527, 'He I: 4471.50': 2.702213288132623}","{'H$\\beta$: 4861.33': 18.865243409533157, 'He I: 4921.93': 1.824425125410121, 'He II: 5411.53': 35.49315018431442, 'H$\\gamma$: 4340.46': 6.2481432806523705, 'He I: 4471.50': 2.880025382347552}","{'H$\\beta$: 4861.33': 19.33451202327799, 'He I: 4921.93': 1.8334842126604307, 'He II: 5411.53': 35.492810234874966, 'H$\\gamma$: 4340.46': 6.639784962769181, 'He I: 4471.50': 3.0636900017719593}","{'H$\\beta$: 4861.33': 19.83985514838126, 'He I: 4921.93': 1.8511373243812275, 'He II: 5411.53': 35.49245814274369, 'H$\\gamma$: 4340.46': 7.07391612021989, 'He I: 4471.50': 3.2566528660133964}","{'H$\\beta$: 4861.33': 20.350160583637116, 'He I: 4921.93': 1.876553239003815, 'He II: 5411.53': 35.492116889348885, 'H$\\gamma$: 4340.46': 7.524057713696505, 'He I: 4471.50': 3.4492947795770093}","{'H$\\beta$: 4861.33': 20.890413946238347, 'He I: 4921.93': 1.905391655641939, 'He II: 5411.53': 35.49178301356827, 'H$\\gamma$: 4340.46': 7.9956252229638185, 'He I: 4471.50': 3.642218594832853}"
T15000logg2.2,"{'H$\\beta$: 4861.33': 10.697668958255607, 'He I: 4921.93': 9.276644517414024, 'He II: 5411.53': 35.4595615651086, 'H$\\gamma$: 4340.46': 15.765510045969053, 'He I: 4471.50': 9.955983097728893}","{'H$\\beta$: 4861.33': 9.687190457995143, 'He I: 4921.93': 8.548213215361704, 'He II: 5411.53': 35.45925076363424, 'H$\\gamma$: 4340.46': 14.50141053916386, 'He I: 4471.50': 8.89387396022016}","{'H$\\beta$: 4861.33': 8.783934065836716, 'He I: 4921.93': 7.898868255663254, 'He II: 5411.53': 35.45894524973811, 'H$\\gamma$: 4340.46': 13.350963278298684, 'He I: 4471.50': 7.953192700965383}","{'H$\\beta$: 4861.33': 7.98280127301156, 'He I: 4921.93': 7.312377271793291, 'He II: 5411.53': 35.4586522120789, 'H$\\gamma$: 4340.46': 12.321525083750348, 'He I: 4471.50': 7.137050526697503}","{'H$\\beta$: 4861.33': 7.19860675435076, 'He I: 4921.93': 6.738981890570386, 'He II: 5411.53': 35.45833264073004, 'H$\\gamma$: 4340.46': 11.289443324355497, 'He I: 4471.50': 6.337191250031026}","{'H$\\beta$: 4861.33': 6.50952911472491, 'He I: 4921.93': 6.231472458012707, 'He II: 5411.53': 35.45801898172736, 'H$\\gamma$: 4340.46': 10.36058190264818, 'He I: 4471.50': 5.6381541995926945}","{'H$\\beta$: 4861.33': 5.905018998206084, 'He I: 4921.93': 5.772417710111167, 'He II: 5411.53': 35.45771675285961, 'H$\\gamma$: 4340.46': 9.534068210273304, 'He I: 4471.50': 5.0374518931035395}","{'H$\\beta$: 4861.33': 5.331117283669559, 'He I: 4921.93': 5.331799770470838, 'He II: 5411.53': 35.45738966557766, 'H$\\gamma$: 4340.46': 8.722469732954409, 'He I: 4471.50': 4.463832808049612}","{'H$\\beta$: 4861.33': 4.840542128694388, 'He I: 4921.93': 4.946279543750908, 'He II: 5411.53': 35.45706918653837, 'H$\\gamma$: 4340.46': 8.002884162045483, 'He I: 4471.50': 3.9732766427903474}","{'H$\\beta$: 4861.33': 4.419872099732168, 'He I: 4921.93': 4.598324982888115, 'He II: 5411.53': 35.45675973805441, 'H$\\gamma$: 4340.46': 7.368986279615341, 'He I: 4471.50': 3.560000320709671}","{'H$\\beta$: 4861.33': 4.038968862993022, 'He I: 4921.93': 4.271426762811219, 'He II: 5411.53': 35.45642864086402, 'H$\\gamma$: 4340.46': 6.761937526269231, 'He I: 4471.50': 3.179646680736949}","{'H$\\beta$: 4861.33': 3.729974269843794, 'He I: 4921.93': 3.9897806513307548, 'He II: 5411.53': 35.456106169977595, 'H$\\gamma$: 4340.46': 6.235189236445388, 'He I: 4471.50': 2.8664368771000603}","{'H$\\beta$: 4861.33': 3.4787902445400207, 'He I: 4921.93': 3.7366171648706747, 'He II: 5411.53': 35.4557952184863, 'H$\\gamma$: 4340.46': 5.77952407715531, 'He I: 4471.50': 2.613244190574427}","{'H$\\beta$: 4861.33': 3.2727476514473475, 'He I: 4921.93': 3.504279803572674, 'He II: 5411.53': 35.45546649115601, 'H$\\gamma$: 4340.46': 5.358131440365929, 'He I: 4471.50': 2.394590325410179}","{'H$\\beta$: 4861.33': 3.1275347535188356, 'He I: 4921.93': 3.3081013598679245, 'He II: 5411.53': 35.45514723468237, 'H$\\gamma$: 4340.46': 5.005566338044557, 'He I: 4471.50': 2.228358620969847}","{'H$\\beta$: 4861.33': 3.030060085892886, 'He I: 4921.93': 3.132865416478317, 'He II: 5411.53': 35.45483828043266, 'H$\\gamma$: 4340.46': 4.7118099016856405, 'He I: 4471.50': 2.107572375399793}","{'H$\\beta$: 4861.33': 2.979726883398254, 'He I: 4921.93': 2.9768175291087804, 'He II: 5411.53': 35.454512486390556, 'H$\\gamma$: 4340.46': 4.4564996891980435, 'He I: 4471.50': 2.0191256486855576}","{'H$\\beta$: 4861.33': 2.979539569916171, 'He I: 4921.93': 2.8496318584512244, 'He II: 5411.53': 35.454194554198075, 'H$\\gamma$: 4340.46': 4.259300135044732, 'He I: 4471.50': 1.9695950282430426}","{'H$\\beta$: 4861.33': 3.018551177371614, 'He I: 4921.93': 2.7368399432802737, 'He II: 5411.53': 35.45388408269743, 'H$\\gamma$: 4340.46': 4.111010071497656, 'He I: 4471.50': 1.953164181832791}","{'H$\\beta$: 4861.33': 3.1039388460488637, 'He I: 4921.93': 2.6411179811540726, 'He II: 5411.53': 35.45355610909861, 'H$\\gamma$: 4340.46': 4.002936794475271, 'He I: 4471.50': 1.9641034347215804}","{'H$\\beta$: 4861.33': 3.2295587033322968, 'He I: 4921.93': 2.567956766334841, 'He II: 5411.53': 35.45323521379064, 'H$\\gamma$: 4340.46': 3.942950578750451, 'He I: 4471.50': 2.0018331894682055}","{'H$\\beta$: 4861.33': 3.3870411794388127, 'He I: 4921.93': 2.5033242284995962, 'He II: 5411.53': 35.45292049282555, 'H$\\gamma$: 4340.46': 3.9239601902807038, 'He I: 4471.50': 2.061899566014562}","{'H$\\beta$: 4861.33': 3.588572296327075, 'He I: 4921.93': 2.4530408773529997, 'He II: 5411.53': 35.45259018756444, 'H$\\gamma$: 4340.46': 3.9447482330181063, 'He I: 4471.50': 2.14269552034516}","{'H$\\beta$: 4861.33': 3.820986168884445, 'He I: 4921.93': 2.419554746104963, 'He II: 5411.53': 35.45226857798161, 'H$\\gamma$: 4340.46': 4.004032400244064, 'He I: 4471.50': 2.239710840752723}","{'H$\\beta$: 4861.33': 4.08074053032483, 'He I: 4921.93': 2.391282350877206, 'He II: 5411.53': 35.45195342694544, 'H$\\gamma$: 4340.46': 4.098363420084891, 'He I: 4471.50': 2.349639168925439}","{'H$\\beta$: 4861.33': 4.380697798189166, 'He I: 4921.93': 2.37452123711301, 'He II: 5411.53': 35.451626125517805, 'H$\\gamma$: 4340.46': 4.230115333578151, 'He I: 4471.50': 2.472851567032099}","{'H$\\beta$: 4861.33': 4.701726030238074, 'He I: 4921.93': 2.3699725011599866, 'He II: 5411.53': 35.45130888683061, 'H$\\gamma$: 4340.46': 4.391044216398244, 'He I: 4471.50': 2.603151099558466}","{'H$\\beta$: 4861.33': 5.050176106238468, 'He I: 4921.93': 2.3689117976107945, 'He II: 5411.53': 35.450997770333004, 'H$\\gamma$: 4340.46': 4.582980792803266, 'He I: 4471.50': 2.738107752329273}","{'H$\\beta$: 4861.33': 5.432695476199348, 'He I: 4921.93': 2.376360325841185, 'He II: 5411.53': 35.45067715899396, 'H$\\gamma$: 4340.46': 4.808052454659044, 'He I: 4471.50': 2.878954003491063}","{'H$\\beta$: 4861.33': 5.827205082817698, 'He I: 4921.93': 2.3918724116703136, 'He II: 5411.53': 35.45036728358303, 'H$\\gamma$: 4340.46': 5.053664724018939, 'He I: 4471.50': 3.020165450259924}","{'H$\\beta$: 4861.33': 6.250985878019724, 'He I: 4921.93': 2.4089195834182586, 'He II: 5411.53': 35.45006299420852, 'H$\\gamma$: 4340.46': 5.326638468018869, 'He I: 4471.50': 3.160199657524675}"
T15000logg2.4,"{'H$\\beta$: 4861.33': 11.530586941442218, 'He I: 4921.93': 9.234727638339349, 'He II: 5411.53': 35.46323556025369, 'H$\\gamma$: 4340.46': 28.72522487448998, 'He I: 4471.50': 11.068994058143064}","{'H$\\beta$: 4861.33': 10.622414906532152, 'He I: 4921.93': 8.533334113782066, 'He II: 5411.53': 35.46310649770733, 'H$\\gamma$: 4340.46': 27.549599743319764, 'He I: 4471.50': 9.97644802071378}","{'H$\\beta$: 4861.33': 9.802867915230026, 'He I: 4921.93': 7.907448003159171, 'He II: 5411.53': 35.462976592822635, 'H$\\gamma$: 4340.46': 26.465318569844232, 'He I: 4471.50': 9.005034398699596}","{'H$\\beta$: 4861.33': 9.068671586284385, 'He I: 4921.93': 7.341203574329527, 'He II: 5411.53': 35.46285166194936, 'H$\\gamma$: 4340.46': 25.48265302833894, 'He I: 4471.50': 8.158794687828253}","{'H$\\beta$: 4861.33': 8.341780726413342, 'He I: 4921.93': 6.787517124121167, 'He II: 5411.53': 35.46271332187209, 'H$\\gamma$: 4340.46': 24.481316625995337, 'He I: 4471.50': 7.326376561580253}","{'H$\\beta$: 4861.33': 7.694989259752909, 'He I: 4921.93': 6.297001110031368, 'He II: 5411.53': 35.46257647851364, 'H$\\gamma$: 4340.46': 23.564957827094872, 'He I: 4471.50': 6.595356140030195}","{'H$\\beta$: 4861.33': 7.1200321825045965, 'He I: 4921.93': 5.852576196307392, 'He II: 5411.53': 35.462444330151506, 'H$\\gamma$: 4340.46': 22.7363108518227, 'He I: 4471.50': 5.963823269971991}","{'H$\\beta$: 4861.33': 6.5652132226537665, 'He I: 4921.93': 5.425962964863426, 'He II: 5411.53': 35.46229757824265, 'H$\\gamma$: 4340.46': 21.90518478160775, 'He I: 4471.50': 5.3574555948371225}","{'H$\\beta$: 4861.33': 6.081895612616934, 'He I: 4921.93': 5.052351098564365, 'He II: 5411.53': 35.462150697760315, 'H$\\gamma$: 4340.46': 21.151709978976793, 'He I: 4471.50': 4.835139258096611}","{'H$\\beta$: 4861.33': 5.659056580473394, 'He I: 4921.93': 4.7145603239198035, 'He II: 5411.53': 35.462008303357536, 'H$\\gamma$: 4340.46': 20.47336314306714, 'He I: 4471.50': 4.39144358842349}","{'H$\\beta$: 4861.33': 5.26545102975689, 'He I: 4921.93': 4.3971756435565705, 'He II: 5411.53': 35.461852798819905, 'H$\\gamma$: 4340.46': 19.804323267077397, 'He I: 4471.50': 3.9791707939782643}","{'H$\\beta$: 4861.33': 4.934746910272905, 'He I: 4921.93': 4.123440872432699, 'He II: 5411.53': 35.46170007269358, 'H$\\gamma$: 4340.46': 19.204859635287495, 'He I: 4471.50': 3.635215464152911}","{'H$\\beta$: 4861.33': 4.655147760926067, 'He I: 4921.93': 3.8769620017185904, 'He II: 5411.53': 35.461553155196, 'H$\\gamma$: 4340.46': 18.6692877124516, 'He I: 4471.50': 3.3526199798122502}","{'H$\\beta$: 4861.33': 4.410573322078698, 'He I: 4921.93': 3.650745667563261, 'He II: 5411.53': 35.46139393289879, 'H$\\gamma$: 4340.46': 18.15105348221061, 'He I: 4471.50': 3.103304871885109}","{'H$\\beta$: 4861.33': 4.220195331571494, 'He I: 4921.93': 3.459400368858765, 'He II: 5411.53': 35.46123550098093, 'H$\\gamma$: 4340.46': 17.69410453286225, 'He I: 4471.50': 2.9075759607367178}","{'H$\\beta$: 4861.33': 4.073167123810379, 'He I: 4921.93': 3.2883723637526945, 'He II: 5411.53': 35.461080870123425, 'H$\\gamma$: 4340.46': 17.291442548639495, 'He I: 4471.50': 2.75843366288595}","{'H$\\beta$: 4861.33': 3.963835280255741, 'He I: 4921.93': 3.135930387775178, 'He II: 5411.53': 35.46091265129975, 'H$\\gamma$: 4340.46': 16.911300557758857, 'He I: 4471.50': 2.640382181275139}","{'H$\\beta$: 4861.33': 3.8998629685025517, 'He I: 4921.93': 3.0115444293019666, 'He II: 5411.53': 35.46074615936307, 'H$\\gamma$: 4340.46': 16.584345736483098, 'He I: 4471.50': 2.56221732163598}","{'H$\\beta$: 4861.33': 3.872884473875451, 'He I: 4921.93': 2.9007815030091573, 'He II: 5411.53': 35.46058447319936, 'H$\\gamma$: 4340.46': 16.303779830264112, 'He I: 4471.50': 2.5178856205731273}","{'H$\\beta$: 4861.33': 3.883542183006322, 'He I: 4921.93': 2.8067444288619923, 'He II: 5411.53': 35.460411955945624, 'H$\\gamma$: 4340.46': 16.048576481298017, 'He I: 4471.50': 2.4994970975918256}","{'H$\\beta$: 4861.33': 3.9309652389672065, 'He I: 4921.93': 2.7347345841887525, 'He II: 5411.53': 35.46024240045568, 'H$\\gamma$: 4340.46': 15.838575759358738, 'He I: 4471.50': 2.5086046138147227}","{'H$\\beta$: 4861.33': 4.010183346598006, 'He I: 4921.93': 2.6707211635250854, 'He II: 5411.53': 35.46007775342433, 'H$\\gamma$: 4340.46': 15.668632673330649, 'He I: 4471.50': 2.5403137820787576}","{'H$\\beta$: 4861.33': 4.125257231364749, 'He I: 4921.93': 2.620854620502008, 'He II: 5411.53': 35.45990276886839, 'H$\\gamma$: 4340.46': 15.5247416025489, 'He I: 4471.50': 2.5910946708229523}","{'H$\\beta$: 4861.33': 4.268802878955334, 'He I: 4921.93': 2.5874534756810594, 'He II: 5411.53': 35.45973049975381, 'H$\\gamma$: 4340.46': 15.417940238970735, 'He I: 4471.50': 2.6586208292002382}","{'H$\\beta$: 4861.33': 4.441156664306128, 'He I: 4921.93': 2.5588334413127027, 'He II: 5411.53': 35.4595617937948, 'H$\\gamma$: 4340.46': 15.346851714051764, 'He I: 4471.50': 2.7389324601984506}","{'H$\\beta$: 4861.33': 4.646125228020049, 'He I: 4921.93': 2.541506221000839, 'He II: 5411.53': 35.45938270204594, 'H$\\gamma$: 4340.46': 15.300423330853235, 'He I: 4471.50': 2.8307436542791606}","{'H$\\beta$: 4861.33': 4.872203604305055, 'He I: 4921.93': 2.5360677094633783, 'He II: 5411.53': 35.45920743416009, 'H$\\gamma$: 4340.46': 15.28269490176207, 'He I: 4471.50': 2.930185205842449}","{'H$\\beta$: 4861.33': 5.125012941029065, 'He I: 4921.93': 2.5336123513859246, 'He II: 5411.53': 35.45903673468475, 'H$\\gamma$: 4340.46': 15.298179299412507, 'He I: 4471.50': 3.0339616629245922}","{'H$\\beta$: 4861.33': 5.4065256341580685, 'He I: 4921.93': 2.5393271139439166, 'He II: 5411.53': 35.45885777317267, 'H$\\gamma$: 4340.46': 15.334620552030131, 'He I: 4471.50': 3.1420095906066163}","{'H$\\beta$: 4861.33': 5.702355203503703, 'He I: 4921.93': 2.5528005055712186, 'He II: 5411.53': 35.45868353724399, 'H$\\gamma$: 4340.46': 15.392455365184205, 'He I: 4471.50': 3.2511992555600235}","{'H$\\beta$: 4861.33': 6.0242174417261944, 'He I: 4921.93': 2.5672113653969064, 'He II: 5411.53': 35.45851382278962, 'H$\\gamma$: 4340.46': 15.479049152360307, 'He I: 4471.50': 3.3588594949322608}"
