,vsini180,vsini185
T36000logg3.6,12.32345243347108,12.099075584552658
T36000logg3.8,15.206446619923119,15.034409124428649
T36000logg4.0,12.688271467957241,12.551551073053929
T36000logg4.2,14.146728455567036,14.025444456465374
T37000logg3.6,6.0002248094039885,5.934310749344715
T37000logg3.8,9.650967038075642,9.591586619704511
T37000logg4.0,11.842008843664487,11.726142203097028
T37000logg4.2,13.548458821402368,13.454984910810639
T38000logg3.6,5.684427479192988,5.693533471043756
T38000logg3.8,8.419647972855858,8.328378876739135
T38000logg4.0,10.805938803539844,10.71634320871919
T38000logg4.2,14.261093786509074,14.137013060106208
T38000logg4.4,14.085659092228177,13.98619568548476
T39000logg3.6,14.601954594337107,14.379386279135103
T39000logg3.8,8.362165940397588,8.287910996470899
T39000logg4.0,12.987745118723433,12.856737506367034
T39000logg4.2,17.451006248054554,17.400035915152028
T40000logg3.6,14.759242351079402,14.55894741859857
T40000logg3.8,13.756130286195292,13.653852262764962
T40000logg4.0,12.688154862637441,12.650050748823624
T40000logg4.2,13.329719931660676,13.288888175631397
T41000logg3.6,15.29905614065724,15.106597192754498
T41000logg3.8,10.033139854827448,10.013130939259932
T41000logg4.0,16.852957399385435,16.795077310922206
T41000logg4.2,12.75338583348759,12.712975493279535
T41000logg4.4,16.15374402135633,16.132943401704214
T42000logg3.8,15.732848436127847,15.64858197110761
T42000logg4.0,16.696725438321938,16.564585541187956
T42000logg4.2,17.225264229614094,17.183626476853032
T43000logg3.8,16.668876397802887,16.526234119987105
T43000logg4.0,19.673911703538042,19.54134365726114
T43000logg4.2,17.6130081249567,17.518016920958946
T44000logg3.8,17.357483653240724,17.22077304614892
T44000logg4.0,14.142757131968702,14.132090332573439
T44000logg4.2,13.486363547746123,13.46494422951001
T45000logg3.8,17.06053242674665,16.938147740837394
T45000logg4.0,13.40065323514323,13.395908160936925
T45000logg4.2,12.952130566404911,12.940542222791704
T46000logg4.0,16.28860427810233,16.21554984044324
T46000logg4.2,14.396922353741411,14.38605923694609
T47000logg4.0,18.451906779314406,18.357294998626553
T47000logg4.2,15.341108804154802,15.331910662962622
T48000logg4.0,20.75635894077104,20.630985339821027
T49000logg4.0,18.658660036311367,18.564193495546395
T49000logg4.2,18.743912103371187,18.683571142700004
T50000logg4.0,18.969574289336077,18.874366378119877
T50000logg4.2,4.753365427671666e+40,4.770960747551978e+40
T51000logg4.2,22.228714397502557,22.125869956959537
T52000logg4.2,18.28368078699354,18.232106657540676
T53000logg4.2,20.464968500810397,20.390269163462168
T54000logg4.2,22.45290308913323,22.341762473760923
T56000logg4.2,17.559318084850833,17.517033108856662
