,vsini180,vsini185
T42000logg4.2,"{'H$\\beta$: 4861.33': 69.00073707079959, 'He I: 4921.93': 17.93228188858545, 'He I: 5015.68': 11.63967960453238, 'He II: 5411.53': 23.12631439569964, 'He I: 5875.66': 50.219349240601275, 'He II: 4199.83': 2.540519436357556, 'H$\\gamma$: 4340.46': 5.611412751518767, 'H11: 3770.63': 5.108422706881994, 'H10: 3797.90': 7.852119938308629, 'He I: 3819.62': 2.7103684965881802, 'H9: 3835.38': 5.929734728858803, 'H8: 3889.05': 5.032230496636889}","{'H$\\beta$: 4861.33': 68.67263367968249, 'He I: 4921.93': 17.902694188066537, 'He I: 5015.68': 11.640652978915837, 'He II: 5411.53': 22.833508636681234, 'He I: 5875.66': 50.58049600915816, 'He II: 4199.83': 2.4920136558451063, 'H$\\gamma$: 4340.46': 5.572835054718185, 'H11: 3770.63': 5.090589284017265, 'H10: 3797.90': 7.80127832829289, 'He I: 3819.62': 2.71101266037294, 'H9: 3835.38': 5.8947780594331025, 'H8: 3889.05': 5.011025187052668}"
T43000logg3.8,"{'H$\\beta$: 4861.33': 72.33621204927856, 'He I: 4921.93': 16.29595529983798, 'He I: 5015.68': 7.034360655374916, 'He II: 5411.53': 28.66401843477612, 'He I: 5875.66': 43.67700716928896, 'He II: 4199.83': 2.31879118621959, 'H$\\gamma$: 4340.46': 4.946407761882653, 'H11: 3770.63': 5.3236808370251385, 'H10: 3797.90': 8.0036540978336, 'He I: 3819.62': 3.373634848827516, 'H9: 3835.38': 4.827552365965052, 'H8: 3889.05': 3.2252420673245514}","{'H$\\beta$: 4861.33': 71.62608985293618, 'He I: 4921.93': 16.282577408943293, 'He I: 5015.68': 7.033856189504013, 'He II: 5411.53': 27.8683498866841, 'He I: 5875.66': 44.055616570054845, 'He II: 4199.83': 2.2393803586939485, 'H$\\gamma$: 4340.46': 4.841251005344303, 'H11: 3770.63': 5.261070106020143, 'H10: 3797.90': 7.871720893975944, 'He I: 3819.62': 3.3751840935782123, 'H9: 3835.38': 4.721112668949949, 'H8: 3889.05': 3.138600405160324}"
T43000logg4.0,"{'H$\\beta$: 4861.33': 101.9694376408764, 'He I: 4921.93': 16.84462504623007, 'He I: 5015.68': 7.832713842380636, 'He II: 5411.53': 33.41754722498339, 'He I: 5875.66': 34.84172999299302, 'He II: 4199.83': 2.7840419043425526, 'H$\\gamma$: 4340.46': 7.510981119964099, 'H11: 3770.63': 6.55281915730112, 'H10: 3797.90': 9.571318416609174, 'He I: 3819.62': 2.736113492696999, 'H9: 3835.38': 6.798309931934632, 'H8: 3889.05': 5.227302672144485}","{'H$\\beta$: 4861.33': 101.16559625074674, 'He I: 4921.93': 16.823964073208014, 'He I: 5015.68': 7.844492990266756, 'He II: 5411.53': 32.73499971683713, 'He I: 5875.66': 35.20869020105657, 'He II: 4199.83': 2.7188869617191465, 'H$\\gamma$: 4340.46': 7.404659672421103, 'H11: 3770.63': 6.508825782503365, 'H10: 3797.90': 9.47141133852093, 'He I: 3819.62': 2.739969572491588, 'H9: 3835.38': 6.715173837233544, 'H8: 3889.05': 5.15945349012881}"
T43000logg4.2,"{'H$\\beta$: 4861.33': 101.10908140395945, 'He I: 4921.93': 18.296612682397598, 'He I: 5015.68': 5.90513632262971, 'He II: 5411.53': 32.864309845138436, 'He I: 5875.66': 13.223901050699034, 'He II: 4199.83': 2.2602145448323085, 'H$\\gamma$: 4340.46': 7.829820476230533, 'H11: 3770.63': 5.7766757487546725, 'H10: 3797.90': 8.726861004525313, 'He I: 3819.62': 2.02910968578276, 'H9: 3835.38': 7.042768057525226, 'H8: 3889.05': 6.291606677005326}","{'H$\\beta$: 4861.33': 100.6126532595681, 'He I: 4921.93': 18.25982244275449, 'He I: 5015.68': 5.9233846772940435, 'He II: 5411.53': 32.37071774686328, 'He I: 5875.66': 13.376097964286089, 'He II: 4199.83': 2.2203028128714233, 'H$\\gamma$: 4340.46': 7.761446329038458, 'H11: 3770.63': 5.750662554849372, 'H10: 3797.90': 8.662707619386747, 'He I: 3819.62': 2.037468863128042, 'H9: 3835.38': 6.990717950152402, 'H8: 3889.05': 6.2502208313149294}"
T44000logg3.8,"{'H$\\beta$: 4861.33': 66.52385582094362, 'He I: 4921.93': 15.823693378948258, 'He I: 5015.68': 8.907377447490047, 'He II: 5411.53': 28.064822764404077, 'He I: 5875.66': 58.32615112454822, 'He II: 4199.83': 2.4352064740040067, 'H$\\gamma$: 4340.46': 4.5271665463715856, 'H11: 3770.63': 5.109956273958038, 'H10: 3797.90': 7.642489353480974, 'He I: 3819.62': 3.4413354875068833, 'H9: 3835.38': 4.510109774673625, 'H8: 3889.05': 2.9776393925593476}","{'H$\\beta$: 4861.33': 65.87523665794367, 'He I: 4921.93': 15.814947701715358, 'He I: 5015.68': 8.912865619400238, 'He II: 5411.53': 27.293855792274563, 'He I: 5875.66': 58.66447621092115, 'He II: 4199.83': 2.3530885234160857, 'H$\\gamma$: 4340.46': 4.43048348984231, 'H11: 3770.63': 5.049311469445142, 'H10: 3797.90': 7.513045282189692, 'He I: 3819.62': 3.441854239358367, 'H9: 3835.38': 4.406172325133528, 'H8: 3889.05': 2.8939392421469403}"
T44000logg4.0,"{'H$\\beta$: 4861.33': 25.231529685168596, 'He I: 4921.93': 15.540275128010974, 'He I: 5015.68': 9.796085126167402, 'He II: 5411.53': 8.379840474412996, 'He I: 5875.66': 86.49395574271223, 'He II: 4199.83': 2.0672958219849944, 'H$\\gamma$: 4340.46': 2.1422379483509406, 'H11: 3770.63': 3.9235616190264193, 'H10: 3797.90': 6.363890263149801, 'He I: 3819.62': 3.4161723659102883, 'H9: 3835.38': 3.7941683933773707, 'H8: 3889.05': 2.5640730153524047}","{'H$\\beta$: 4861.33': 25.257438826997088, 'He I: 4921.93': 15.534525449621027, 'He I: 5015.68': 9.800838220884058, 'He II: 5411.53': 8.284116187290314, 'He I: 5875.66': 86.63471007440357, 'He II: 4199.83': 2.0144169652686763, 'H$\\gamma$: 4340.46': 2.1408513475108464, 'H11: 3770.63': 3.8992309180417086, 'H10: 3797.90': 6.300769093912536, 'He I: 3819.62': 3.4162559141053777, 'H9: 3835.38': 3.7562003765202103, 'H8: 3889.05': 2.545730616325824}"
T44000logg4.2,"{'H$\\beta$: 4861.33': 57.328003109136574, 'He I: 4921.93': 20.149412878019636, 'He I: 5015.68': 10.744356299917163, 'He II: 5411.53': 16.31691674612167, 'He I: 5875.66': 28.739196434403436, 'He II: 4199.83': 1.7714915672594205, 'H$\\gamma$: 4340.46': 4.396233961800836, 'H11: 3770.63': 3.890830133840896, 'H10: 3797.90': 6.694128271472999, 'He I: 3819.62': 2.7553711811833645, 'H9: 3835.38': 4.891807060419171, 'H8: 3889.05': 4.158614929378309}","{'H$\\beta$: 4861.33': 57.11609965102708, 'He I: 4921.93': 20.09632665372666, 'He I: 5015.68': 10.75230254944507, 'He II: 5411.53': 16.143190088350494, 'He I: 5875.66': 29.084063892739024, 'He II: 4199.83': 1.738624746242455, 'H$\\gamma$: 4340.46': 4.36803828445098, 'H11: 3770.63': 3.877852675156272, 'H10: 3797.90': 6.646420510873127, 'He I: 3819.62': 2.759512975965043, 'H9: 3835.38': 4.859379749195353, 'H8: 3889.05': 4.137518976948571}"
T45000logg3.8,"{'H$\\beta$: 4861.33': 56.066859677414115, 'He I: 4921.93': 15.511632269211091, 'He I: 5015.68': 8.956765752869545, 'He II: 5411.53': 26.4248700506104, 'He I: 5875.66': 69.68530235173088, 'He II: 4199.83': 2.3781504513069316, 'H$\\gamma$: 4340.46': 3.7330378103192166, 'H11: 3770.63': 4.757674680813616, 'H10: 3797.90': 7.098340022513335, 'He I: 3819.62': 3.4758131507895818, 'H9: 3835.38': 4.032986338330707, 'H8: 3889.05': 2.6049565650503776}","{'H$\\beta$: 4861.33': 55.57320303383016, 'He I: 4921.93': 15.505629133320076, 'He I: 5015.68': 8.960558717421867, 'He II: 5411.53': 25.691774456491657, 'He I: 5875.66': 69.96291511449958, 'He II: 4199.83': 2.2969224919425075, 'H$\\gamma$: 4340.46': 3.6561303121963586, 'H11: 3770.63': 4.699455824492139, 'H10: 3797.90': 6.973683698715042, 'He I: 3819.62': 3.4759587324628516, 'H9: 3835.38': 3.9343610339589508, 'H8: 3889.05': 2.5271803407175635}"
T45000logg4.0,"{'H$\\beta$: 4861.33': 27.57325116811871, 'He I: 4921.93': 16.19892760732349, 'He I: 5015.68': 8.751837213395165, 'He II: 5411.53': 10.191635073746328, 'He I: 5875.66': 73.8412764335041, 'He II: 4199.83': 1.9562251554519874, 'H$\\gamma$: 4340.46': 2.1653578499662394, 'H11: 3770.63': 3.7671412316812947, 'H10: 3797.90': 6.348891614433991, 'He I: 3819.62': 3.690634942598137, 'H9: 3835.38': 3.763122322111799, 'H8: 3889.05': 2.5595382093875}","{'H$\\beta$: 4861.33': 27.617259196499415, 'He I: 4921.93': 16.1868697851048, 'He I: 5015.68': 8.7568704460355, 'He II: 5411.53': 10.06255249463254, 'He I: 5875.66': 74.08690157805059, 'He II: 4199.83': 1.9065129756012578, 'H$\\gamma$: 4340.46': 2.165872684905431, 'H11: 3770.63': 3.738963560638531, 'H10: 3797.90': 6.2822786346821005, 'He I: 3819.62': 3.689552486652068, 'H9: 3835.38': 3.7209092759042757, 'H8: 3889.05': 2.5363548125365822}"
T45000logg4.2,"{'H$\\beta$: 4861.33': 51.13455934208846, 'He I: 4921.93': 20.868247738630966, 'He I: 5015.68': 10.35963989356308, 'He II: 5411.53': 15.674195235217587, 'He I: 5875.66': 29.09584634085134, 'He II: 4199.83': 1.8419711550332682, 'H$\\gamma$: 4340.46': 4.045986460945058, 'H11: 3770.63': 3.8778625006715193, 'H10: 3797.90': 6.69405786345939, 'He I: 3819.62': 2.836432362781909, 'H9: 3835.38': 4.911553663457312, 'H8: 3889.05': 4.08521424015904}","{'H$\\beta$: 4861.33': 51.019561519133624, 'He I: 4921.93': 20.807027755024578, 'He I: 5015.68': 10.368770589117654, 'He II: 5411.53': 15.519844101512907, 'He I: 5875.66': 29.443721722282927, 'He II: 4199.83': 1.807965485720279, 'H$\\gamma$: 4340.46': 4.027449569800745, 'H11: 3770.63': 3.8633919714913754, 'H10: 3797.90': 6.6458608726307515, 'He I: 3819.62': 2.8399080276630873, 'H9: 3835.38': 4.8785866902590636, 'H8: 3889.05': 4.064418368863432}"
T46000logg4.0,"{'H$\\beta$: 4861.33': 60.86750231848621, 'He I: 4921.93': 16.67573202005487, 'He I: 5015.68': 8.358813007686093, 'He II: 5411.53': 28.609053515203005, 'He I: 5875.66': 49.1501737273491, 'He II: 4199.83': 2.5391369074675083, 'H$\\gamma$: 4340.46': 4.479208000908332, 'H11: 3770.63': 4.808875476957682, 'H10: 3797.90': 7.842267711782916, 'He I: 3819.62': 3.226226303451976, 'H9: 3835.38': 5.199795712148671, 'H8: 3889.05': 3.706466635731603}","{'H$\\beta$: 4861.33': 60.571829155378175, 'He I: 4921.93': 16.658555442333626, 'He I: 5015.68': 8.364726702316762, 'He II: 5411.53': 28.042060980795068, 'He I: 5875.66': 49.51867057065796, 'He II: 4199.83': 2.4725173001380543, 'H$\\gamma$: 4340.46': 4.428080143740664, 'H11: 3770.63': 4.7728709612849824, 'H10: 3797.90': 7.750032388031449, 'He I: 3819.62': 3.227570162584471, 'H9: 3835.38': 5.127693881762513, 'H8: 3889.05': 3.651990396295169}"
T46000logg4.2,"{'H$\\beta$: 4861.33': 49.742854555740024, 'He I: 4921.93': 17.79501945431305, 'He I: 5015.68': 10.405599173387854, 'He II: 5411.53': 16.60417857820616, 'He I: 5875.66': 51.080970504418865, 'He II: 4199.83': 1.879668126682518, 'H$\\gamma$: 4340.46': 3.8898687038800355, 'H11: 3770.63': 3.6159202422223187, 'H10: 3797.90': 6.311520200439365, 'He I: 3819.62': 3.1046738616026515, 'H9: 3835.38': 4.550226477041578, 'H8: 3889.05': 3.7825683669625034}","{'H$\\beta$: 4861.33': 49.62529628898697, 'He I: 4921.93': 17.76650175296161, 'He I: 5015.68': 10.410960989848318, 'He II: 5411.53': 16.410353592184507, 'He I: 5875.66': 51.44122245877828, 'He II: 4199.83': 1.846074999024289, 'H$\\gamma$: 4340.46': 3.872535079310159, 'H11: 3770.63': 3.6033439688664997, 'H10: 3797.90': 6.266682582750428, 'He I: 3819.62': 3.105121246180803, 'H9: 3835.38': 4.520485499784328, 'H8: 3889.05': 3.7641323846768975}"
T47000logg4.0,"{'H$\\beta$: 4861.33': 65.6257710545725, 'He I: 4921.93': 15.667576065265227, 'He I: 5015.68': 8.824284069485827, 'He II: 5411.53': 30.832833421527724, 'He I: 5875.66': 68.95142010663074, 'He II: 4199.83': 2.4624713282787964, 'H$\\gamma$: 4340.46': 4.809092028081188, 'H11: 3770.63': 4.625561361315469, 'H10: 3797.90': 7.56876951239156, 'He I: 3819.62': 3.3387151719627592, 'H9: 3835.38': 5.042109089080736, 'H8: 3889.05': 3.674278143180367}","{'H$\\beta$: 4861.33': 65.24785106256971, 'He I: 4921.93': 15.659450352444136, 'He I: 5015.68': 8.827450340181128, 'He II: 5411.53': 30.186495275870744, 'He I: 5875.66': 69.23052353346068, 'He II: 4199.83': 2.3963926205323522, 'H$\\gamma$: 4340.46': 4.749063671461481, 'H11: 3770.63': 4.590241184371638, 'H10: 3797.90': 7.477249047559794, 'He I: 3819.62': 3.3387428594337036, 'H9: 3835.38': 4.968337106398231, 'H8: 3889.05': 3.615742929235109}"
T47000logg4.2,"{'H$\\beta$: 4861.33': 44.104323854120146, 'He I: 4921.93': 16.33510288879234, 'He I: 5015.68': 10.040529813036372, 'He II: 5411.53': 15.027350030447348, 'He I: 5875.66': 71.43526559294673, 'He II: 4199.83': 2.0793440888852865, 'H$\\gamma$: 4340.46': 3.5974963036993954, 'H11: 3770.63': 3.658531802614868, 'H10: 3797.90': 6.358131833811782, 'He I: 3819.62': 3.163585147923669, 'H9: 3835.38': 4.575734548637373, 'H8: 3889.05': 3.7179097449423137}","{'H$\\beta$: 4861.33': 44.049026970007574, 'He I: 4921.93': 16.320593256190943, 'He I: 5015.68': 10.045140863441546, 'He II: 5411.53': 14.880480515876581, 'He I: 5875.66': 71.6930124244253, 'He II: 4199.83': 2.04195831331399, 'H$\\gamma$: 4340.46': 3.585345320122551, 'H11: 3770.63': 3.6457381062413132, 'H10: 3797.90': 6.312237630030591, 'He I: 3819.62': 3.1628901066999897, 'H9: 3835.38': 4.545562311786663, 'H8: 3889.05': 3.7009421374144473}"
T48000logg4.0,"{'H$\\beta$: 4861.33': 77.37241062034289, 'He I: 4921.93': 15.371095883180697, 'He I: 5015.68': 8.969582681360603, 'He II: 5411.53': 34.78407763796592, 'He I: 5875.66': 79.70164220340226, 'He II: 4199.83': 2.563282044050022, 'H$\\gamma$: 4340.46': 5.692987881699487, 'H11: 3770.63': 4.510856061965232, 'H10: 3797.90': 7.654943999890778, 'He I: 3819.62': 3.3741706679452266, 'H9: 3835.38': 5.1920773540444225, 'H8: 3889.05': 3.8891802534049504}","{'H$\\beta$: 4861.33': 76.83049642781509, 'He I: 4921.93': 15.365671777417187, 'He I: 5015.68': 8.972298839068099, 'He II: 5411.53': 34.04374480331332, 'He I: 5875.66': 79.90434978436458, 'He II: 4199.83': 2.4948766908770215, 'H$\\gamma$: 4340.46': 5.612980455534621, 'H11: 3770.63': 4.474813020343194, 'H10: 3797.90': 7.561118392283085, 'He I: 3819.62': 3.373722652149588, 'H9: 3835.38': 5.113855007376068, 'H8: 3889.05': 3.8238962273104424}"
T49000logg4.0,"{'H$\\beta$: 4861.33': 58.77306851729075, 'He I: 4921.93': 15.336817405451885, 'He I: 5015.68': 8.721063245150752, 'He II: 5411.53': 27.704998374170597, 'He I: 5875.66': 84.30776423337745, 'He II: 4199.83': 2.459241109484897, 'H$\\gamma$: 4340.46': 4.216386665387004, 'H11: 3770.63': 4.162863638990465, 'H10: 3797.90': 7.08023715884006, 'He I: 3819.62': 3.425490092037259, 'H9: 3835.38': 4.526481634298082, 'H8: 3889.05': 3.1895083612572273}","{'H$\\beta$: 4861.33': 58.43475152927429, 'He I: 4921.93': 15.332171937361988, 'He I: 5015.68': 8.722613350756555, 'He II: 5411.53': 27.122209856335957, 'He I: 5875.66': 84.47542518834547, 'He II: 4199.83': 2.390815621242781, 'H$\\gamma$: 4340.46': 4.161912339338149, 'H11: 3770.63': 4.1272863014092405, 'H10: 3797.90': 6.989473761704723, 'He I: 3819.62': 3.424424815205518, 'H9: 3835.38': 4.455133514377543, 'H8: 3889.05': 3.1341037312045406}"
T49000logg4.2,"{'H$\\beta$: 4861.33': 69.10396050143827, 'He I: 4921.93': 15.809765992903898, 'He I: 5015.68': 8.766840589241438, 'He II: 5411.53': 32.83886015753037, 'He I: 5875.66': 68.17449874217151, 'He II: 4199.83': 2.2889062192990015, 'H$\\gamma$: 4340.46': 5.236328016638713, 'H11: 3770.63': 3.7940474893352456, 'H10: 3797.90': 6.559651613683867, 'He I: 3819.62': 3.1164965612995874, 'H9: 3835.38': 5.0059434340171505, 'H8: 3889.05': 4.231645922895173}","{'H$\\beta$: 4861.33': 68.8476043266462, 'He I: 4921.93': 15.799698980048808, 'He I: 5015.68': 8.769561527425012, 'He II: 5411.53': 32.328872888202454, 'He I: 5875.66': 68.45499932986662, 'He II: 4199.83': 2.243534363638836, 'H$\\gamma$: 4340.46': 5.197092216161654, 'H11: 3770.63': 3.779750065064134, 'H10: 3797.90': 6.505170714166697, 'He I: 3819.62': 3.1166044687675445, 'H9: 3835.38': 4.962469216634212, 'H8: 3889.05': 4.197495615777891}"
T50000logg4.0,"{'H$\\beta$: 4861.33': 57.94646232146234, 'He I: 4921.93': 15.156499180034807, 'He I: 5015.68': 8.983393399571053, 'He II: 5411.53': 26.79877811531368, 'He I: 5875.66': 90.87449654643304, 'He II: 4199.83': 2.2769667550137, 'H$\\gamma$: 4340.46': 4.017494654269706, 'H11: 3770.63': 3.959263251235048, 'H10: 3797.90': 6.817347368540579, 'He I: 3819.62': 3.402401946237099, 'H9: 3835.38': 4.333911081454497, 'H8: 3889.05': 3.0678768524674025}","{'H$\\beta$: 4861.33': 57.617849914087266, 'He I: 4921.93': 15.153540990403108, 'He I: 5015.68': 8.984806525613493, 'He II: 5411.53': 26.23736700287754, 'He I: 5875.66': 90.98525182373761, 'He II: 4199.83': 2.2137226127625285, 'H$\\gamma$: 4340.46': 3.966504658616806, 'H11: 3770.63': 3.9253357227247037, 'H10: 3797.90': 6.730527455278326, 'He I: 3819.62': 3.401398498062857, 'H9: 3835.38': 4.263802984711779, 'H8: 3889.05': 3.0122883485625227}"
T50000logg4.2,"{'H$\\beta$: 4861.33': 86.4340295385182, 'He I: 4921.93': 15.477743040362666, 'He I: 5015.68': 8.976067580891199, 'He II: 5411.53': 151743801353278.78, 'He I: 5875.66': 5.7040385132059985e+41, 'He II: 4199.83': 2.331407440489635, 'H$\\gamma$: 4340.46': 6.321484685108489, 'H11: 3770.63': 3.756203003619743, 'H10: 3797.90': 6.684119812667193, 'He I: 3819.62': 3.138615500542932, 'H9: 3835.38': 5.18784573409333, 'H8: 3889.05': 4.442919917105762}","{'H$\\beta$: 4861.33': 85.96725001482984, 'He I: 4921.93': 15.470614162175943, 'He I: 5015.68': 8.978603110627821, 'He II: 5411.53': 151795958129241.8, 'He I: 5875.66': 5.7251528970623736e+41, 'He II: 4199.83': 2.2832765817440945, 'H$\\gamma$: 4340.46': 6.259058933315992, 'H11: 3770.63': 3.74187300334966, 'H10: 3797.90': 6.628051795852367, 'He I: 3819.62': 3.1381101564894993, 'H9: 3835.38': 5.140386649671592, 'H8: 3889.05': 4.40232731864165}"
T51000logg4.2,"{'H$\\beta$: 4861.33': 88.15375214567982, 'He I: 4921.93': 15.265681044943033, 'He I: 5015.68': 9.218915188940745, 'He II: 5411.53': 37.12638892343152, 'He I: 5875.66': 84.7999766062841, 'He II: 4199.83': 2.3014938293474207, 'H$\\gamma$: 4340.46': 6.60721832764894, 'H11: 3770.63': 3.667315681827049, 'H10: 3797.90': 6.68269144802186, 'He I: 3819.62': 3.1804299643014216, 'H9: 3835.38': 5.216441848655501, 'H8: 3889.05': 4.524267760949265}","{'H$\\beta$: 4861.33': 87.66066498994762, 'He I: 4921.93': 15.260550887530925, 'He I: 5015.68': 9.221322369157356, 'He II: 5411.53': 36.50362630685399, 'He I: 5875.66': 84.96408828492314, 'He II: 4199.83': 2.254492710108267, 'H$\\gamma$: 4340.46': 6.538577645627537, 'H11: 3770.63': 3.6530818293193286, 'H10: 3797.90': 6.625962458750913, 'He I: 3819.62': 3.179617195898206, 'H9: 3835.38': 5.16737894398655, 'H8: 3889.05': 4.481075861410664}"
T52000logg4.2,"{'H$\\beta$: 4861.33': 50.11775015364748, 'He I: 4921.93': 14.984034384957102, 'He I: 5015.68': 8.781076571176328, 'He II: 5411.53': 22.811922490947676, 'He I: 5875.66': 97.58709793394394, 'He II: 4199.83': 2.3522773234429275, 'H$\\gamma$: 4340.46': 3.6415926519960924, 'H11: 3770.63': 3.064544496994216, 'H10: 3797.90': 5.636643616629499, 'He I: 3819.62': 3.433933628132926, 'H9: 3835.38': 3.89501150188364, 'H8: 3889.05': 3.098284690170637}","{'H$\\beta$: 4861.33': 49.97618157744302, 'He I: 4921.93': 14.982116881613859, 'He I: 5015.68': 8.782338039593043, 'He II: 5411.53': 22.46664902019395, 'He I: 5875.66': 97.63768258398339, 'He II: 4199.83': 2.3046798724287845, 'H$\\gamma$: 4340.46': 3.6220209559475522, 'H11: 3770.63': 3.0521787706117203, 'H10: 3797.90': 5.589624716934671, 'He I: 3819.62': 3.4321800438273953, 'H9: 3835.38': 3.8624914386346787, 'H8: 3889.05': 3.077135989276}"
T53000logg4.2,"{'H$\\beta$: 4861.33': 65.61363123734006, 'He I: 4921.93': 15.125858328329139, 'He I: 5015.68': 8.882403425623455, 'He II: 5411.53': 30.730455432566814, 'He I: 5875.66': 96.93651766330684, 'He II: 4199.83': 2.250579002693955, 'H$\\gamma$: 4340.46': 4.834569004982286, 'H11: 3770.63': 3.3703299456309805, 'H10: 3797.90': 6.199277908971898, 'He I: 3819.62': 3.2065211221950287, 'H9: 3835.38': 4.6175328069358095, 'H8: 3889.05': 3.8119461311484764}","{'H$\\beta$: 4861.33': 65.35888865289235, 'He I: 4921.93': 15.122592691865542, 'He I: 5015.68': 8.883615914968003, 'He II: 5411.53': 30.2358275166635, 'He I: 5875.66': 97.02827899172873, 'He II: 4199.83': 2.203004888449625, 'H$\\gamma$: 4340.46': 4.796375416827268, 'H11: 3770.63': 3.3567927710949625, 'H10: 3797.90': 6.144134674321508, 'He I: 3819.62': 3.205443991432347, 'H9: 3835.38': 4.572418812772475, 'H8: 3889.05': 3.7758556385296966}"
T54000logg4.2,"{'H$\\beta$: 4861.33': 83.9544487016338, 'He I: 4921.93': 15.06893387515477, 'He I: 5015.68': 9.372201227662675, 'He II: 5411.53': 35.65415813807141, 'He I: 5875.66': 95.11039220662822, 'He II: 4199.83': 2.232170739071288, 'H$\\gamma$: 4340.46': 6.12830680890922, 'H11: 3770.63': 3.371496718194732, 'H10: 3797.90': 6.362220231546021, 'He I: 3819.62': 3.1972016810758737, 'H9: 3835.38': 4.845713721849628, 'H8: 3889.05': 4.137593019801152}","{'H$\\beta$: 4861.33': 83.46385713138726, 'He I: 4921.93': 15.066156266630827, 'He I: 5015.68': 9.373364435376354, 'He II: 5411.53': 35.022491128395075, 'He I: 5875.66': 95.18969985267418, 'He II: 4199.83': 2.1830291705008658, 'H$\\gamma$: 4340.46': 6.061357505348068, 'H11: 3770.63': 3.35659500149784, 'H10: 3797.90': 6.302010468380606, 'He I: 3819.62': 3.1959965762636835, 'H9: 3835.38': 4.794128325700579, 'H8: 3889.05': 4.092463822975747}"
T56000logg4.2,"{'H$\\beta$: 4861.33': 45.77396994944183, 'He I: 4921.93': 15.189686927583226, 'He I: 5015.68': 8.164690481068131, 'He II: 5411.53': 15.033899310999209, 'He I: 5875.66': 103.13434265516064, 'He II: 4199.83': 2.2790162269026952, 'H$\\gamma$: 4340.46': 3.56930725569622, 'H11: 3770.63': 2.8031446449719213, 'H10: 3797.90': 5.227127158320581, 'He I: 3819.62': 3.282568481018408, 'H9: 3835.38': 3.5130204798566247, 'H8: 3889.05': 2.7410434471905343}","{'H$\\beta$: 4861.33': 45.612652584167506, 'He I: 4921.93': 15.188464023435724, 'He I: 5015.68': 8.162494257143193, 'He II: 5411.53': 14.891784444278418, 'He I: 5875.66': 103.13769531153099, 'He II: 4199.83': 2.2332417131828857, 'H$\\gamma$: 4340.46': 3.535879538944152, 'H11: 3770.63': 2.791198298298923, 'H10: 3797.90': 5.178714801949678, 'He I: 3819.62': 3.2815713518075356, 'H9: 3835.38': 3.476809235585299, 'H8: 3889.05': 2.7138917459556464}"
