,vsini60,vsini85,vsini110,vsini135,vsini160,vsini185,vsini210,vsini235,vsini260
T15000logg2.0,19.985676512914676,16.143347852076595,13.964779126175785,12.804618059940847,12.256089688700285,12.07061021754689,12.077402144234435,12.188770103864684,12.348984603076193
T15000logg2.2,25.613403406233495,21.382667962152183,18.872248601854174,17.44235902467272,16.66640231514933,16.29704702585598,16.15073765328861,16.134480588960763,16.192259174829502
T15000logg2.4,24.952539467151798,21.294852653937998,19.12626569023294,17.90280656098737,17.253518565782993,16.9558161591685,16.850546273530043,16.85810094638858,16.92855352701952
T15000logg2.6,21.23752461866758,18.18697797793517,16.41670765811825,15.45623895161969,14.991050337261683,14.821601382847694,14.811347588858888,14.891672007646198,15.017241880601423
T15000logg2.8,19.055919189841866,16.40783361246971,14.896951155337314,14.10307217519931,13.749660972186698,13.657008031513024,13.70385510868889,13.828987034005218,13.98951766573094
T15000logg3.0,14.218447249307385,12.232326433642452,11.140774452994563,10.616756928390206,10.447266036233087,10.482724188189652,10.62626509652971,10.829475250809873,11.054632396204251
T16000logg2.0,18.644873897045375,14.822503482922064,12.708246776518449,11.607360377534121,11.10052258613143,10.94755581548711,10.980064482430537,11.108976980038424,11.280755173902055
T16000logg2.2,22.16797831678259,18.03109155301735,15.669959060108024,14.38387818948112,13.735039513507962,13.477484286915868,13.428075232807853,13.490756783713191,13.61039262501516
T16000logg2.4,23.924447349863176,19.78941094434002,17.38399748068086,16.046164524721714,15.34729115794369,15.043231646844939,14.951258716753921,14.976915103318177,15.066201142783063
T16000logg2.6,23.993345689385645,20.120710963998384,17.852705016701496,16.58702530186999,15.923945748278843,15.633325249474757,15.543342209976018,15.565277087239156,15.648164986551155
T16000logg2.8,20.928330725792243,17.639392643654357,15.728760487264887,14.689473945285675,14.178896405267727,13.989882875982966,13.97231054094201,14.050501521265915,14.177806545378576
T16000logg3.0,16.77459669784267,14.010755844402436,12.430565383754075,11.604427351618742,11.240206099353987,11.153027030440164,11.212069514623407,11.35148318039373,11.528190341684054
T16000logg3.2,13.043659722128755,10.43685139005424,8.955618583139767,8.19379048595738,7.874886762390138,7.822068567165958,7.911215010728592,8.07916355374131,8.283630094403263
T17000logg2.2,22.54057484219086,18.192493295422157,15.776954900086903,14.468437610167701,13.788086561669946,13.49909428225069,13.42097711742441,13.455591533322714,13.549506355140469
T17000logg2.4,25.023217371074747,20.67152454757387,18.170952697510003,16.7792537600625,16.0389569212523,15.708265520208963,15.597712465898443,15.605974135306173,15.67770903936111
T17000logg2.6,25.468177098129523,21.240955788754356,18.782056653709507,17.40296488687813,16.66389576205777,16.326488643420983,16.204786995805968,16.20163775001178,16.263810516964313
T17000logg2.8,23.598172072528104,19.65845319682902,17.35535744981469,16.067509635063917,15.386400471730843,15.084795741685118,14.986875243245768,15.001542122484347,15.078203876232124
T17000logg3.0,19.733374579323783,16.230073481739563,14.188202000556682,13.067178302330841,12.50239004149841,12.282968954853605,12.248264160720433,12.315945148897317,12.437777191516235
T17000logg3.2,14.57643959209717,11.533280973200162,9.774705559866335,8.83832562365759,8.403997793953508,8.277747264469491,8.314956605197535,8.442098375492069,8.614078299585593
T18000logg2.2,24.18610014554811,19.54153281970695,16.860368894638995,15.356467591313097,14.537456935594088,14.152400411094254,14.006902892286789,13.991856328621457,14.049943407134213
