,vsini75,vsini80,vsini85,vsini90,vsini95,vsini100,vsini105,vsini110,vsini115,vsini120,vsini125,vsini130,vsini135,vsini140,vsini145,vsini150,vsini155,vsini160,vsini165,vsini170,vsini175,vsini180,vsini185,vsini190,vsini195,vsini200,vsini205,vsini210,vsini215,vsini220,vsini225,vsini230,vsini235,vsini240,vsini245,vsini250,vsini255,vsini260,vsini265,vsini270,vsini275,vsini280,vsini285,vsini290,vsini295,vsini300,vsini305,vsini310,vsini315,vsini320,vsini325
T16000logg2.8,484498.8201245631,470469.76352029503,458564.47389260575,449164.18889499904,439771.353858841,431930.55673629045,425824.6781997464,419849.107431925,414962.1489025849,411255.8659190868,407679.9402326881,404847.0509374546,402811.79112520156,400857.89987702196,399399.82399668463,398480.07456694415,397579.4144536373,397003.6711400149,396796.0199955215,396553.96392796113,396526.30363610503,396759.4213521188,396921.11599537515,397227.9970985288,397728.0065153801,398132.4839880283,398638.41957843583,399294.1645273858,399839.8469391034,400459.2186314642,401200.2563637516,401824.4724025446,402504.7545825985,403287.63524835545,403951.626290846,404659.27930972434,405454.999252713,406132.0184725125,406842.5942098994,407630.99015583494,408301.7442611042,408997.621174387,409764.60479707964,410415.91814495926,411084.26186798816,411820.93907729245,412445.1528816057,413078.8339305154,413784.04235004185,414382.4225935601,414983.8364855707
T16000logg3.0,587336.270628924,575374.7942815966,565242.8245454162,557268.655616771,549303.0656946921,542683.8857226546,537565.1340302067,532568.0406303017,528519.3836349151,525492.7922254824,522589.3705838661,520332.3616572223,518763.60529853177,517272.9760645596,516210.1770279148,515609.2341910758,515027.5047524718,514721.93635086,514729.6504969687,514704.1201612755,514855.62167757045,515227.0293208999,515526.7967325216,515941.50149826787,516518.23517714214,516996.75975590356,517551.3267409478,518232.1362572263,518797.5883043218,519415.25788822304,520137.2668661257,520734.3010546683,521368.94533085474,522093.8896764058,522688.5614966661,523310.7399148352,524013.14243655745,524582.4053867896,525171.3180441936,525833.5876524746,526361.412106149,526902.3470010922,527512.3193000476,527988.0608706144,528470.3855534032,529020.1019154688,529437.4385090361,529854.6590286111,530343.1174757561,530703.1358222212,531056.8746039572
T16000logg3.2,719279.2047750102,707609.0522968457,697715.5057556648,689907.8746482194,682110.8654592378,675624.0153281057,670590.2898834114,665676.7026057853,661688.376509124,658692.13532489,655813.9999510393,653567.9369802065,651991.7856788835,650483.2659011853,649394.6484772185,648757.9030323765,648124.9057949798,647764.9168995835,647713.9928882164,647609.0621281593,647680.9800539695,647972.0486546648,648166.1532370275,648476.6254448923,648950.6459159434,649297.8685706635,649723.74404621,650279.1417042795,650688.5430116063,651153.749469326,651728.0393951065,652145.6504370398,652605.1965110414,653160.8731421442,653554.0213210599,653979.4667051485,654491.7503702858,654838.4300378378,655209.361079307,655661.9991290377,655947.2062501918,656250.7794006243,656631.7561853504,656845.5353535784,657070.7726725271,657374.1616224785,657510.6017875801,657651.6814238491,657876.4534275611,657936.4184357547,657995.1207319964
T17000logg2.2,131348.72340927983,114635.77615733647,100897.43287434864,90370.70832806925,80309.08991089008,72309.88795197483,66394.72328239818,61031.90039988055,57036.45099362048,54354.19248013209,52184.57009083426,50896.54169155702,50413.44507876037,50356.5835124912,50842.728588908765,51796.1676079247,53071.09730698701,54656.24910777861,56491.88150194754,58560.56726630441,60797.32642277656,63157.81292672331,65695.20807980216,68319.30887968029,70993.70368884216,73807.18364162341,76654.5731505299,79504.20579923547,82460.13271854186,85413.10668483103,88337.4054583546,91343.56226528827,94325.16763201801,97260.34610114254,100263.31976043804,103230.48143090568,106141.99139721629,109114.40336006158,112043.38993985232,114916.72172463112,117844.96130659204,120723.29733922036,123551.14257313474,126428.7663079488,129252.34746505227,132034.05402825368,134862.84421223216,137638.43408488517,140382.12891029957,143176.2490225204,145922.83464183653
T17000logg2.4,204166.11327610433,186756.0075068645,172208.61397844876,160841.64364512975,149731.4427316709,140640.33455852306,133669.5864489711,127073.57206718094,121849.26213360458,118012.31247393746,114536.23214093523,111970.90342081495,110301.222160736,108926.67151391522,108138.73250026809,107916.57864342637,107905.00846325961,108256.79489380826,108959.60170726113,109801.1303869789,110866.65124207926,112152.27643824756,113530.33912789679,115049.14835876536,116708.17223258945,118429.38996525289,120237.67803393534,122133.42494195687,124067.12940052796,126050.92080549756,128086.7808719282,130143.40062906078,132227.60844427452,134340.21799856398,136464.5501970479,138601.1720744127,140753.11674536217,142911.27700093365,145069.67306796287,147237.68535453465,149407.28708300026,151565.76740208897,153734.63223075343,155900.3328576501,158045.9481117575,160204.92921831566,162358.71267442254,164488.99452039713,166636.20175845403,168782.48374753896,170906.02672883502
T17000logg2.6,310633.80042738345,293536.6388973998,279123.7143398261,267762.0476101123,256529.73254158068,247215.66791230472,239967.449233611,232978.3336607718,227306.5406803029,223009.67483652988,218966.9421848777,215808.96441820182,213559.32791464098,211506.55982103664,210034.49552073044,209157.9095261373,208403.86547524424,208022.42501118034,208032.56591310084,208102.346348396,208413.72918033716,208990.12332506006,209585.0648117728,210341.57670442888,211284.04905874567,212218.84299160895,213263.97722582892,214443.15716653445,215596.00501035253,216824.9871038709,218153.13010969633,219443.3165435718,220788.13660985843,222208.00350665167,223584.62969304482,225000.07610348394,226474.91801331704,227903.3809771168,229357.5698424877,230861.59799631726,232316.98982092575,233785.48066829809,235301.51001363515,236766.1355055586,238232.87402315825,239748.5629580943,241211.62493526103,242670.67128688714,244181.37701778839,245643.43948786586,247099.27451824036
T17000logg2.8,416399.44054299884,400472.59317623475,386985.41879636777,376314.61316023156,365702.0179098443,356857.93056126044,349946.2490193941,343225.778192412,337734.09642875294,333545.1957252155,329545.3872644421,326379.3223944793,324086.16726494126,321927.492032009,320322.77846756805,319301.40245832014,318344.4864162642,317749.2989637705,317548.0579092416,317351.59711436136,317394.27582039515,317712.0200614298,317994.2632864385,318439.31364578434,319084.3547782498,319667.97302533855,320365.47346116684,321213.7801215021,321984.0349660891,322835.8184918945,323805.38990341104,324688.1066922814,325631.4265346294,326669.4524017684,327617.2875695716,328609.66188371193,329681.4280357849,330660.966889967,331672.02791713906,332751.50205533183,333738.254763191,334743.9683172642,335814.782859473,336791.80481183634,337776.6384077903,338827.2793598428,339784.2728871042,340742.1665410004,341767.53393912193,342704.01286913466,343637.8974753786
T17000logg3.0,527007.4299194408,512548.1792061242,500256.8483292419,490500.72921036906,480771.4055346957,472633.31028891756,466253.36716994207,460033.0978163904,454930.0123056016,451023.168988533,447278.3533552999,444296.9123414421,442123.34854670864,440060.73082856234,438508.02610947966,437500.00522373273,436535.6167988615,435905.83585053054,435647.6886000918,435373.9688181479,435321.59270841605,435531.57802510733,435683.61816209636,435985.74928740005,436481.1498623603,436889.71113513154,437402.8135597592,438064.6294363995,438620.9994808886,439252.6809424363,440004.0290340721,440639.74202002113,441331.966966193,442124.02455247217,442795.61755399744,443509.3465664297,444309.4438225236,444986.0916277435,445693.66542488156,446477.2395415113,447136.6314018953,447816.3187251903,448568.1458608016,449195.14027747355,449832.04232157423,450542.589952408,451127.9879460224,451715.89295538166,452380.7159973888,452923.65037846856,453464.57514005183
T17000logg3.2,639495.7772393011,626680.1781158106,615775.9687865684,607117.606279073,598467.0319443063,591234.487326089,585571.1645559043,580047.589952213,575527.5738452985,572079.9376822723,568780.4696057712,566168.9357992003,564282.0394928766,562498.5190291597,561173.586348494,560336.0025635108,559539.5560429636,559041.8828023206,558875.0218994085,558692.0803662814,558703.3495201892,558946.305127272,559129.9475536245,559441.7432383501,559923.1835402277,560314.0962236604,560791.4051687687,561399.5825348836,561895.737936694,562452.4940690397,563116.0341452888,563654.1285012712,564236.8962924504,564910.7428045295,565450.9939403408,566023.8812367772,566678.1336912464,567192.986048301,567731.8947190451,568344.0047622974,568813.9147086593,569299.5106194863,569856.1675966689,570268.0762787254,570686.9209714772,571179.8722388215,571525.547157424,571871.5794305105,572296.0824222583,572574.0486356275,572848.07516357
T18000logg2.2,139699.67659108303,124344.99741929275,111772.13898006457,102171.47474010062,93052.45523911917,85861.0393144991,80590.881244284,75877.1817006035,72435.78522675052,70194.59995392032,68467.26401677026,67558.59773448776,67379.95195634587,67640.98483986122,68412.33201401737,69606.9692865786,71159.06831061498,73013.34667350643,75095.3584221374,77466.14666112277,80007.90805175254,82659.10867262888,85550.851264167,88531.50169400741,91548.11987304481,94765.75626399089,98013.83576929459,101247.48124346249,104643.48566537989,108027.18970833413,111362.33251622651,114826.6920197292,118251.76576511867,121605.77380143137,125064.75181665018,128466.34540851106,131788.28565769343,135195.55016498896,138533.66359179106,141793.68699187937,145123.7888166576,148377.84595757665,151561.2466597263,154804.25786137566,157969.54666605825,161072.62488547555,164230.0014122642,167313.93480871405,170342.9535479444,173428.3525935802,176448.63092810474
T18000logg2.4,131074.20420958282,115988.90058626012,103652.67078377909,94218.09441117673,85266.59891421343,78208.17044757731,73017.61474993036,68368.39380477578,64963.10272271816,62725.18700434416,60974.60482297946,60017.430702837,59769.088368234225,59914.042001017784,60538.74327272204,61569.26083784572,62886.17588769397,64468.66039398526,66264.07282830313,68258.26402160752,70388.61274141929,72621.1078071601,74998.2714898668,77439.49670749411,79921.29987320304,82513.51555560328,85125.2267714983,87739.60412831012,90436.36031209795,93123.1887151922,95789.7481270882,98518.29035087551,101221.01799067725,103891.56793924673,106612.330851142,109297.53469951006,111951.56403259076,114647.05165681004,117300.0173035248,119929.27548821151,122591.15940127072,125204.9141583272,127801.82536093768,130423.92930556282,132996.61011811488,135555.0169549941,138136.5417450028,140671.75824172975,143195.7662620787,145746.55543079416,148255.63128783216
