,vsini75,vsini80,vsini85,vsini90,vsini95,vsini100,vsini105,vsini110,vsini115,vsini120,vsini125,vsini130,vsini135,vsini140,vsini145,vsini150,vsini155,vsini160,vsini165,vsini170,vsini175,vsini180,vsini185,vsini190,vsini195,vsini200,vsini205,vsini210,vsini215,vsini220,vsini225,vsini230,vsini235,vsini240,vsini245,vsini250,vsini255,vsini260,vsini265,vsini270,vsini275,vsini280,vsini285,vsini290,vsini295,vsini300,vsini305,vsini310,vsini315,vsini320,vsini325
T16000logg2.8,3539505.6275583333,3492173.562540708,3448400.0661534043,3410418.774972581,3370023.8932683617,3332525.704082484,3299569.173237631,3264826.6479684664,3232458.238936361,3203688.7902370677,3173564.5280086026,3145399.2280259305,3120104.8665767703,3093748.419420652,3069011.1689199237,3046570.4340940784,3023263.830111781,3001296.6935256226,2981171.154521807,2960314.9342272,2940571.926224734,2922312.9944872763,2903426.0818461804,2885479.0144601166,2868739.4255028637,2851461.8198166257,2834999.2782718474,2819530.8332481296,2803607.7332743146,2788410.2546866555,2774041.3206367376,2759294.615093882,2745204.9281631676,2731818.5531151057,2718117.084780206,2705030.455227988,2692507.004047973,2679732.906370363,2667557.660621774,2655774.097477243,2643816.8440746777,2632456.0603559813,2621315.3639039914,2610082.4808595073,2599441.421125396,2588889.023759372,2578320.0104263755,2568340.8044683565,2558360.8901929273,2548436.2701622387,2539108.007703338
T16000logg3.0,4145827.573962184,4104414.7596314712,4066032.830157832,4032687.1917602923,3997128.9350449378,3964035.806303563,3934905.3884315994,3904097.3430429623,3875304.2811316103,3849661.3578589656,3822702.864326056,3797402.159983403,3774624.065410729,3750773.7693512044,3728290.7890582606,3707835.3296250226,3686470.3949301,3666234.585238766,3647634.0157964667,3628235.7968143458,3609775.0777961425,3592641.337823585,3574795.4745085747,3557741.6199703924,3541777.334185758,3525177.1793187438,3509266.6515286323,3494264.042338681,3478697.8426169907,3463751.048883039,3449570.6046864158,3434894.651421196,3420786.6429962832,3407334.532689763,3393444.1867433675,3380091.1920814337,3367272.7437620284,3354075.276012608,3341414.6168149393,3329124.446292621,3316534.8624116615,3304497.8571363506,3292656.6291406164,3280605.8285323256,3269121.6335030445,3257692.3921408853,3246138.95638136,3235164.57221926,3224148.952942484,3213088.1533120903,3202624.6713085896
T16000logg3.2,4911811.789063048,4871448.191687422,4834038.433329501,4801505.828565102,4766831.29886298,4734558.309097034,4706112.095937228,4676034.779793439,4647909.668961202,4622810.218727047,4596413.785011808,4571611.70692897,4549216.397563285,4525742.682435356,4503574.809513515,4483327.491771991,4462145.816844082,4442036.006040839,4423463.516430588,4404054.312996341,4385530.544460201,4368244.224715123,4350196.031112193,4332894.0101232845,4316599.749167583,4299612.906983944,4283276.597506894,4267773.091109672,4251646.7692289455,4236107.615538428,4221265.672665568,4205869.92893263,4191020.2691928623,4176752.5552676246,4161994.9775826554,4147785.6550682364,4133984.812477855,4119783.9841316836,4106157.2458532727,4092738.088289184,4079022.2196595953,4065910.437501516,4052817.184869569,4039528.3749950835,4026863.3044785345,4014076.416809273,4001182.712690629,3988935.900395885,3976457.815781681,3963962.307126113,3952143.711305067
T17000logg2.2,1438264.7836189403,1372838.6404518671,1314169.8321577122,1264407.440345466,1212991.4591574601,1166878.8445469132,1127415.0877928594,1087280.6227344875,1051373.6367654798,1020501.3097900603,989619.5788802723,962096.203367012,938381.5794531802,915020.0700998021,894264.8195955884,876356.4440441809,858929.595002979,843463.5596241851,830100.0275637435,817213.2636342514,805773.9193932315,795883.7989067391,786426.8748687789,778038.876553572,770794.0557896117,763930.469835438,757849.3314286731,752611.7154698025,747694.3939114676,743348.7628282428,739629.7904965568,736187.8170224763,733179.9950799997,730648.5567655431,728372.036394204,726442.4865654546,724855.5278054383,723509.0603700188,722431.9927914445,721600.9027654211,720987.8085530935,720572.7434339229,720345.298874115,720316.2277501144,720431.4667193412,720706.9909863233,721170.6727880748,721752.9939065692,722476.6273301609,723393.6502902877,724415.8681599718
T17000logg2.4,1983227.9252941571,1921695.863402677,1865842.551935186,1817916.9632199514,1767685.599153579,1721959.23993985,1682261.945007787,1641176.8007000545,1603754.6244391773,1571001.3730908358,1537516.92105389,1507027.2823905959,1480167.0626545993,1452992.9431066015,1428238.4110993212,1406288.6875422674,1384248.4530984338,1364129.0933247113,1346161.7140744533,1328204.4390024785,1311761.0732274659,1296968.0633450733,1282234.0471158097,1268706.0474480202,1256449.3656138205,1244282.4881384163,1233087.141750297,1222878.2392636074,1212774.2647064317,1203459.5999472912,1194927.103250833,1186512.56079367,1178772.5400084273,1171634.6648679243,1164648.1879239043,1158259.1612126478,1152299.8181435456,1146523.6876505069,1141277.9759998238,1136313.634653016,1131553.208075554,1127252.136059804,1123134.5733345428,1119228.4805516535,1115726.6951223174,1112340.610554602,1109178.9776823458,1106390.915856882,1103670.7986782286,1101199.4871039186,1099082.153322036
T17000logg2.6,2615254.311903436,2559230.4025022984,2507978.503927199,2463734.236474552,2417078.170643588,2374211.913803318,2336714.192497902,2297574.3647884363,2261517.9073866354,2229650.4747686144,2196699.586784863,2166285.4558935757,2139163.6092659477,2111335.4430535515,2085586.2082943227,2062418.6113387982,2038774.854389626,2016819.646005568,1996883.2333911348,1976605.2829379202,1957699.0443205591,1940374.6466158452,1922799.7578347458,1906357.7358236115,1891163.1499487082,1875793.2299058854,1861377.2364983985,1847954.970928812,1834418.4656448294,1821695.5717406394,1809783.730905627,1797810.0243238378,1786568.4746756868,1775957.7682111205,1765354.5450186753,1755436.701662093,1745955.8534578735,1736552.8078099885,1727796.367138822,1719294.870040035,1710931.4678429766,1703166.4698964967,1695526.6013109628,1688066.2779306956,1681165.778565188,1674293.8232221412,1667642.4696242197,1661530.172715669,1655376.59217018,1649489.0885179434,1644125.9690567483
T17000logg2.8,3204640.6995830555,3153984.4322793223,3107397.168262892,3067036.97578561,3024288.3144533187,2984793.6525221453,2950111.1586971595,2913718.0320594953,2879976.9695561635,2850013.618111448,2818824.060189126,2789819.354495593,2763801.877850472,2736888.613035458,2711773.911128137,2689019.481274458,2665581.323745687,2643616.883544137,2623515.633835781,2602865.977616468,2583427.713849177,2565464.828082132,2547050.8778942293,2529651.243076183,2513429.072692822,2496840.299296567,2481122.6074657626,2466356.469590533,2451298.748891665,2437002.4624450565,2423494.0535827195,2409760.873413836,2396729.8580891746,2384318.992125537,2371764.707528446,2359890.1555893905,2348434.59627916,2336926.5195336607,2326084.0678746994,2315462.3333402523,2304872.994719484,2294924.3122121184,2285046.695947669,2275267.624295582,2266106.8360649333,2256906.89913718,2247865.593262398,2239435.1353116264,2230880.450158711,2222546.622224709,2214821.0661772382
T17000logg3.0,3827132.8942546374,3781499.520849921,3739325.0179189127,3702665.8701526783,3663750.3441236443,3627625.310643305,3595797.0722580277,3562305.9012795766,3531093.9379355237,3503272.241960395,3474201.501241866,3447008.3732994767,3422508.821857612,3397041.6587019376,3373122.347390187,3351343.3849164764,3328781.363090713,3307492.6851342074,3287904.92748783,3267656.669297419,3248459.887821056,3230619.0285522626,3212210.1380620766,3194685.7572043715,3178252.4024058003,3161333.170488779,3145180.40595162,3129917.0893705618,3114243.9848678857,3099251.1284447014,3084998.5683985623,3070405.910133126,3056447.095846613,3043081.3890233063,3029452.6687853667,3016452.8045772426,3003848.044543479,2991076.568877845,2978941.0745905745,2966993.040576577,2954976.4450921174,2943594.075302435,2932232.106692096,2920884.9767170665,2910166.954910715,2899346.160590401,2888614.357323445,2878519.7584452904,2868221.008888388,2858087.8447956513,2848605.097069281
T17000logg3.2,4445336.692920696,4404553.715842065,4366767.280661695,4333860.852491767,4298821.030771105,4266220.031271178,4237445.489829129,4207071.861493151,4178694.115415938,4153344.817953876,4126758.5821651258,4101813.986231285,4079278.2269328907,4055746.5560988667,4033564.5867905593,4013298.398661531,3992193.0817265594,3972195.7858408643,3953723.193319227,3934515.2958281315,3916221.9619648093,3899146.9454330513,3881415.5117215686,3864454.8875985797,3848478.365703349,3831916.7441685456,3816027.8429736197,3800945.097414786,3785347.6358764204,3770355.2788571864,3756034.8028263277,3741267.8345426354,3727080.1462212857,3713413.7451886125,3699384.7869072324,3685944.988388596,3672829.8388418336,3659454.8450853853,3646692.428578197,3634044.209539841,3621243.83591167,3609068.8770876825,3596837.8965870747,3584546.4864969226,3572889.7059702836,3561046.844255549,3549226.2271501855,3538060.6267591636,3526599.337204575,3515244.7034430876,3504569.6483373
T18000logg2.2,1221860.63973773,1160079.2910198744,1104925.916045151,1058229.0862187443,1010071.9813503235,967027.2091885438,930230.4739167715,892857.5071395006,859532.2026482667,830917.9412356097,802346.0294521509,777011.7728981585,755260.9457539171,733941.2723753953,715181.4719024776,699126.827879199,683665.0102236577,670161.7227927131,658672.0543700656,647785.659813829,638364.2834502646,630432.6132324599,623059.4863670323,616774.0391252523,611586.7182900574,606890.6812133695,602984.5392288057,599884.6379696563,597187.7890540469,595050.1539349158,593500.6994984562,592275.2744785679,591452.6973668805,591051.660653096,590922.9773802802,591080.6328041244,591540.0646283311,592218.3603997327,593088.7355952283,594175.5311197989,595430.3499749571,596797.6207656154,598332.4278649959,599997.4601404384,601727.6080796492,603598.7079232084,605584.3758287426,607618.1775558416,609774.2267076987,612049.0924118892,614356.3430632002
T18000logg2.4,1644392.873337023,1584669.6239558414,1531305.7589353137,1485989.8715553368,1439056.0373933315,1396912.0098679068,1360657.0175418903,1323585.5377712867,1290299.61753526,1261472.5575718172,1232441.6593997027,1206451.87773467,1183868.5066329055,1161449.9166493681,1141429.9154505979,1123985.9328728146,1106842.3145342409,1091521.3411124048,1078121.0885148759,1065010.026008621,1053259.9469280487,1042931.7207081402,1032854.1562474081,1023802.7325603819,1015818.2044825447,1008047.33047426,1001055.5743772079,994872.7909120021,988863.1957646365,983451.0236659148,978663.5380032775,974021.9067121382,969879.0637040926,966195.331463455,962667.3679258737,959572.1537158234,956806.8107755955,954202.1024176732,951969.9391043088,949969.2654998023,948126.9509046925,946593.4663851233,945228.3109369753,944019.132765904,943076.8076903378,942258.9159803725,941606.4874528466,941199.8904970479,940889.9548124244,940763.687257949,940859.6497901884
T18000logg2.6,2443248.9695501225,2386894.105261172,2335524.305052617,2291167.162652295,2244469.4625576427,2201670.3401644183,2164178.0100926105,2125099.699605939,2089177.5726288755,2057368.983638208,2024548.0001342942,1994330.0721996175,1967334.9901626755,1939729.5092816502,1914268.7304979619,1891329.7871937887,1868026.4329563077,1846472.5968230036,1826892.5775600648,1807090.3975689632,1788721.6989576402,1771893.809366496,1754936.9124306592,1739167.130398112,1724607.1000065214,1709979.0444511096,1696341.8602128685,1683667.3887694976,1670958.0783131209,1659098.8347102797,1647989.1254871804,1636886.818739111,1626565.4541266095,1616771.1764292177,1607059.2669692426,1598086.3161953387,1589429.7861824695,1580924.2847609702,1573100.158941695,1565437.3517203694,1557966.4831034243,1551117.0792925688,1544314.8128353225,1537736.3683137211,1531731.9305651605,1525696.059124125,1519917.4792355532,1514681.4862368663,1509362.0261056796,1504336.8271406565,1499818.3998195725
T18000logg2.8,2884247.127873866,2832283.1596062654,2784902.69163237,2744004.0427530054,2700853.735294377,2661250.640759065,2626544.848633058,2590265.3005201775,2556841.149886988,2527219.1563724526,2496537.5606275527,2468202.7452436723,2442853.210521316,2416795.0794266695,2392662.420913824,2370868.410660886,2348571.0270114336,2327835.394292645,2308925.6309103663,2289623.2961548697,2271591.8878108286,2254983.2463885522,2238062.130973156,2222195.517111792,2207449.432089991,2192460.8224156457,2178363.887672429,2165167.279612504,2151782.78214857,2139176.245612741,2127290.1307889097,2115276.023146573,2104001.4914689935,2093232.6843498235,2082431.8128211852,2072357.4111053257,2062571.3511992912,2052844.0600083272,2043814.4705467266,2034904.7490291654,2026117.4911312517,2017987.7424592373,2009854.276900784,2001892.9426153144,1994557.8921745727,1987127.6407040278,1979918.4680019505,1973320.0635950798,1966557.74283684,1960068.490175071,1954167.694460247
T18000logg3.0,3432773.137071682,3386926.1927143736,3344791.3322531744,3308209.832053643,3269392.630831205,3233523.9650470875,3201916.7132077753,3168671.1949264538,3137814.7443403224,3110287.2360834475,3081559.6617818223,3054802.9408775447,3030673.9968817085,3005655.1792531013,2982267.9632779323,2960958.530985715,2938962.770590284,2918315.0422405903,2899309.221977365,2879750.603665765,2861311.929355086,2844167.917841584,2826568.228428182,2809913.663027209,2794285.5317282304,2778281.950992301,2763092.136452599,2748728.32724503,2734056.5523125893,2720104.9901431124,2706820.5779534196,2693296.6651365925,2680470.5734971603,2668100.9422292784,2655596.7663395805,2643793.4915691023,2632218.701234945,2620614.4206560794,2609706.314258555,2598833.083268341,2588015.8903635666,2577877.458024134,2567630.790682297,2557508.2716228697,2548054.7263486986,2538379.015489366,2528895.8087312416,2520081.80143412,2510961.131090807,2502100.7195239305,2493906.486580255
T18000logg3.2,4068928.213941532,4027781.5885423003,3989808.6952125854,3956740.0033107917,3921524.28779463,3888859.5569193284,3859994.1343523595,3829523.9252158403,3801129.722408816,3775718.68007365,3749087.118439432,3724168.2743324614,3701610.2580362326,3678098.700765638,3656004.9445481533,3635781.012467925,3614778.742406599,3594950.1624975167,3576601.367158153,3557589.9527167096,3539557.309994861,3522695.218473897,3505256.7934350213,3488650.393804909,3472975.814612993,3456801.1474094153,3441352.161940619,3426656.1210739133,3411530.056424766,3397063.8245121907,3383195.053438992,3368974.3830643534,3355413.2040726664,3342237.0654788166,3328822.830966604,3316092.2075007,3303511.7411754006,3290811.451646551,3278808.427402355,3266756.6299191215,3254683.158248623,3243307.5992839476,3231730.084942103,3220212.4721914404,3209398.1209678003,3198256.5866746423,3187255.477670574,3176969.6750712967,3166261.6307681343,3155771.7300609457,3146004.755242668
T18000logg3.4,4582247.538367791,4544217.233588588,4509078.801187939,4478434.590586609,4445748.071836757,4415408.6447538445,4388568.215920001,4360198.223576334,4333747.836556356,4310050.806239374,4285175.667764383,4261887.320285811,4240778.813780003,4218730.403042556,4197997.301171381,4178988.2449685032,4159193.4471095097,4140487.9979818785,4123143.183613406,4105114.141936893,4087992.2431389363,4071942.468893285,4055286.0892371964,4039399.6695831004,4024363.918722166,4008790.7213279693,3993890.409327134,3979676.120601037,3964988.842790538,3950930.813731846,3937386.260733365,3923455.4714904763,3910170.3629741264,3897172.4269260364,3883908.9629419,3871330.1914498573,3858788.554217888,3846109.055895627,3834135.79029896,3821997.367962911,3809823.2990905773,3798371.8083322374,3786582.829316118,3774850.6653008587,3763855.2258521225,3752388.267238144,3741063.3551804936,3730492.214179434,3719349.275345229,3708428.7688334165,3698267.3923074147
T19000logg2.4,1521718.0428892581,1464264.5130245578,1413075.1672837476,1369545.5322581069,1324222.718287816,1283544.3398622905,1248420.8283911142,1212221.8981210554,1179699.9059939808,1151398.328462552,1122648.4770974864,1096924.6154675148,1074487.2695500376,1052059.3566124316,1032108.6835397757,1014696.7772059898,997516.7607838224,982288.7882171187,969004.6646325134,956011.4576824273,944537.3122522109,934535.3401807048,924833.6044761421,916308.709775147,908911.6805433951,901790.0347089743,895568.7112205314,890219.8249811978,885089.099855171,880653.8976529769,876864.6122136174,873249.4108904517,870191.5592056781,867597.6366911884,865151.9356105175,863169.4300007116,861506.5593918867,859972.7398093891,858807.7632856936,857865.8812972608,857030.4594337512,856491.0759775428,856107.999106179,855821.0618889318,855783.434659781,855867.1048882345,856053.2102876995,856447.3913018408,856967.7900563306,857594.5198495399,858391.3982302084
T19000logg2.6,1951340.466354807,1896615.7725975302,1847694.044296878,1805964.9876447832,1762213.5512350951,1722765.4821595233,1688543.6124125076,1652963.6695082155,1620778.0780044014,1592565.3599071403,1563564.50723281,1537348.2961350863,1514223.2603350906,1490727.0922038995,1469514.081137155,1450706.4984844946,1431755.9392371818,1414637.1797520402,1399374.684553849,1384070.1163070921,1370223.2302114815,1357801.3760584947,1345389.625462244,1334141.680675652,1324005.3696197646,1313902.8268671504,1304734.7799490483,1296439.9267713637,1288179.4315935674,1280706.6372282223,1273860.827344664,1267080.713700666,1261001.0040133782,1255336.6144522363,1249781.5546142675,1244857.3834294723,1240190.3222316836,1235658.094314684,1231673.4675242875,1227837.3660380554,1224143.5201086751,1220923.1240402486,1217785.3095450622,1214794.061458942,1212220.7077026707,1209700.5370222472,1207339.3168948682,1205348.8864291918,1203412.8348243297,1201648.4052992878,1200209.561178255
T19000logg2.8,2485955.828385733,2435742.9627928496,2390252.306089738,2351118.4763974384,2309962.5926807565,2272385.800320542,2239523.7207198218,2205244.673949434,2173807.121895092,2145989.705872703,2117248.3794367127,2090836.7820625033,2067259.5016230242,2043116.70328181,2020891.832726503,2000889.8737094984,1980537.5733664208,1961743.3209347245,1944693.8569980687,1927408.9789212863,1911391.2488228283,1896732.7254123788,1881913.306035639,1868133.7843017504,1855422.8119521057,1842600.3235899277,1830638.8783760245,1819531.2201647665,1808339.9532676244,1797888.5830319882,1788099.2111187899,1778270.7075758032,1769131.1526336432,1760442.6993562821,1751789.5665887836,1743798.3134848492,1736051.5303516106,1728410.66007765,1721386.3882445195,1714458.2014829074,1707679.5686251058,1701470.9637309667,1695250.7261788002,1689216.5668178045,1683721.5244066257,1678139.5751317015,1672784.665596785,1667949.7692101884,1662979.9949452444,1658278.8235778557,1654067.7708705817
T19000logg3.0,3068981.30312191,3022918.8977495143,2981014.9474916332,2944856.26461068,2906475.064962163,2871296.357671352,2840436.1991331186,2807925.331710112,2777978.586712459,2751374.8882312253,2723575.8893073048,2697888.2412066096,2674829.485205685,2650912.605178537,2628743.67919832,2608643.7219069544,2587905.3109521884,2568604.290576725,2550932.422548493,2532758.0198358567,2515772.6258132895,2500064.865669022,2483951.8871882022,2468836.3477818393,2454732.271506336,2440297.7795504373,2426711.2486315654,2413942.386869554,2400897.963869391,2388622.97170664,2376953.106717689,2365094.9465997987,2353987.59786699,2343255.357280945,2332444.7560624043,2322381.8336401517,2312471.389872516,2302582.9856312745,2293413.5009776168,2284235.3902719356,2275147.418541042,2266746.0648767394,2258212.160644911,2249827.291706981,2242106.580871391,2234163.1581849903,2226428.4733586237,2219340.6862168876,2211975.614434992,2204873.035260392,2198389.4439161257
