,vsini75,vsini80,vsini85,vsini90,vsini95,vsini100,vsini105,vsini110,vsini115,vsini120,vsini125,vsini130,vsini135,vsini140,vsini145,vsini150,vsini155,vsini160,vsini165,vsini170,vsini175,vsini180,vsini185,vsini190,vsini195,vsini200,vsini205,vsini210,vsini215,vsini220,vsini225,vsini230,vsini235,vsini240,vsini245,vsini250,vsini255,vsini260,vsini265,vsini270,vsini275,vsini280,vsini285,vsini290,vsini295,vsini300,vsini305,vsini310,vsini315,vsini320,vsini325
T15000logg2.0,1332495.9240777006,1265854.686089094,1205393.5573970426,1153898.2902906255,1100083.0294917834,1051392.1861991093,1009655.9290665954,966753.837616853,928049.3055161638,894726.8135762488,860966.4011655543,830598.809972526,804372.9384651532,778132.2839689847,754591.8540563276,734216.1932410884,714047.3884751602,695998.8730981236,680358.2195139512,665022.6556414209,651335.3561526082,639474.1833441446,627948.28217425,617695.8681908406,608828.1147268428,600290.3779626826,592733.9270584482,586225.4164233719,580025.261112324,574584.042549183,569936.9566270972,565577.423257115,561816.2153785578,558653.234288131,555759.6120598176,553338.4872570722,551361.2632531621,549629.1934615155,548266.4198609729,547222.0028735282,546396.635984124,545858.7555763578,545534.8519504112,545409.8786703518,545502.7920942864,545749.1300254717,546178.779690151,546777.6436413821,547504.9395095508,548414.6001353614,549461.3983200189
T15000logg2.2,2274259.1646151417,2208730.5676912973,2148328.495350115,2096148.3769613379,2040890.9315054882,1989911.79283016,1945427.2213422374,1898869.2746379094,1855875.635401192,1818041.6320213708,1778826.7691335315,1742584.1444034027,1710456.9878803915,1677423.8124532383,1646863.7119075775,1619589.5788261814,1591728.17236865,1565915.5236724655,1542729.7442546578,1519166.8395243243,1497296.489256484,1477527.986519462,1457522.2389702448,1438917.1399837066,1422000.1165990585,1404942.9334647197,1389055.5191834508,1374529.0078113873,1359933.304500651,1346326.953278096,1333820.5006912528,1321301.7918181515,1309633.7385656186,1298859.1978110755,1288117.0290977086,1278106.1615917797,1268826.2400449542,1259599.57276033,1251010.7366214881,1242986.7252428967,1235039.5454466352,1227658.8439149437,1220686.6757653302,1213819.9803927038,1207463.9794631437,1201390.5697324038,1195456.739573681,1189990.6335564428,1184730.0611367533,1179646.0139335126,1174995.4396286455
T15000logg2.4,2926905.0019159485,2870010.025735665,2817344.327759549,2771710.464603443,2723115.2744875923,2678032.3871761477,2638522.3227695506,2596861.001819767,2558110.7054007873,2523807.2887826157,2487909.031702031,2454434.691513868,2424532.21836583,2393423.97760283,2364341.3681221204,2338140.629110488,2311007.8681615037,2285570.6601749617,2262468.605771592,2238627.5864146478,2216210.0500318166,2195692.0703812577,2174576.4453798323,2154665.953464066,2136311.174601785,2117470.3668351714,2099667.271275128,2083148.96765811,2066239.718154605,2050241.728654216,2035310.8346557335,2020072.4313679414,2005647.354812222,1992115.0812814077,1978343.852514741,1965298.4668841409,1953006.749649671,1940521.997131525,1928700.8948495905,1917477.405360708,1906112.7136647622,1895370.2623320483,1885064.9486867986,1874677.640896124,1864885.9183233036,1855386.8358257834,1845872.9499724994,1836935.2325701388,1828190.5784735796,1819498.6966963036,1811365.0070712292
T15000logg2.6,3229330.0036677704,3180260.3494917713,3134883.1426004656,3095580.280180994,3053617.402904537,3014679.350169692,2980533.8779708105,2944403.9365467746,2910765.8774983916,2880948.5160733447,2849614.5601737,2820347.9936715662,2794150.5346100945,2766761.185504363,2741094.3777853963,2717905.162748972,2693750.7527191015,2671036.0216472344,2650331.345431264,2628821.5545234866,2608521.400682253,2589860.979773189,2570515.4154094085,2552198.9728478845,2535233.055643961,2517680.9348693173,2501023.3992676386,2485490.123074535,2469459.015896883,2454223.548766142,2439932.0804441394,2425222.844264631,2411233.269056951,2398042.085036154,2384499.8655118714,2371607.729731533,2359397.357770478,2346883.9024497494,2334974.006407298,2323610.663531767,2311999.555328068,2300969.9330653213,2290332.2971423785,2279515.8112871526,2269273.218203361,2259277.2571377335,2249180.416175732,2239653.3798667225,2230272.4740529316,2220866.539708813,2212025.5072790347
T15000logg2.8,4007469.501817886,3960634.505439555,3917288.0016714456,3879713.8309818837,3839533.376331065,3802192.633810126,3769397.7983358465,3734609.9029395655,3702140.9176003365,3673288.477267322,3642858.2232978037,3614336.851440008,3588718.011233303,3561806.631547989,3536477.3483556747,3513493.1246954054,3489415.9056257545,3466657.7221022886,3445806.212860928,3424003.720737286,3403309.8724879907,3384177.364283549,3364202.6460491465,3345174.8433261425,3327439.8888896285,3308955.840658608,3291301.494512393,3274731.365011701,3257498.531163144,3241012.18808813,3225444.482441051,3209294.921489247,3193829.184653245,3179147.82510174,3163953.892640809,3149387.6889799396,3135494.86335528,3121143.852532781,3107394.1857303493,3094172.5930558774,3080563.317236094,3067549.416835929,3054903.7689274047,3041952.007920989,3029604.250924785,3017469.8187217866,3005121.3861543545,2993389.025037895,2981755.33059498,2969999.1158628836,2958871.8297516117
T15000logg3.0,4596379.089426406,4557843.007124188,4522103.668961667,4491082.7626061365,4457808.094893424,4426808.037349891,4399536.380943107,4370505.702096434,4343330.06818925,4319130.567956432,4293502.399113237,4269397.500100132,4247688.561527665,4224772.9665761,4203115.522355211,4183400.147588899,4162629.7316682776,4142904.6793941995,4124765.108882303,4105676.9703149605,4087465.9302335847,4070560.8144172304,4052789.6381153497,4035768.642849192,4019837.3419952467,4003112.4439140502,3987047.9191079927,3971906.448433032,3956040.82463994,3940774.090165647,3926298.349559285,3911163.6459076386,3896583.2128572688,3882685.062571105,3868184.7301457953,3854200.4838710786,3840806.6426110016,3826857.791095329,3813415.061001358,3800435.9646810526,3786967.4400407635,3774018.1893153316,3761380.4737763405,3748336.2547153765,3735837.647934169,3723498.355320555,3710847.320204879,3698769.618586662,3686733.795775341,3674481.0041515464,3662829.1544269845
T16000logg2.0,1070105.724485585,1005221.7847822674,947016.7913096502,897858.7810427236,847181.6827967596,801954.2092870222,763600.7141113791,724849.6698229298,690469.9172408051,661276.6951221622,632331.3663929533,606816.2598604627,585165.0559494733,564068.0171432424,545596.4982903952,529963.5417336248,514982.1384915188,501967.54587337526,491022.2186989418,480716.18581736844,471861.7168447419,464505.09160129994,457732.024645961,452016.82713943743,447379.66133758874,443252.98399796255,439883.4551710799,437281.392428182,435111.9885563959,433478.23095994774,432387.410722214,431667.30052589223,431334.612805151,431378.05153344554,431748.4242993227,432396.70210727904,433299.82036817726,434487.34411025717,435871.3090521286,437407.4455942006,439192.5049879623,441093.4164007963,443101.2807236249,445313.3833190662,447575.96236882475,449931.29504713434,452456.83019488986,454990.17051836185,457625.1655422389,460413.92834003246,463188.67553957965
T16000logg2.2,1573145.5882578292,1509642.806320535,1451992.6746026983,1402697.5899923078,1351102.127131614,1304272.388880969,1263876.2910719155,1222216.2236119742,1184456.179413154,1151685.0487864916,1118341.0232774054,1088171.6347208184,1061865.0112464044,1035403.1448334687,1011488.3381979414,990543.7803085692,969664.3979952673,950796.7448414478,934200.3119076868,917768.1143071199,902909.5247859373,889785.570075553,876865.5516495638,865177.6429570123,854817.4757437322,844674.5683484288,835500.8163977409,827343.7362444767,819402.2654746191,812230.1829142103,805839.6060127085,799664.4614536439,794110.7372195821,789170.276970952,784442.5900428147,780230.0429109896,776479.0122380522,772938.2826560457,769825.6742720341,767042.2847787755,764462.3233752776,762234.089043754,760238.069243583,758435.4498562324,756918.6697689347,755577.4977840825,754424.0801341942,753511.2062375739,752747.5615790464,752177.8880196328,751823.856395748
T16000logg2.4,2212980.8478106316,2153957.170725726,2099897.9301615288,2053347.941709198,2004246.923717392,1959170.6393157116,1919916.9220975663,1878981.8929093545,1841349.6074018981,1808286.7452361106,1774151.1290779838,1742737.926918937,1714926.9497211496,1686446.341192188,1660198.386083531,1636787.0753522008,1612955.844739517,1590941.3415813572,1571156.922966424,1551102.2434941507,1532521.0969405482,1515696.0505014032,1498696.8665898938,1482902.0121601424,1468498.0036685686,1453991.5911979428,1440484.442057043,1428084.734450026,1415638.7788141284,1404035.6457786062,1393322.029999938,1382611.008621351,1372621.8943993733,1363364.053903785,1354143.9876560322,1345559.153277133,1337549.4350713342,1329609.371916983,1322238.8656811693,1315284.384783274,1308431.1468687025,1302092.06302113,1296034.2810626514,1290106.121197672,1284641.9616022238,1279366.0857977814,1274247.5342037652,1269556.9548833675,1264998.2541446208,1260629.6817691938,1256668.586966468
T16000logg2.6,2894361.0308006927,2840137.818156982,2790189.845474235,2746958.572713949,2701158.9763883045,2658831.980942999,2621741.047186837,2582828.2662079763,2546765.561822346,2514832.4763511904,2481598.120391155,2450718.7247610474,2423116.611254815,2394566.903782421,2367962.6904661558,2343962.6833972856,2319248.034594631,2296137.427466364,2275098.065226257,2253498.4485423034,2233224.024536809,2214602.8332836996,2195533.7226255774,2177573.790483116,2160942.886130824,2143957.7414587215,2127921.0842941483,2112961.5581481764,2097730.697169819,2083327.7215719982,2069808.1871445102,2056091.6989961264,2043108.6292441038,2030866.731064248,2018485.1977427118,2006780.5059034226,1995650.456378884,1984443.8978668721,1973877.5347130187,1963706.8362601437,1953524.854099617,1943955.0998987032,1934618.8461985062,1925333.3560185528,1916629.159327212,1908045.734256075,1899566.86405277,1891647.4957065857,1883773.8432044317,1876059.5099230742,1868894.6400924248
