,vsini150,vsini155,vsini160,vsini165,vsini170,vsini175,vsini180,vsini185,vsini190,vsini195,vsini200,vsini205,vsini210,vsini215,vsini220,vsini225,vsini230,vsini235,vsini240,vsini245,vsini250,vsini255,vsini260,vsini265,vsini270,vsini275,vsini280,vsini285,vsini290,vsini295,vsini300
T21000logg3.0,555558536.2427166,1333958839.3662236,862797208.7379147,154817759.7097832,120211239.93781896,294556083.13357556,214995688.31652182,615744767.8035764,1205363176.4320865,1514321095.836247,797124717.4219148,434710177.58114374,326963011.56427515,349456961.5384318,500677527.75984013,192503371.3869368,49113463.73001099,45685187.17974297,61738200.475646295,177945323.8563302,354344118.082423,615667621.1481879,542434387.7514837,489356531.1738699,514443922.8699889,863312048.6354482,834192159.6378813,271288247.86015743,51613175.58409861,46300088.37600892,65733165.092180945
T21000logg3.2,400346078.84957993,858031225.986778,667176390.4159977,58289183.66637765,61089229.586576305,197519003.82335708,119136567.4662973,454972661.2450342,823436756.2501867,1017927235.9994739,539035615.6045617,278261011.6774608,173495053.68909287,306346315.6929864,519077450.15000117,371489888.62140614,81837132.6275945,16594279.916455377,8702051.191116884,94309595.06294619,268261459.43926463,572389464.2958851,585361992.6411177,553496974.0678406,565783482.9318429,747305523.5715914,588843806.4701802,232254091.6538526,65850872.99831919,43285896.56476917,57290871.6995033
T21000logg3.4,349324848.4925643,567051451.8661091,298083083.38485277,23370085.52363595,146838463.059756,264105596.56636253,176511214.84470174,429151568.9003459,590356892.2189115,551052716.0599253,276991643.6118933,254235819.2256133,200834661.711942,503329982.0304701,511870009.6842229,162846587.25444075,15319237.939170634,34648492.88554923,35328704.36588911,163139750.3081674,360581808.33772206,638515742.776796,663509512.3221623,581356340.8841584,482052607.34066755,551574295.7932689,370590421.91169715,131507009.08910689,55384400.38254645,53835755.339274265,71966146.10852864
T21000logg3.6,192078755.2302817,339855761.2647964,242299955.69481426,5214345.635483004,69476051.30732507,148057179.49172086,95582766.06055644,272016434.5787102,402135630.07844055,383003764.26343364,226595133.31166545,269905350.2640915,251162903.66885263,539074643.58479,517169504.8440685,107054916.89515716,9509354.488768768,37003134.47564814,63297639.33482645,164536915.93874756,317198672.929796,656179446.4212538,595150159.4778626,501440166.05614156,494847213.77109927,340405330.9671521,233430052.37093082,137169813.62870997,63178258.08885399,40409047.83304647,60458915.91344023
T21000logg3.8,104325643.91057846,221142371.4673439,127847573.08467111,10853566.431854587,54081615.37271303,108406745.77812454,76249432.82408132,212885100.6807457,215145958.32360324,214356641.7240517,185876551.22797439,254516997.9719285,190589698.9960984,642018810.408799,465806621.1232661,94533868.68221392,6250718.953949111,45318875.04951237,52779822.06124195,162224521.91129917,324871743.1749634,595528724.3175796,605291477.9245999,494178526.10960734,420347392.2344929,305197661.95093745,173961926.30772057,131672063.1755716,60576042.4138855,42028006.53463661,38745198.87592793
T22000logg2.6,337448233.2422094,817443560.1395899,911060745.2896086,147386052.45058692,47552231.84638117,182315945.31153154,140219698.67861697,583603592.3884467,1185511542.010857,1100530661.8080547,495306260.8917737,189513712.1404298,97132951.70098868,86318419.51863559,223913966.43630797,186900613.9603432,70055202.94472973,19497582.238379303,7792879.059775571,47496985.38121285,158733725.74410245,274280141.94903797,257289169.9666925,268732072.96032506,305676933.1052989,854535745.2194183,1181302437.3731275,449010495.2577642,61975438.72338408,19491675.87087084,95922540.25702478
T22000logg2.8,632349351.3323742,1323245808.5123172,1087669641.7747092,86321161.54374072,98226499.30878004,332685759.3975997,239857264.85599765,819574366.4248717,1460880015.199527,1621713963.8333416,768046300.7687676,287859234.3766205,123963189.15410814,188477305.7383253,374907304.1641573,205392537.52150792,50915124.87091999,27913084.877910685,30103986.816296935,113651419.06289728,248730840.9117052,416511308.9334172,393040580.0434891,423292203.3797885,470575506.79757595,1259194672.3910677,1052277942.6250708,254538425.82206482,29044572.890940715,52428685.63485105,137034524.785803
T22000logg3.0,1091059068.4963694,1350909186.238166,880871282.8221262,60671388.14653462,324521257.31436354,533218259.36686194,354081694.6536878,939811121.1320912,1520841361.9797614,1559160918.4868248,619502091.0101397,263873194.38801128,147385814.0533618,332343826.6068458,427241556.1667751,163295640.81720024,42255024.4835589,33453404.06301756,34489834.3088704,151454568.65813515,337583298.3979192,490883132.2977148,512282000.11494446,589996871.5216652,793830753.266023,1151357647.8838274,757557857.0377996,137303554.73938462,33196816.71198984,92675357.09961946,156495756.7290357
T22000logg3.2,638607200.2876217,1256944710.6255867,831004128.1667526,76807997.00138377,130476665.45067327,294910400.554402,191307087.03443414,635684013.5455494,1262647559.0450902,1372875644.1424346,735774018.6387117,379753702.78941274,251622700.82948437,300516408.6477519,464346136.74874276,182596616.8246706,42942613.80250244,39944947.22589991,28018020.41238912,155290922.56926653,326728768.0040272,504566786.5681202,483914175.44335634,455310427.7453267,490298924.4571506,883020181.838863,772670670.4693084,243045416.66764706,48940872.546078436,41898433.46445666,80929912.76460679
T22000logg3.4,404529538.9441005,743478120.0843527,866210489.7347082,203481408.3133974,85544717.57722786,200536636.0017931,160043495.80725706,428147190.8582099,950989935.613766,1216503798.9698806,691692725.8105503,359075209.37777746,230754336.18946686,319113388.0769244,479741987.75278026,254872618.8319253,58319195.4451339,22277689.80605311,22165276.522720084,115204183.0753866,278265217.0570653,517357436.76302785,514355784.0589446,458927747.6905199,388608669.1725894,588776855.4957631,678402792.6255075,338429887.6223614,96344266.89270064,38531181.81256506,67175175.1766006
T22000logg3.6,296218698.861006,578873338.9037089,495087088.2581269,72565190.55269024,52893461.004105076,179863954.783329,173927005.23409343,283713399.09673774,724918097.2199516,820254315.1554283,445688490.2691908,324093570.34548956,292030846.58643943,474199828.84631616,386141306.614272,90117505.97525659,23181449.58625313,47503761.893780336,64569923.6639853,188982377.654867,362179936.0860426,555866997.1651046,501655983.0047906,381722543.7956475,287643342.72027624,389908647.5528403,471523419.2821232,226568487.87485752,66156314.385694504,28201768.867120065,32522375.308905743
