,id,RL_fal,RL_fal_err,RL_q,RL_q_err,RL_g,RL_g_err,RL_fal/R_true,RL_fal/R_true_err,RL_q/R_true,RL_q/R_true_err,RL_g/R_true,RL_g/R_true_err,M_opt/M_exp,M_opt/M_exp_err,R_expected/R_true,R_expected/R_true_err_low
0,SMC X-1,17.019,0.7026329055773007,16.9786936673335,0.524823344586292,4.05952178788935,0.375015115484591,1.1345999999999998,0.08896966174551363,1.13191291115557,0.0831776247012892,0.270634785859290,0.0308314070864273,0.576923076923077,0.07400557702072798,1.39296019604974,0.199508305994470
1,Vela X-1,35.461999999999996,0.5489535590557729,35.4052971460730,0.567412643709415,9.67144115445857,0.452983410448359,1.2228275862068965,0.04622049871317263,1.22087231538183,0.0464236593334280,0.333497970843399,0.0193968158356913,0.7344632768361582,0.06089251162073348,0.881377958552053,0.107814756921255
2,LMC X-4,8.377999999999998,0.18462935844550832,8.36188984223463,0.153362041572946,2.38738109834883,0.115298269108269,1.1321621621621618,0.06608848488743284,1.12998511381549,0.0645004590821991,0.322619067344437,0.0233854000069470,0.8823529411764707,0.08131539015111636,1.11818524002983,0.156899777084647
3,4U1700-37,24.29,0.7250765476830705,22.4221610513527,0.725547330706974,3.70648767772431,0.455251883842159,1.104090909090909,0.1056444503060745,1.01918913869785,0.0983479752577705,0.168476712623832,0.0257447695292779,1.0454545454545454,0.1481420807458128,0.791799393247960,0.106357348006907
4,4U1538-52,11.66,0.8464632301523793,13.4738464692258,0.697890522579867,3.09971283206637,0.422300735378861,0.8969230769230769,0.0948674255863394,1.03644972840199,0.0961162763836905,0.238439448620490,0.0373050182832317,0.8080808080808081,0.10894343979867331,0.835298934495723,0.130297240595297
5,Cen X-3,12.725999999999999,0.32296749062405644,12.3332840935839,0.293733098903704,2.89138117921842,0.201481582273770,1.1163157894736842,0.07416960328545887,1.08186702575297,0.0712523131699290,0.253629928001615,0.0235564482485037,0.5172413793103449,0.06288954304728687,1.73438152921808,0.227470364569935
6,XTE J1855-026,25.2,1.355322839769182,24.3456988380619,0.837603369001304,5.81599854337168,0.693080081197601,1.1454545454545455,0.12099078291861805,1.10662267445736,0.107565417134582,0.264363570153258,0.0396240699202466,0.9722222222222222,0.12303409505479918,0.610043642124785,0.108390172117805
