source_id,phot_g_mean_mag
524924310153249920,10.520529
2059383668236814720,8.536617
4070968778552176768,19.070595
4255891924062617088,13.440664
4309225217336733824,16.793938
4657637156283982336,14.556103
4660300345280168192,14.071205
4686397666038575104,13.168757
5337498593446516480,12.878897
5620657678322625920,6.7351284
5886085557746480000,13.16374
5966391894137386240,16.196537
5976382915813535232,6.4204698
6054569565614460800,9.751056
