,vsini60,vsini85,vsini110,vsini135,vsini160,vsini185,vsini210,vsini235,vsini260
T15000logg2.0,21.237259080661495,15.61363405391956,11.635106335328588,8.765966678728025,6.68436368169044,5.287149166738347,4.420646489258268,3.9677584367449277,3.831595961113925
T15000logg2.2,20.959699227542014,15.638422641976799,11.757657368917682,8.840673195005088,6.613466115425594,5.018887124442975,3.9296587646692576,3.243104791331118,2.8817026365381384
T15000logg2.4,22.54956567438171,17.634599687880343,13.997946329294512,11.208461854749043,9.019152477952934,7.394802414895238,6.226580529145625,5.424183600332138,4.926311735732563
T15000logg2.6,25.250778472649287,20.83640574177207,17.529474135651448,14.954680032179985,12.894667049070067,11.327662141783746,10.160249083368532,9.313364501885008,8.738751171814295
T15000logg2.8,30.044250881974524,25.89913771357514,22.77118547761751,20.31419984975146,18.32299912937179,16.780984335912162,15.602043621064354,14.711999938552088,14.07008000436684
T15000logg3.0,32.8784553992892,29.473513134915287,26.868439390732384,24.795523722169428,23.09433847259609,21.759435596394706,20.722711139958367,19.922697235337584,19.327705159938137
T16000logg2.0,23.40952097371364,17.52511705414598,13.529312423820075,10.773396179182392,8.863630977593612,7.64702693918568,6.950609555799671,6.64964811090056,6.640536159998808
T16000logg2.2,22.503585140612202,16.338244118633508,11.98457557468324,8.81980397371899,6.482616582858327,4.86868606892305,3.8154743019985475,3.197729318413635,2.9209343917678554
T16000logg2.4,23.633037687253736,17.798071445194477,13.586244811486024,10.436051508762183,8.024428155736759,6.281399714415828,5.065097772066537,4.262832710159034,3.7972284095788242
T16000logg2.6,25.91843479684281,20.536866577748437,16.592425740518525,13.591099067719357,11.24333512941187,9.498273146785136,8.230813637121118,7.339839316871223,6.761752725229992
T16000logg2.8,28.427266230124737,23.665098389328122,20.12810418059594,17.40230347799318,15.238298009507128,13.600458901402984,12.380545962541866,11.489430492138842,10.87538592052804
