,vsini60,vsini85,vsini110,vsini135,vsini160,vsini185,vsini210,vsini235,vsini260
T15000logg2.0,16.89416561125123,11.233741899252319,8.095092036487985,6.600124074977392,6.216096050615361,6.527585177094705,7.254130421920617,8.174376009176699,9.14635247065733
T15000logg2.2,17.984623354826766,12.56103403469068,9.473453008039828,7.93464033687433,7.460431506150725,7.663904139760916,8.2798522028334,9.099390025170395,9.982568647950785
T15000logg2.4,20.209579381283508,15.038061962418102,12.04900504679849,10.51940245151177,9.999907037460673,10.126946127232479,10.6498324226955,11.373474546887135,12.163579465440979
T15000logg2.6,21.76889694837054,17.16376435795344,14.506851156460813,13.158958707945853,12.717835863082785,12.856725630232802,13.35014276324327,14.021657571408152,14.749795464987123
T15000logg2.8,28.681605889594366,23.652035569350534,20.66942916013574,19.068882213776345,18.42948787518396,18.404928322454342,18.75363565499176,19.29577806351658,19.90375480154362
T16000logg2.0,17.068560975405298,11.187198125898108,8.050427438279756,6.636815591828137,6.352466594656736,6.754749340234074,7.555243979004507,8.52909386012734,9.540315101958752
T16000logg2.2,19.322021527509182,13.128239934374422,9.579422561224057,7.769168179046745,7.148703064319348,7.277414674200789,7.858046748432364,8.665776258846739,9.549511486122316
T16000logg2.4,20.48617833569475,14.734021076556767,11.391125659905775,9.651061133555952,9.01766978840628,9.08640699665091,9.5816563654436,10.296774453144382,11.089195391728094
T16000logg2.6,23.278756955338284,17.710696460803767,14.432404060001216,12.690703378313863,12.014843286035056,12.01638014309428,12.429080025101175,13.056927611176858,13.762302841597542
T16000logg2.8,25.773290683447616,20.62759248237004,17.59444133157481,15.982486892058413,15.356292353240347,15.35495619597814,15.730063552280553,16.29957256480612,16.935972995237815
T16000logg3.0,29.092482063599792,24.299967166073802,21.477427602246898,19.981616822161033,19.404149224831272,19.40538553507809,19.750922956349367,20.269863717469963,20.84314758275988
T17000logg2.2,18.230174126391248,12.26237584810815,8.89497845440594,7.230804381226558,6.725815414883026,6.943322173872284,7.590909661944476,8.446177671360614,9.36486621720623
T17000logg2.4,21.22877625574658,14.988476123618558,11.337605414233924,9.411044894125466,8.676715754777103,8.69657231774612,9.172808267569568,9.886563468928465,10.687311953268846
T17000logg2.6,24.01886035155915,17.866226211112867,14.204692678183735,12.216386460610469,11.39234628250516,11.307094940371785,11.66916230158113,12.269831812383899,12.961795809804993
T17000logg2.8,25.647093258271312,20.037711876179984,16.691496975685034,14.872836081100465,14.119013734131768,14.039800747064756,14.366826133242283,14.90873965814431,15.530095237180007
T17000logg3.0,28.775053577439074,23.515531339655713,20.363763824076404,18.643412343617825,17.922657432613292,17.833536141402753,18.121209669907042,18.604990447224914,19.15663396754192
