,vsini60,vsini85,vsini110,vsini135,vsini160,vsini185,vsini210,vsini235,vsini260
T15000logg2.0,"{'Hd': 7.438524839688999, 'He': 17.555444245133707, 'HeI_4009.26': 4.708584437363949, 'HeI_4026.21': 9.541880487359329, 'HeI_4143.76': 6.489359998455824, 'HeI_4387.93': 9.03361805058815, 'HeI_4471.50': 15.450390071371904, 'HeI_4713.17': 8.667043962874583, 'HeI_4921.93': 19.74738335289588, 'HeI_5015.68': 11.645689397292193, 'HeI_5047.74': 2.717258127190002, 'Hf': 11.584288711850943, 'Hg': 5.66713429759536, 'Hn': 10.652305307390009, 'SiIV4116': 3.3411658342863557, 'SiIV4212': 1.2024821171169917}","{'Hd': 5.279137516597492, 'He': 13.228214824625745, 'HeI_4009.26': 2.9233068295886473, 'HeI_4026.21': 5.011193462126787, 'HeI_4143.76': 3.72290990196876, 'HeI_4387.93': 5.394065262063622, 'HeI_4471.50': 8.113502533274088, 'HeI_4713.17': 4.601073875539215, 'HeI_4921.93': 10.57252399583007, 'HeI_5015.68': 6.646358787312836, 'HeI_5047.74': 1.940711003079253, 'Hf': 8.558331016965699, 'Hg': 3.6994675244167627, 'Hn': 7.958050039862936, 'SiIV4116': 3.3367536811209773, 'SiIV4212': 1.2032399960571671}","{'Hd': 3.6912916415025805, 'He': 9.735427124089995, 'HeI_4009.26': 1.9020876654345305, 'HeI_4026.21': 2.583229119452228, 'HeI_4143.76': 2.227753932433257, 'HeI_4387.93': 3.3511987100418668, 'HeI_4471.50': 4.328180103210723, 'HeI_4713.17': 2.4799498653779244, 'HeI_4921.93': 5.563712243101917, 'HeI_5015.68': 4.0341031371552445, 'HeI_5047.74': 1.5388858438083266, 'Hf': 6.084699906851259, 'Hg': 2.3823927032652663, 'Hn': 5.79866753034398, 'SiIV4116': 3.333259444578872, 'SiIV4212': 1.2040076546360903}","{'Hd': 2.7090331158075953, 'He': 7.138688000058888, 'HeI_4009.26': 1.307927808362008, 'HeI_4026.21': 1.5073968172053949, 'HeI_4143.76': 1.4375323877305544, 'HeI_4387.93': 2.256652130887246, 'HeI_4471.50': 2.696548569339116, 'HeI_4713.17': 1.524474086498381, 'HeI_4921.93': 2.9912817397667077, 'HeI_5015.68': 2.7589494742457976, 'HeI_5047.74': 1.3269369746666466, 'Hf': 4.273886860326251, 'Hg': 1.7009628788416669, 'Hn': 4.158751136174923, 'SiIV4116': 3.331080175713039, 'SiIV4212': 1.2048898756961255}","{'Hd': 2.2779858857780706, 'He': 5.548075487326261, 'HeI_4009.26': 1.0079385434854033, 'HeI_4026.21': 1.3398417441646227, 'HeI_4143.76': 1.0934637543603283, 'HeI_4387.93': 1.7752496108498064, 'HeI_4471.50': 2.4147594896724693, 'HeI_4713.17': 1.3417310546604342, 'HeI_4921.93': 1.9687214274639508, 'HeI_5015.68': 2.246401994626731, 'HeI_5047.74': 1.2189486048192408, 'Hf': 3.1200809825473224, 'Hg': 1.571539517459998, 'Hn': 3.021659460761002, 'SiIV4116': 3.3302702190515827, 'SiIV4212': 1.205616589731087}","{'Hd': 2.274634289937982, 'He': 4.8129525411379515, 'HeI_4009.26': 0.9070910789784856, 'HeI_4026.21': 1.7137106252673913, 'HeI_4143.76': 1.0156307216567326, 'HeI_4387.93': 1.6678390488682286, 'HeI_4471.50': 2.9040715817632354, 'HeI_4713.17': 1.5958791522141096, 'HeI_4921.93': 1.8731513936324504, 'HeI_5015.68': 2.134486149888079, 'HeI_5047.74': 1.176068796442988, 'Hf': 2.5097922766521426, 'Hg': 1.8537311620824835, 'Hn': 2.323274005065169, 'SiIV4116': 3.3303705482049355, 'SiIV4212': 1.2062494385808744}","{'Hd': 2.582781850091207, 'He': 4.745287041943804, 'HeI_4009.26': 0.9228680456699567, 'HeI_4026.21': 2.3663138579683873, 'HeI_4143.76': 1.0978998996465983, 'HeI_4387.93': 1.7656733323945084, 'HeI_4471.50': 3.833157793043831, 'HeI_4713.17': 2.064194870679932, 'HeI_4921.93': 2.273389495849367, 'HeI_5015.68': 2.2380584283322076, 'HeI_5047.74': 1.1813263665961322, 'Hf': 2.3088171582488175, 'Hg': 2.4241675553465254, 'Hn': 1.986681464876414, 'SiIV4116': 3.330913543311024, 'SiIV4212': 1.2068136410678338}","{'Hd': 3.1017689198950253, 'He': 5.134777772421774, 'HeI_4009.26': 0.9948493204946021, 'HeI_4026.21': 3.122619554048793, 'HeI_4143.76': 1.2642877942621296, 'HeI_4387.93': 1.9733605763320619, 'HeI_4471.50': 4.924577264262927, 'HeI_4713.17': 2.5922066160230126, 'HeI_4921.93': 2.861533258200667, 'HeI_5015.68': 2.435118590868633, 'HeI_5047.74': 1.2182086903159477, 'Hf': 2.4191089226079785, 'Hg': 3.1768553728050324, 'Hn': 1.95595441821338, 'SiIV4116': 3.3313629754740637, 'SiIV4212': 1.2072551777081395}","{'Hd': 3.753474186174857, 'He': 5.740308074413366, 'HeI_4009.26': 1.0952300672931043, 'HeI_4026.21': 3.901558019569838, 'HeI_4143.76': 1.4700181654098092, 'HeI_4387.93': 2.238204623946728, 'HeI_4471.50': 6.023840312355856, 'HeI_4713.17': 3.1083843931332997, 'HeI_4921.93': 3.482269499702367, 'HeI_5015.68': 2.6491943867944516, 'HeI_5047.74': 1.2661730888710452, 'Hf': 2.7523723616677103, 'Hg': 4.029735532150787, 'Hn': 2.1598182376889605, 'SiIV4116': 3.331233340490434, 'SiIV4212': 1.2075481119096283}"
T15000logg2.2,"{'Hd': 7.8248739587026455, 'He': 16.030332920152325, 'HeI_4009.26': 5.710128156405032, 'HeI_4026.21': 9.703012894959512, 'HeI_4143.76': 6.944339213023358, 'HeI_4387.93': 9.15414593340861, 'HeI_4471.50': 15.351595180375726, 'HeI_4713.17': 9.947590910241622, 'HeI_4921.93': 18.833030743229784, 'HeI_5015.68': 12.292171712190077, 'HeI_5047.74': 2.737052431277892, 'Hf': 13.811999805226923, 'Hg': 5.532548200530211, 'Hn': 14.875820444875867, 'SiIV4116': 2.760420233631333, 'SiIV4212': 1.2017877479635155}","{'Hd': 6.106729328670499, 'He': 12.248966543847631, 'HeI_4009.26': 3.668676173951642, 'HeI_4026.21': 5.14597757532601, 'HeI_4143.76': 3.9844326855226386, 'HeI_4387.93': 5.533131877605945, 'HeI_4471.50': 8.144177256876247, 'HeI_4713.17': 5.389818368863971, 'HeI_4921.93': 10.215511598489224, 'HeI_5015.68': 7.168502053926818, 'HeI_5047.74': 1.9008730000134677, 'Hf': 11.396126259679706, 'Hg': 3.9605784456147957, 'Hn': 12.572283400746004, 'SiIV4116': 2.7554474153379958, 'SiIV4212': 1.202254183164047}","{'Hd': 4.739371290677357, 'He': 9.063406222627654, 'HeI_4009.26': 2.4567103348348516, 'HeI_4026.21': 2.5602056783207106, 'HeI_4143.76': 2.3357945477904534, 'HeI_4387.93': 3.4285408145334646, 'HeI_4471.50': 4.291755760095996, 'HeI_4713.17': 2.9549086132108164, 'HeI_4921.93': 5.4357343706181505, 'HeI_5015.68': 4.463095253495617, 'HeI_5047.74': 1.4614091090617074, 'Hf': 9.242799323307427, 'Hg': 2.846684410437539, 'Hn': 10.477193417082237, 'SiIV4116': 2.7504676614695116, 'SiIV4212': 1.2027471530230407}","{'Hd': 3.779562781555332, 'He': 6.564535453724732, 'HeI_4009.26': 1.7248812955391912, 'HeI_4026.21': 1.3131182881991876, 'HeI_4143.76': 1.4326987746901187, 'HeI_4387.93': 2.2613624582750544, 'HeI_4471.50': 2.544748852184467, 'HeI_4713.17': 1.8015717580695827, 'HeI_4921.93': 2.9555222419374925, 'HeI_5015.68': 3.116616742327631, 'HeI_5047.74': 1.224774707479134, 'Hf': 7.476422356906875, 'Hg': 2.202848292430101, 'Hn': 8.65783417143167, 'SiIV4116': 2.7456469295835273, 'SiIV4212': 1.2033454790190066}","{'Hd': 3.2315993983838114, 'He': 4.912939124741694, 'HeI_4009.26': 1.3313122647222557, 'HeI_4026.21': 0.9991128478128499, 'HeI_4143.76': 1.012011414762216, 'HeI_4387.93': 1.7168907696526048, 'HeI_4471.50': 2.1515621773700095, 'HeI_4713.17': 1.5012660949053793, 'HeI_4921.93': 1.9643793843024975, 'HeI_5015.68': 2.549442822032678, 'HeI_5047.74': 1.100237630518226, 'Hf': 6.159523142262183, 'Hg': 1.9934398868713143, 'Hn': 7.187367572654495, 'SiIV4116': 2.741315866163638, 'SiIV4212': 1.2038028820446018}","{'Hd': 3.033310319694365, 'He': 4.020290760428763, 'HeI_4009.26': 1.1661746216975495, 'HeI_4026.21': 1.2585260095652544, 'HeI_4143.76': 0.8830910132024337, 'HeI_4387.93': 1.5572839638065186, 'HeI_4471.50': 2.5487872064159527, 'HeI_4713.17': 1.6878227391393483, 'HeI_4921.93': 1.8713521555876098, 'HeI_5015.68': 2.396979451754337, 'HeI_5047.74': 1.046099087254637, 'Hf': 5.25987593621302, 'Hg': 2.1291208973714397, 'Hn': 6.073491570560468, 'SiIV4116': 2.7371675515660407, 'SiIV4212': 1.2041981703224913}","{'Hd': 3.108866347337283, 'He': 3.721799703349167, 'HeI_4009.26': 1.1371810505245015, 'HeI_4026.21': 1.8277937846138883, 'HeI_4143.76': 0.9317783111137996, 'HeI_4387.93': 1.614998365723465, 'HeI_4471.50': 3.4047712661303557, 'HeI_4713.17': 2.1175696321890376, 'HeI_4921.93': 2.2624222178782456, 'HeI_5015.68': 2.467683365528831, 'HeI_5047.74': 1.0448850233240747, 'Hf': 4.69922613236936, 'Hg': 2.521675289276894, 'Hn': 5.276803747521016, 'SiIV4116': 2.733120630408036, 'SiIV4212': 1.2045258448595675}","{'Hd': 3.39067592032454, 'He': 3.8327159352628017, 'HeI_4009.26': 1.1795045266292385, 'HeI_4026.21': 2.529570897366229, 'HeI_4143.76': 1.0783909119522412, 'HeI_4387.93': 1.7939468028991465, 'HeI_4471.50': 4.4447715108804315, 'HeI_4713.17': 2.6246015602274615, 'HeI_4921.93': 2.8406320082972814, 'HeI_5015.68': 2.6389982353600576, 'HeI_5047.74': 1.080362142716529, 'Hf': 4.427828357945598, 'Hg': 3.093298950593083, 'Hn': 4.7811968567928504, 'SiIV4116': 2.728979940768213, 'SiIV4212': 1.2047717494106502}","{'Hd': 3.817825573502417, 'He': 4.155511557874692, 'HeI_4009.26': 1.2566788306238474, 'HeI_4026.21': 3.2756477690832804, 'HeI_4143.76': 1.271841390285194, 'HeI_4387.93': 2.0353628911526354, 'HeI_4471.50': 5.510743472763817, 'HeI_4713.17': 3.1260594576440974, 'HeI_4921.93': 3.45462584390535, 'HeI_5015.68': 2.8330826934553643, 'HeI_5047.74': 1.1306662914332382, 'Hf': 4.384437461186784, 'Hg': 3.77737680922134, 'Hn': 4.537343703488867, 'SiIV4116': 2.724482317778122, 'SiIV4212': 1.2049187346335013}"
T15000logg2.4,"{'Hd': 11.820819184044442, 'He': 19.38776014025029, 'HeI_4009.26': 6.266024749737704, 'HeI_4026.21': 10.018878022697866, 'HeI_4143.76': 7.037562461641528, 'HeI_4387.93': 8.941166890793902, 'HeI_4471.50': 15.317650143174696, 'HeI_4713.17': 10.602162446546101, 'HeI_4921.93': 17.67687712074024, 'HeI_5015.68': 12.115818250894662, 'HeI_5047.74': 2.679343751585674, 'Hf': 21.359492144200203, 'Hg': 8.284234995536258, 'Hn': 24.170889685490856, 'SiIV4116': 2.4371851432522136, 'SiIV4212': 1.207238952382101}","{'Hd': 10.414470505440407, 'He': 16.177938873316158, 'HeI_4009.26': 4.172082282419268, 'HeI_4026.21': 5.597383963970678, 'HeI_4143.76': 4.106025779536319, 'HeI_4387.93': 5.499641952229957, 'HeI_4471.50': 8.319785609515321, 'HeI_4713.17': 5.830473497678194, 'HeI_4921.93': 9.681882135269687, 'HeI_5015.68': 7.102624698988246, 'HeI_5047.74': 1.8524622885671362, 'Hf': 19.392196994066694, 'Hg': 6.979490672881267, 'Hn': 22.195665300952847, 'SiIV4116': 2.430517634897209, 'SiIV4212': 1.207854037031753}","{'Hd': 9.237712101471121, 'He': 13.399275864787036, 'HeI_4009.26': 2.8870442421546425, 'HeI_4026.21': 2.977084793082242, 'HeI_4143.76': 2.4288406474257496, 'HeI_4387.93': 3.444686423756442, 'HeI_4471.50': 4.476927394927731, 'HeI_4713.17': 3.255106081214615, 'HeI_4921.93': 5.203230179428495, 'HeI_5015.68': 4.460600966863063, 'HeI_5047.74': 1.4168326679004546, 'Hf': 17.535977657289447, 'Hg': 6.02383670024264, 'Hn': 20.260218525526668, 'SiIV4116': 2.4231127822069154, 'SiIV4212': 1.2084657485073003}","{'Hd': 8.33930640371933, 'He': 11.136336396780715, 'HeI_4009.26': 2.0894814201571457, 'HeI_4026.21': 1.6301617429952127, 'HeI_4143.76': 1.4876271467603248, 'HeI_4387.93': 2.2788358152080512, 'HeI_4471.50': 2.6662558499569577, 'HeI_4713.17': 2.010571906187417, 'HeI_4921.93': 2.8688260643751913, 'HeI_5015.68': 3.149670114736811, 'HeI_5047.74': 1.1811242097171248, 'Hf': 15.89108518978328, 'Hg': 5.427719723409389, 'Hn': 18.444698915534264, 'SiIV4116': 2.415478367345839, 'SiIV4212': 1.2091820249555847}","{'Hd': 7.7425702598591775, 'He': 9.554622445856792, 'HeI_4009.26': 1.6443984269550314, 'HeI_4026.21': 1.2023080249564284, 'HeI_4143.76': 1.0335270474127638, 'HeI_4387.93': 1.7174898311530478, 'HeI_4471.50': 2.19088127626912, 'HeI_4713.17': 1.6543537455356325, 'HeI_4921.93': 1.9414907195042899, 'HeI_5015.68': 2.599607226318382, 'HeI_5047.74': 1.0560099943975747, 'Hf': 14.534098763057196, 'Hg': 5.172882027240593, 'Hn': 16.84861034870747, 'SiIV4116': 2.4080212817336597, 'SiIV4212': 1.2097684658133514}","{'Hd': 7.416919953116813, 'He': 8.59790126801387, 'HeI_4009.26': 1.4390594934677747, 'HeI_4026.21': 1.3561845073562278, 'HeI_4143.76': 0.8781443146775102, 'HeI_4387.93': 1.5352710511472292, 'HeI_4471.50': 2.5117233964518686, 'HeI_4713.17': 1.8073074810229786, 'HeI_4921.93': 1.8704837885783636, 'HeI_5015.68': 2.45509499586323, 'HeI_5047.74': 1.0006369839511688, 'Hf': 13.470896607796004, 'Hg': 5.197589668552256, 'Hn': 15.511846140909046, 'SiIV4116': 2.4005973783627135, 'SiIV4212': 1.2102823602937507}","{'Hd': 7.312673554344107, 'He': 8.127523409267763, 'HeI_4009.26': 1.3788156452407525, 'HeI_4026.21': 1.8371838458348888, 'HeI_4143.76': 0.9063599325336329, 'HeI_4387.93': 1.5717113154775881, 'HeI_4471.50': 3.3031801359952073, 'HeI_4713.17': 2.2165873211552034, 'HeI_4921.93': 2.2640613237925518, 'HeI_5015.68': 2.5284814930734565, 'HeI_5047.74': 0.998630971679312, 'Hf': 12.657822696252309, 'Hg': 5.436282644770787, 'Hn': 14.41673027571897, 'SiIV4116': 2.393308882389945, 'SiIV4212': 1.2107407517711923}","{'Hd': 7.389035936723423, 'He': 7.9928967717174295, 'HeI_4009.26': 1.398430935285399, 'HeI_4026.21': 2.472605288932914, 'HeI_4143.76': 1.0386988291855916, 'HeI_4387.93': 1.732845830124764, 'HeI_4471.50': 4.295319754080244, 'HeI_4713.17': 2.711518946926139, 'HeI_4921.93': 2.838761317886606, 'HeI_5015.68': 2.699758092968038, 'HeI_5047.74': 1.034898229317128, 'Hf': 12.081304627610999, 'Hg': 5.833852780147748, 'Hn': 13.575945687598251, 'SiIV4116': 2.3861226962673294, 'SiIV4212': 1.211102256258849}","{'Hd': 7.602318797634006, 'He': 8.035839231348183, 'HeI_4009.26': 1.4564844686816707, 'HeI_4026.21': 3.171389407289062, 'HeI_4143.76': 1.2220596029104633, 'HeI_4387.93': 1.958315537549939, 'HeI_4471.50': 5.328308299987965, 'HeI_4713.17': 3.203768009037264, 'HeI_4921.93': 3.4493195830389456, 'HeI_5015.68': 2.8928993927230886, 'HeI_5047.74': 1.0876595411999508, 'Hf': 11.704757920585605, 'Hg': 6.338974726411709, 'Hn': 12.961345895952237, 'SiIV4116': 2.3788466148611684, 'SiIV4212': 1.2113465237285725}"
T15000logg2.6,"{'Hd': 18.0579456790255, 'He': 25.686369086326096, 'HeI_4009.26': 6.394628610260166, 'HeI_4026.21': 9.706232366032372, 'HeI_4143.76': 6.705563089734636, 'HeI_4387.93': 8.176164385258993, 'HeI_4471.50': 13.922994429001388, 'HeI_4713.17': 10.185980757252223, 'HeI_4921.93': 15.040494931208142, 'HeI_5015.68': 10.674547534083898, 'HeI_5047.74': 2.6626415886950565, 'Hf': 31.96652744732608, 'Hg': 12.72963823228211, 'Hn': 37.17912983307326, 'SiIV4116': 2.1479435006747813, 'SiIV4212': 1.2046534694226327}","{'Hd': 16.948065411469955, 'He': 23.11961939806054, 'HeI_4009.26': 4.402216210093864, 'HeI_4026.21': 5.772481656216762, 'HeI_4143.76': 3.9827178475510037, 'HeI_4387.93': 5.1449272354140225, 'HeI_4471.50': 7.728811655590715, 'HeI_4713.17': 5.623198718787276, 'HeI_4921.93': 8.22979944777504, 'HeI_5015.68': 6.190515021577749, 'HeI_5047.74': 1.8497103940048976, 'Hf': 30.425752933539776, 'Hg': 11.693667744145413, 'Hn': 35.51671041421904, 'SiIV4116': 2.140923206837953, 'SiIV4212': 1.2051434503561984}","{'Hd': 15.98997114761519, 'He': 20.83177296097709, 'HeI_4009.26': 3.140722192911408, 'HeI_4026.21': 3.3589609630183532, 'HeI_4143.76': 2.389794872938745, 'HeI_4387.93': 3.2867987415469893, 'HeI_4471.50': 4.279822504844248, 'HeI_4713.17': 3.1570925443351605, 'HeI_4921.93': 4.3978184827585505, 'HeI_5015.68': 3.8632018096077734, 'HeI_5047.74': 1.4174396338286632, 'Hf': 28.9055081301334, 'Hg': 10.928566792851672, 'Hn': 33.80567507441453, 'SiIV4116': 2.1327190325227017, 'SiIV4212': 1.2056310732642337}","{'Hd': 15.21873654597204, 'He': 18.902489456449356, 'HeI_4009.26': 2.339824501747814, 'HeI_4026.21': 2.0715075426777516, 'HeI_4143.76': 1.482002020469804, 'HeI_4387.93': 2.2129899650573552, 'HeI_4471.50': 2.6502659846611984, 'HeI_4713.17': 1.9730690226767698, 'HeI_4921.93': 2.428107115230139, 'HeI_5015.68': 2.7444340667930467, 'HeI_5047.74': 1.1794092851474896, 'Hf': 27.477619277453847, 'Hg': 10.436063173900985, 'Hn': 32.115457626699396, 'SiIV4116': 2.123643152745754, 'SiIV4212': 1.2061998160555651}","{'Hd': 14.65977714948428, 'He': 17.489383639181938, 'HeI_4009.26': 1.88199797850784, 'HeI_4026.21': 1.6268778568955458, 'HeI_4143.76': 1.0378900306533352, 'HeI_4387.93': 1.6883905114727238, 'HeI_4471.50': 2.2410302342820194, 'HeI_4713.17': 1.6477174589606793, 'HeI_4921.93': 1.702093478795522, 'HeI_5015.68': 2.308988949816427, 'HeI_5047.74': 1.0499753552143687, 'Hf': 26.212094378641904, 'Hg': 10.202823961509448, 'Hn': 30.544066092556882, 'SiIV4116': 2.1142984604981043, 'SiIV4212': 1.2066619774084473}","{'Hd': 14.298167620130345, 'He': 16.558464788237853, 'HeI_4009.26': 1.6603891834541784, 'HeI_4026.21': 1.7306962828254657, 'HeI_4143.76': 0.8822132954221907, 'HeI_4387.93': 1.5156870298461094, 'HeI_4471.50': 2.5716955303382623, 'HeI_4713.17': 1.8156233225331486, 'HeI_4921.93': 1.7393508713010624, 'HeI_5015.68': 2.2344172531950344, 'HeI_5047.74': 0.9897267367961704, 'Hf': 25.129208341855968, 'Hg': 10.183630722558124, 'Hn': 29.140335208129702, 'SiIV4116': 2.104667071088991, 'SiIV4212': 1.2070623484181109}","{'Hd': 14.100173891987973, 'He': 15.995158511824663, 'HeI_4009.26': 1.5838605389263025, 'HeI_4026.21': 2.1531294249411963, 'HeI_4143.76': 0.905386232848732, 'HeI_4387.93': 1.5506700156291957, 'HeI_4471.50': 3.3460271520247553, 'HeI_4713.17': 2.231978256912751, 'HeI_4921.93': 2.191564492378179, 'HeI_5015.68': 2.3531364920162035, 'HeI_5047.74': 0.9839685381697296, 'Hf': 24.20448807728526, 'Hg': 10.329433184562756, 'Hn': 27.896229554271446, 'SiIV4116': 2.0950567145693983, 'SiIV4212': 1.2074191365685893}","{'Hd': 14.042768890593143, 'He': 15.680903896483454, 'HeI_4009.26': 1.5897900644544465, 'HeI_4026.21': 2.7352788679511137, 'HeI_4143.76': 1.0316569735008927, 'HeI_4387.93': 1.7059861383057466, 'HeI_4471.50': 4.313083547827248, 'HeI_4713.17': 2.7298866135518263, 'HeI_4921.93': 2.8000955312667983, 'HeI_5015.68': 2.5554631748340055, 'HeI_5047.74': 1.0194569288154622, 'Hf': 23.44730228568225, 'Hg': 10.601666489605227, 'Hn': 26.841619327817046, 'SiIV4116': 2.085589278806588, 'SiIV4212': 1.2077007672803097}","{'Hd': 14.096602739934717, 'He': 15.494577456830777, 'HeI_4009.26': 1.634758309778937, 'HeI_4026.21': 3.389903494521105, 'HeI_4143.76': 1.2091144888280265, 'HeI_4387.93': 1.9234164558832068, 'HeI_4471.50': 5.323028835345129, 'HeI_4713.17': 3.2229944420652856, 'HeI_4921.93': 3.4341923288413563, 'HeI_5015.68': 2.772251211423678, 'HeI_5047.74': 1.0744467192428977, 'Hf': 22.840372339941194, 'Hg': 10.961746185050535, 'Hn': 25.96480263405478, 'SiIV4116': 2.0761231947560694, 'SiIV4212': 1.2078895417251978}"
T15000logg2.8,"{'Hd': 28.20945832996383, 'He': 36.75224496971329, 'HeI_4009.26': 6.442227233281842, 'HeI_4026.21': 10.837847840839908, 'HeI_4143.76': 6.4802146065918285, 'HeI_4387.93': 7.909361786105157, 'HeI_4471.50': 15.484098487176544, 'HeI_4713.17': 10.243729891706176, 'HeI_4921.93': 14.949129360909776, 'HeI_5015.68': 10.718269812174993, 'HeI_5047.74': 2.64574322511432, 'Hf': 48.455417345916686, 'Hg': 20.780051578229802, 'Hn': 54.91970254026991, 'SiIV4116': 1.921995936262962, 'SiIV4212': 1.203590414650628}","{'Hd': 27.11753528505596, 'He': 34.49634793675252, 'HeI_4009.26': 4.5774565243949885, 'HeI_4026.21': 6.925815795009, 'HeI_4143.76': 3.9221807062154634, 'HeI_4387.93': 5.080187265250513, 'HeI_4471.50': 8.926055091439379, 'HeI_4713.17': 5.668781165008974, 'HeI_4921.93': 8.280399687261811, 'HeI_5015.68': 6.238773135927892, 'HeI_5047.74': 1.859725571490631, 'Hf': 46.982341637324986, 'Hg': 19.682006419350152, 'Hn': 53.41379408954257, 'SiIV4116': 1.9137008280488073, 'SiIV4212': 1.2039629566005448}","{'Hd': 26.1722042488, 'He': 32.4466118352213, 'HeI_4009.26': 3.361890182273058, 'HeI_4026.21': 4.4570282237313235, 'HeI_4143.76': 2.3927886469806086, 'HeI_4387.93': 3.306262690478904, 'HeI_4471.50': 5.1910222265658685, 'HeI_4713.17': 3.1943064282280984, 'HeI_4921.93': 4.5001412876843485, 'HeI_5015.68': 3.920245152848871, 'HeI_5047.74': 1.4393661171915633, 'Hf': 45.51394050655757, 'Hg': 18.866181303494674, 'Hn': 51.830355275101205, 'SiIV4116': 1.9038113637129066, 'SiIV4212': 1.204336382550326}","{'Hd': 25.388028051182207, 'He': 30.661565988376836, 'HeI_4009.26': 2.5734495318095485, 'HeI_4026.21': 3.0709067104969003, 'HeI_4143.76': 1.5067977953484002, 'HeI_4387.93': 2.260652664885241, 'HeI_4471.50': 3.325447436016156, 'HeI_4713.17': 2.003116656996463, 'HeI_4921.93': 2.5294835016048114, 'HeI_5015.68': 2.8079770818787426, 'HeI_5047.74': 1.2055874049644093, 'Hf': 44.0956139957881, 'Hg': 18.312913224908304, 'Hn': 50.218234917295696, 'SiIV4116': 1.892611311442619, 'SiIV4212': 1.2047656137752585}","{'Hd': 24.781894136293232, 'He': 29.284152744426212, 'HeI_4009.26': 2.112746586167306, 'HeI_4026.21': 2.5164340145837834, 'HeI_4143.76': 1.065100163678556, 'HeI_4387.93': 1.7353790284464516, 'HeI_4471.50': 2.7291764933730858, 'HeI_4713.17': 1.6725968822169794, 'HeI_4921.93': 1.7794206273971749, 'HeI_5015.68': 2.3723983698648006, 'HeI_5047.74': 1.0769530430689913, 'Hf': 42.78366892787615, 'Hg': 17.99837133222875, 'Hn': 48.663604156606425, 'SiIV4116': 1.880978032937225, 'SiIV4212': 1.2051130339733533}","{'Hd': 24.338041734937356, 'He': 28.293678971754925, 'HeI_4009.26': 1.881168230714055, 'HeI_4026.21': 2.51520380275461, 'HeI_4143.76': 0.9039141759201416, 'HeI_4387.93': 1.5496627632265387, 'HeI_4471.50': 2.91819654493501, 'HeI_4713.17': 1.836791072052791, 'HeI_4921.93': 1.790460244707626, 'HeI_5015.68': 2.292845914935856, 'HeI_5047.74': 1.0157783975581292, 'Hf': 41.59584849656473, 'Hg': 17.87554489389327, 'Hn': 47.21293112924356, 'SiIV4116': 1.8689739166659527, 'SiIV4212': 1.2054110563956917}","{'Hd': 24.02359383725618, 'He': 27.596796461788678, 'HeI_4009.26': 1.7921267672625294, 'HeI_4026.21': 2.842625148277327, 'HeI_4143.76': 0.9179632545502309, 'HeI_4387.93': 1.5675295009173016, 'HeI_4471.50': 3.585378691771373, 'HeI_4713.17': 2.2501253416711724, 'HeI_4921.93': 2.2197870700986386, 'HeI_5015.68': 2.405450955914779, 'HeI_5047.74': 1.008448110377745, 'Hf': 40.509002902477384, 'Hg': 17.8947371124837, 'Hn': 45.857839540374584, 'SiIV4116': 1.8570191480831568, 'SiIV4212': 1.2056765190741365}","{'Hd': 23.8232490777134, 'He': 27.100444274729007, 'HeI_4009.26': 1.7861946942226414, 'HeI_4026.21': 3.3452993847088117, 'HeI_4143.76': 1.0347661918576787, 'HeI_4387.93': 1.7051432630836896, 'HeI_4471.50': 4.475207212382607, 'HeI_4713.17': 2.746129936595557, 'HeI_4921.93': 2.810619671363433, 'HeI_5015.68': 2.6010283980003375, 'HeI_5047.74': 1.042811474951911, 'Hf': 39.54258229055235, 'Hg': 18.02319484214139, 'Hn': 44.63579575304162, 'SiIV4116': 1.8452895069392596, 'SiIV4212': 1.2058856616089604}","{'Hd': 23.713428059814806, 'He': 26.69594334341376, 'HeI_4009.26': 1.8191582556845127, 'HeI_4026.21': 3.93560296683171, 'HeI_4143.76': 1.2036722405299274, 'HeI_4387.93': 1.9057185421087435, 'HeI_4471.50': 5.427923357732023, 'HeI_4713.17': 3.237471216461916, 'HeI_4921.93': 3.4319190014760066, 'HeI_5015.68': 2.8113899568758396, 'HeI_5047.74': 1.0975449154664454, 'Hf': 38.68861802940109, 'Hg': 18.22688721242637, 'Hn': 43.54415905559702, 'SiIV4116': 1.8336268479629254, 'SiIV4212': 1.2060253071512859}"
