,vsini100,vsini105,vsini110,vsini115,vsini120,vsini125,vsini130,vsini135,vsini140,vsini145,vsini150,vsini155,vsini160,vsini165,vsini170,vsini175,vsini180,vsini185,vsini190,vsini195,vsini200,vsini205,vsini210,vsini215,vsini220,vsini225,vsini230,vsini235,vsini240,vsini245,vsini250
T15000logg2.0,"{'He I: 4713.17': 3.93964154418108, 'H$\\beta$: 4861.33': 10.246367678374567, 'He I: 4921.93': 12.295608842983414, 'He I: 5015.68': 9.894936799199433, 'He I: 5047.74': 2.359186235000331}","{'He I: 4713.17': 3.4169023735998065, 'H$\\beta$: 4861.33': 8.474145233152786, 'He I: 4921.93': 10.756553939376113, 'He I: 5015.68': 8.90299313894742, 'He I: 5047.74': 2.1632471002077542}","{'He I: 4713.17': 2.968155267611383, 'H$\\beta$: 4861.33': 6.897203224514168, 'He I: 4921.93': 9.394770847396694, 'He I: 5015.68': 8.02993488423187, 'He I: 5047.74': 1.9893555791285198}","{'He I: 4713.17': 2.565225859060047, 'H$\\beta$: 4861.33': 5.531590835032983, 'He I: 4921.93': 8.153385052533752, 'He I: 5015.68': 7.244467431043178, 'He I: 5047.74': 1.829802327009447}","{'He I: 4713.17': 2.242939792899718, 'H$\\beta$: 4861.33': 4.467889110891103, 'He I: 4921.93': 7.128955482613056, 'He I: 5015.68': 6.605531485403885, 'He I: 5047.74': 1.6967297717567176}","{'He I: 4713.17': 1.9795809797155368, 'H$\\beta$: 4861.33': 3.599475776016354, 'He I: 4921.93': 6.245398521084638, 'He I: 5015.68': 6.0577196288848265, 'He I: 5047.74': 1.5793120705598782}","{'He I: 4713.17': 1.7543881289518677, 'H$\\beta$: 4861.33': 2.92445019108088, 'He I: 4921.93': 5.453686959510115, 'He I: 5015.68': 5.5713423628005545, 'He I: 5047.74': 1.4709176764006673}","{'He I: 4713.17': 1.5867562222312572, 'H$\\beta$: 4861.33': 2.4805409015237943, 'He I: 4921.93': 4.815270565827159, 'He I: 5015.68': 5.1828631570393195, 'He I: 5047.74': 1.380417304455273}","{'He I: 4713.17': 1.4647199550704308, 'H$\\beta$: 4861.33': 2.2171806507731624, 'He I: 4921.93': 4.286258988148744, 'He I: 5015.68': 4.859596359505474, 'He I: 5047.74': 1.3014232873739986}","{'He I: 4713.17': 1.375162482748467, 'H$\\beta$: 4861.33': 2.1283846709531495, 'He I: 4921.93': 3.828442912880677, 'He I: 5015.68': 4.5763436712582655, 'He I: 5047.74': 1.2288093409912395}","{'He I: 4713.17': 1.3259682075122459, 'H$\\beta$: 4861.33': 2.21131794272361, 'He I: 4921.93': 3.478898275889289, 'He I: 5015.68': 4.3571589690889265, 'He I: 5047.74': 1.169054407632037}","{'He I: 4713.17': 1.310198823320692, 'H$\\beta$: 4861.33': 2.4524067771377656, 'He I: 4921.93': 3.213143661745022, 'He I: 5015.68': 4.183780494003472, 'He I: 5047.74': 1.1183271066644733}","{'He I: 4713.17': 1.3209716257412367, 'H$\\beta$: 4861.33': 2.8490106167150397, 'He I: 4921.93': 3.0046170086637902, 'He I: 5015.68': 4.036940053227258, 'He I: 5047.74': 1.0729219078134036}","{'He I: 4713.17': 1.3577182321095569, 'H$\\beta$: 4861.33': 3.3676597376717554, 'He I: 4921.93': 2.872404527873499, 'He I: 5015.68': 3.933226366317804, 'He I: 5047.74': 1.0372764606069047}","{'He I: 4713.17': 1.4158207850892899, 'H$\\beta$: 4861.33': 4.018162893923695, 'He I: 4921.93': 2.8026947943727443, 'He I: 5015.68': 3.8628045040546954, 'He I: 5047.74': 1.0091180518067038}","{'He I: 4713.17': 1.4929087975050528, 'H$\\beta$: 4861.33': 4.805120139150701, 'He I: 4921.93': 2.7783144686091514, 'He I: 5015.68': 3.8114517435330617, 'He I: 5047.74': 0.986074709591251}","{'He I: 4713.17': 1.5836797253565384, 'H$\\beta$: 4861.33': 5.672950945255758, 'He I: 4921.93': 2.8048068145494227, 'He I: 5015.68': 3.789550854672918, 'He I: 5047.74': 0.970640117548609}","{'He I: 4713.17': 1.6848796219910556, 'H$\\beta$: 4861.33': 6.64525404439651, 'He I: 4921.93': 2.8739115760038736, 'He I: 5015.68': 3.791231486701849, 'He I: 5047.74': 0.9612827189886209}","{'He I: 4713.17': 1.797584562754172, 'H$\\beta$: 4861.33': 7.735165495903457, 'He I: 4921.93': 2.9757057810856367, 'He I: 5015.68': 3.8056059946186034, 'He I: 5047.74': 0.9565638473699357}","{'He I: 4713.17': 1.9150275814801172, 'H$\\beta$: 4861.33': 8.872014709370573, 'He I: 4921.93': 3.1078316272783373, 'He I: 5015.68': 3.837829834484901, 'He I: 5047.74': 0.9571123975154927}","{'He I: 4713.17': 2.034808727365292, 'H$\\beta$: 4861.33': 10.086217618805303, 'He I: 4921.93': 3.265319944793594, 'He I: 5015.68': 3.8834866427428625, 'He I: 5047.74': 0.961715950345001}","{'He I: 4713.17': 2.1604088231054144, 'H$\\beta$: 4861.33': 11.399138087293647, 'He I: 4921.93': 3.4439235809947024, 'He I: 5015.68': 3.9339441541836373, 'He I: 5047.74': 0.9696152723069431}","{'He I: 4713.17': 2.285347927467232, 'H$\\beta$: 4861.33': 12.730726891380536, 'He I: 4921.93': 3.637712031175901, 'He I: 5015.68': 3.991361618384887, 'He I: 5047.74': 0.9802776756964358}","{'He I: 4713.17': 2.4079428842178228, 'H$\\beta$: 4861.33': 14.11275865113097, 'He I: 4921.93': 3.843229453273489, 'He I: 5015.68': 4.051957545374871, 'He I: 5047.74': 0.9927665503334014}","{'He I: 4713.17': 2.5333056183731855, 'H$\\beta$: 4861.33': 15.573976290021289, 'He I: 4921.93': 4.0591136519350375, 'He I: 5015.68': 4.108276864437688, 'He I: 5047.74': 1.0066805138452584}","{'He I: 4713.17': 2.655658210349511, 'H$\\beta$: 4861.33': 17.030163334242616, 'He I: 4921.93': 4.277846001578685, 'He I: 5015.68': 4.162674938913062, 'He I: 5047.74': 1.02117413921834}","{'He I: 4713.17': 2.7735849380268216, 'H$\\beta$: 4861.33': 18.51081635908186, 'He I: 4921.93': 4.496460340873546, 'He I: 5015.68': 4.21289452034722, 'He I: 5047.74': 1.0357870601114503}","{'He I: 4713.17': 2.8924247386238413, 'H$\\beta$: 4861.33': 20.05143769425743, 'He I: 4921.93': 4.714271293005768, 'He I: 5015.68': 4.252702821458143, 'He I: 5047.74': 1.0503355393358043}","{'He I: 4713.17': 3.0067133694000234, 'H$\\beta$: 4861.33': 21.56825543384705, 'He I: 4921.93': 4.925105827919812, 'He I: 5015.68': 4.28726151172982, 'He I: 5047.74': 1.0644855327401}","{'He I: 4713.17': 3.1153382601714075, 'H$\\beta$: 4861.33': 23.086516450498806, 'He I: 4921.93': 5.127089792295847, 'He I: 5015.68': 4.316421156442008, 'He I: 5047.74': 1.0782822489653645}","{'He I: 4713.17': 3.2230268083844473, 'H$\\beta$: 4861.33': 24.647689562471317, 'He I: 4921.93': 5.3195472437993025, 'He I: 5015.68': 4.335008119265995, 'He I: 5047.74': 1.091828311998142}"
T15000logg2.2,"{'He I: 4713.17': 4.8114542635475965, 'H$\\beta$: 4861.33': 14.653858734560464, 'He I: 4921.93': 12.255789852400454, 'He I: 5015.68': 11.242592718042891, 'He I: 5047.74': 2.5485706567972737}","{'He I: 4713.17': 4.206908394258084, 'H$\\beta$: 4861.33': 13.032514352924597, 'He I: 4921.93': 10.782019484090679, 'He I: 5015.68': 10.212655724628814, 'He I: 5047.74': 2.340149057718073}","{'He I: 4713.17': 3.683940396081453, 'H$\\beta$: 4861.33': 11.563021348017692, 'He I: 4921.93': 9.47520870786973, 'He I: 5015.68': 9.303370459480423, 'He I: 5047.74': 2.154610366281566}","{'He I: 4713.17': 3.2100076559967117, 'H$\\beta$: 4861.33': 10.257884253183166, 'He I: 4921.93': 8.281734786758545, 'He I: 5015.68': 8.482221901362543, 'He I: 5047.74': 1.9839315766516503}","{'He I: 4713.17': 2.826194810452809, 'H$\\beta$: 4861.33': 9.209002371105711, 'He I: 4921.93': 7.294876018953742, 'He I: 5015.68': 7.810861149450867, 'He I: 5047.74': 1.8411904556341492}","{'He I: 4713.17': 2.5077353129270024, 'H$\\beta$: 4861.33': 8.317044051635195, 'He I: 4921.93': 6.442421338830654, 'He I: 5015.68': 7.231843616051462, 'He I: 5047.74': 1.714948911277395}","{'He I: 4713.17': 2.229955320127553, 'H$\\beta$: 4861.33': 7.577794455296568, 'He I: 4921.93': 5.677730258581398, 'He I: 5015.68': 6.714341799035236, 'He I: 5047.74': 1.5981998659525807}","{'He I: 4713.17': 2.016736501298911, 'H$\\beta$: 4861.33': 7.03889355022214, 'He I: 4921.93': 5.060196591623166, 'He I: 5015.68': 6.297498211874155, 'He I: 5047.74': 1.500434147711833}","{'He I: 4713.17': 1.8541877549628938, 'H$\\beta$: 4861.33': 6.6488504979204714, 'He I: 4921.93': 4.548017807721977, 'He I: 5015.68': 5.9472923752459455, 'He I: 5047.74': 1.4148299046252877}","{'He I: 4713.17': 1.7257376353209575, 'H$\\beta$: 4861.33': 6.39839370939664, 'He I: 4921.93': 4.104642414461284, 'He I: 5015.68': 5.63738486975843, 'He I: 5047.74': 1.335856915933736}","{'He I: 4713.17': 1.6425986866364217, 'H$\\beta$: 4861.33': 6.300608333799799, 'He I: 4921.93': 3.765759433241554, 'He I: 5015.68': 5.3940499435748235, 'He I: 5047.74': 1.2704737263901695}","{'He I: 4713.17': 1.5966682900491052, 'H$\\beta$: 4861.33': 6.336227664847319, 'He I: 4921.93': 3.5079758952443134, 'He I: 5015.68': 5.198052778710493, 'He I: 5047.74': 1.214594981792917}","{'He I: 4713.17': 1.5780531367660138, 'H$\\beta$: 4861.33': 6.497407802154207, 'He I: 4921.93': 3.305781991532591, 'He I: 5015.68': 5.028832801486489, 'He I: 5047.74': 1.1641911387472506}","{'He I: 4713.17': 1.5887627207906063, 'H$\\beta$: 4861.33': 6.770678705508959, 'He I: 4921.93': 3.177399895476062, 'He I: 5015.68': 4.904634827197527, 'He I: 5047.74': 1.124106202863071}","{'He I: 4713.17': 1.6234522683370918, 'H$\\beta$: 4861.33': 7.15754340051249, 'He I: 4921.93': 3.1096189143177155, 'He I: 5015.68': 4.814791821842395, 'He I: 5047.74': 1.0918772121908282}","{'He I: 4713.17': 1.6770511140751918, 'H$\\beta$: 4861.33': 7.655065016512295, 'He I: 4921.93': 3.0859287601140544, 'He I: 5015.68': 4.743626955441564, 'He I: 5047.74': 1.0647838158726803}","{'He I: 4713.17': 1.746420619094866, 'H$\\beta$: 4861.33': 8.230186247121646, 'He I: 4921.93': 3.111540162521901, 'He I: 5015.68': 4.702988887082187, 'He I: 5047.74': 1.0456108116641223}","{'He I: 4713.17': 1.827864275361622, 'H$\\beta$: 4861.33': 8.896839644385414, 'He I: 4921.93': 3.1785903446431583, 'He I: 5015.68': 4.686315932456322, 'He I: 5047.74': 1.0326569797955372}","{'He I: 4713.17': 1.9199816706600343, 'H$\\beta$: 4861.33': 9.658304476162352, 'He I: 4921.93': 3.2775662042575395, 'He I: 5015.68': 4.681095272680611, 'He I: 5047.74': 1.0241247055910896}","{'He I: 4713.17': 2.018014154789927, 'H$\\beta$: 4861.33': 10.467900937463241, 'He I: 4921.93': 3.4059371233776843, 'He I: 5015.68': 4.693991954360346, 'He I: 5047.74': 1.0209454280908605}","{'He I: 4713.17': 2.1193177753519445, 'H$\\beta$: 4861.33': 11.345491429880633, 'He I: 4921.93': 3.558864345122498, 'He I: 5015.68': 4.720064734147165, 'He I: 5047.74': 1.0217902704598931}","{'He I: 4713.17': 2.2249100351358306, 'H$\\beta$: 4861.33': 12.300307045166255, 'He I: 4921.93': 3.7320623908455555, 'He I: 5015.68': 4.748857668235961, 'He I: 5047.74': 1.0255314910481896}","{'He I: 4713.17': 2.3303280836115836, 'H$\\beta$: 4861.33': 13.277362425938811, 'He I: 4921.93': 3.919544276785042, 'He I: 5015.68': 4.784498607080827, 'He I: 5047.74': 1.0320388783077323}","{'He I: 4713.17': 2.4339012964032656, 'H$\\beta$: 4861.33': 14.297214860569579, 'He I: 4921.93': 4.117914537600701, 'He I: 5015.68': 4.82295399463094, 'He I: 5047.74': 1.04033266430934}","{'He I: 4713.17': 2.538241344230097, 'H$\\beta$: 4861.33': 15.374880168192659, 'He I: 4921.93': 4.325448891326351, 'He I: 5015.68': 4.85477380989, 'He I: 5047.74': 1.0496449506257262}","{'He I: 4713.17': 2.639861392420092, 'H$\\beta$: 4861.33': 16.45258557550338, 'He I: 4921.93': 4.534998920323153, 'He I: 5015.68': 4.8846261272343705, 'He I: 5047.74': 1.0595915340034088}","{'He I: 4713.17': 2.7376461630809885, 'H$\\beta$: 4861.33': 17.548426348530082, 'He I: 4921.93': 4.743773048545317, 'He I: 5015.68': 4.910165458375533, 'He I: 5047.74': 1.0697025053466127}","{'He I: 4713.17': 2.834441601903212, 'H$\\beta$: 4861.33': 18.683267807314305, 'He I: 4921.93': 4.950495107707425, 'He I: 5015.68': 4.922919072985895, 'He I: 5047.74': 1.0794000044908971}","{'He I: 4713.17': 2.927144768681524, 'H$\\beta$: 4861.33': 19.800904472566142, 'He I: 4921.93': 5.1497654231230445, 'He I: 5015.68': 4.930577565690092, 'He I: 5047.74': 1.0887977628352037}","{'He I: 4713.17': 3.015042846064878, 'H$\\beta$: 4861.33': 20.915259260647026, 'He I: 4921.93': 5.3399446469883385, 'He I: 5015.68': 4.933047290271711, 'He I: 5047.74': 1.097955873730023}","{'He I: 4713.17': 3.1002895630068745, 'H$\\beta$: 4861.33': 22.051870131123614, 'He I: 4921.93': 5.519525610071638, 'He I: 5015.68': 4.922852537246438, 'He I: 5047.74': 1.1065796710977902}"
T15000logg2.4,"{'He I: 4713.17': 5.321488758566167, 'H$\\beta$: 4861.33': 35.18713735045823, 'He I: 4921.93': 11.83639177561135, 'He I: 5015.68': 11.269365643491144, 'He I: 5047.74': 2.455155308011974}","{'He I: 4713.17': 4.680110268834828, 'H$\\beta$: 4861.33': 33.664479772276096, 'He I: 4921.93': 10.452844223128157, 'He I: 5015.68': 10.264535118137696, 'He I: 5047.74': 2.2572697079825628}","{'He I: 4713.17': 4.123525047586415, 'H$\\beta$: 4861.33': 32.26196068371441, 'He I: 4921.93': 9.22481045259043, 'He I: 5015.68': 9.37804018716786, 'He I: 5047.74': 2.08128331494163}","{'He I: 4713.17': 3.6172152182577166, 'H$\\beta$: 4861.33': 30.98867552049378, 'He I: 4921.93': 8.102414077741866, 'He I: 5015.68': 8.577978926770388, 'He I: 5047.74': 1.9195919429489623}","{'He I: 4713.17': 3.2051429403959917, 'H$\\beta$: 4861.33': 29.93770429186894, 'He I: 4921.93': 7.173668517478423, 'He I: 5015.68': 7.924187678447079, 'He I: 5047.74': 1.7845641635591865}","{'He I: 4713.17': 2.86124843454386, 'H$\\beta$: 4861.33': 29.012594321703087, 'He I: 4921.93': 6.371234956087604, 'He I: 5015.68': 7.360525051399408, 'He I: 5047.74': 1.665372798439862}","{'He I: 4713.17': 2.559060323358415, 'H$\\beta$: 4861.33': 28.20672314815116, 'He I: 4921.93': 5.65150612558647, 'He I: 5015.68': 6.856902779878657, 'He I: 5047.74': 1.5553915724186953}","{'He I: 4713.17': 2.324535134651258, 'H$\\beta$: 4861.33': 27.57632985575439, 'He I: 4921.93': 5.0704689292599125, 'He I: 5015.68': 6.451457713990405, 'He I: 5047.74': 1.4635131410482753}","{'He I: 4713.17': 2.1429475464207415, 'H$\\beta$: 4861.33': 27.066715745639634, 'He I: 4921.93': 4.589132782535167, 'He I: 5015.68': 6.111056505851151, 'He I: 5047.74': 1.3832748872943421}","{'He I: 4713.17': 1.9960933025642482, 'H$\\beta$: 4861.33': 26.66539152757747, 'He I: 4921.93': 4.17331574706833, 'He I: 5015.68': 5.810061121305965, 'He I: 5047.74': 1.309448680914767}","{'He I: 4713.17': 1.8967343998442636, 'H$\\beta$: 4861.33': 26.399752386932608, 'He I: 4921.93': 3.856454916094207, 'He I: 5015.68': 5.574038916731039, 'He I: 5047.74': 1.2485270551282386}","{'He I: 4713.17': 1.836268323634737, 'H$\\beta$: 4861.33': 26.243513252675502, 'He I: 4921.93': 3.616743536597552, 'He I: 5015.68': 5.384277709003087, 'He I: 5047.74': 1.196659703723886}","{'He I: 4713.17': 1.8033503800692743, 'H$\\beta$: 4861.33': 26.183765903673986, 'He I: 4921.93': 3.4303524000243826, 'He I: 5015.68': 5.22070946066502, 'He I: 5047.74': 1.150093071831084}","{'He I: 4713.17': 1.801244661034907, 'H$\\beta$: 4861.33': 26.22551291919447, 'He I: 4921.93': 3.3140400284085434, 'He I: 5015.68': 5.101023259821802, 'He I: 5047.74': 1.113335563571494}","{'He I: 4713.17': 1.8242824372745385, 'H$\\beta$: 4861.33': 26.361005003279242, 'He I: 4921.93': 3.2555263023896943, 'He I: 5015.68': 5.0148124961102365, 'He I: 5047.74': 1.0840617614637729}","{'He I: 4713.17': 1.8660869039602461, 'H$\\beta$: 4861.33': 26.579921365221814, 'He I: 4921.93': 3.239536074803823, 'He I: 5015.68': 4.946686281853308, 'He I: 5047.74': 1.059755485306944}","{'He I: 4713.17': 1.9246170475802684, 'H$\\beta$: 4861.33': 26.87082784224357, 'He I: 4921.93': 3.2703918146870143, 'He I: 5015.68': 4.908127398149326, 'He I: 5047.74': 1.0429251757651916}","{'He I: 4713.17': 1.995959182237036, 'H$\\beta$: 4861.33': 27.237162612890906, 'He I: 4921.93': 3.3407773117163853, 'He I: 5015.68': 4.892692298404258, 'He I: 5047.74': 1.031943932502712}","{'He I: 4713.17': 2.0774852955754426, 'H$\\beta$: 4861.33': 27.672293554196436, 'He I: 4921.93': 3.442008935373656, 'He I: 5015.68': 4.8879892318055225, 'He I: 5047.74': 1.0251561017098783}","{'He I: 4713.17': 2.165461369454973, 'H$\\beta$: 4861.33': 28.153610081549452, 'He I: 4921.93': 3.5710158370713043, 'He I: 5015.68': 4.900544309858223, 'He I: 5047.74': 1.0233527811002134}","{'He I: 4713.17': 2.25713714337057, 'H$\\beta$: 4861.33': 28.689678699735406, 'He I: 4921.93': 3.7232522386825866, 'He I: 5015.68': 4.925475102087345, 'He I: 5047.74': 1.0252670389335201}","{'He I: 4713.17': 2.352310775243037, 'H$\\beta$: 4861.33': 29.277271895463574, 'He I: 4921.93': 3.8948559892369206, 'He I: 5015.68': 4.952279950096613, 'He I: 5047.74': 1.029865561089335}","{'He I: 4713.17': 2.4475607509408213, 'H$\\beta$: 4861.33': 29.88750403410982, 'He I: 4921.93': 4.07953041320052, 'He I: 5015.68': 4.9852452729372265, 'He I: 5047.74': 1.0369651339894124}","{'He I: 4713.17': 2.5412175751013844, 'H$\\beta$: 4861.33': 30.529067118868216, 'He I: 4921.93': 4.27405491229341, 'He I: 5015.68': 5.020429988115953, 'He I: 5047.74': 1.045641933138729}","{'He I: 4713.17': 2.6346336766838796, 'H$\\beta$: 4861.33': 31.20255569609656, 'He I: 4921.93': 4.476850011471887, 'He I: 5015.68': 5.048216636938323, 'He I: 5047.74': 1.05519863066614}","{'He I: 4713.17': 2.7254807583349434, 'H$\\beta$: 4861.33': 31.878485444972902, 'He I: 4921.93': 4.6808231473838875, 'He I: 5015.68': 5.07364955080013, 'He I: 5047.74': 1.0652541719394484}","{'He I: 4713.17': 2.812793463874689, 'H$\\beta$: 4861.33': 32.56295688684453, 'He I: 4921.93': 4.883379175295898, 'He I: 5015.68': 5.094471008947666, 'He I: 5047.74': 1.0753719764152772}","{'He I: 4713.17': 2.898160224992331, 'H$\\beta$: 4861.33': 33.260852416338295, 'He I: 4921.93': 5.083202851770733, 'He I: 5015.68': 5.101900327034715, 'He I: 5047.74': 1.0850044512215866}","{'He I: 4713.17': 2.979678377053162, 'H$\\beta$: 4861.33': 33.94596525447645, 'He I: 4921.93': 5.275208278061669, 'He I: 5015.68': 5.104085407647455, 'He I: 5047.74': 1.094272985826808}","{'He I: 4713.17': 3.0568430579373254, 'H$\\beta$: 4861.33': 34.62042944136296, 'He I: 4921.93': 5.457954139281892, 'He I: 5015.68': 5.101004060724419, 'He I: 5047.74': 1.1032499151279995}","{'He I: 4713.17': 3.1305112570820497, 'H$\\beta$: 4861.33': 35.29189052126016, 'He I: 4921.93': 5.629756261397909, 'He I: 5015.68': 5.084782813837166, 'He I: 5047.74': 1.1116446062722636}"
T15000logg2.6,"{'He I: 4713.17': 5.125898884689555, 'H$\\beta$: 4861.33': 60.17689269713605, 'He I: 4921.93': 9.93792810860031, 'He I: 5015.68': 9.593311449787382, 'He I: 5047.74': 2.1996357935058533}","{'He I: 4713.17': 4.511896906327604, 'H$\\beta$: 4861.33': 58.849699215714374, 'He I: 4921.93': 8.754863406591616, 'He I: 5015.68': 8.713061181841994, 'He I: 5047.74': 2.0253110358439117}","{'He I: 4713.17': 3.9794982868388606, 'H$\\beta$: 4861.33': 57.61624274041222, 'He I: 4921.93': 7.70667442421034, 'He I: 5015.68': 7.940653727748741, 'He I: 5047.74': 1.8707036811973945}","{'He I: 4713.17': 3.495836722763554, 'H$\\beta$: 4861.33': 56.482435313726505, 'He I: 4921.93': 6.751491080282928, 'He I: 5015.68': 7.2479671807286286, 'He I: 5047.74': 1.7291613067334637}","{'He I: 4713.17': 3.102879644449822, 'H$\\beta$: 4861.33': 55.53274542598214, 'He I: 4921.93': 5.964263454749819, 'He I: 5015.68': 6.686195314038028, 'He I: 5047.74': 1.6114536146212557}","{'He I: 4713.17': 2.775713919294205, 'H$\\beta$: 4861.33': 54.68100685922439, 'He I: 4921.93': 5.2878866064760155, 'He I: 5015.68': 6.2059243151989465, 'He I: 5047.74': 1.5080529002752334}","{'He I: 4713.17': 2.4892087825793325, 'H$\\beta$: 4861.33': 53.919178917956074, 'He I: 4921.93': 4.685811114506164, 'He I: 5015.68': 5.780950851761843, 'He I: 5047.74': 1.4131845239109064}","{'He I: 4713.17': 2.2678830807291046, 'H$\\beta$: 4861.33': 53.30251734686478, 'He I: 4921.93': 4.204723953165123, 'He I: 5015.68': 5.443163337524024, 'He I: 5047.74': 1.3344506531373097}","{'He I: 4713.17': 2.0976478669407004, 'H$\\beta$: 4861.33': 52.77946496613042, 'He I: 4921.93': 3.8118414289484974, 'He I: 5015.68': 5.163720121460568, 'He I: 5047.74': 1.2661973144275966}","{'He I: 4713.17': 1.961326928858162, 'H$\\beta$: 4861.33': 52.33608065748199, 'He I: 4921.93': 3.478930419672044, 'He I: 5015.68': 4.920622873652313, 'He I: 5047.74': 1.2039495833458012}","{'He I: 4713.17': 1.8706976997403204, 'H$\\beta$: 4861.33': 52.00503446545858, 'He I: 4921.93': 3.232526493345282, 'He I: 5015.68': 4.734726772501683, 'He I: 5047.74': 1.1531839561733273}","{'He I: 4713.17': 1.8175190024133736, 'H$\\beta$: 4861.33': 51.75838145532669, 'He I: 4921.93': 3.0545406092698824, 'He I: 5015.68': 4.589962874603904, 'He I: 5047.74': 1.110556130676848}","{'He I: 4713.17': 1.7912155981626046, 'H$\\beta$: 4861.33': 51.58071702911308, 'He I: 4921.93': 2.9259924085914357, 'He I: 5015.68': 4.469435578923443, 'He I: 5047.74': 1.0729243555651087}","{'He I: 4713.17': 1.794430803538093, 'H$\\beta$: 4861.33': 51.48746576114323, 'He I: 4921.93': 2.8585618550149188, 'He I: 5015.68': 4.387129412361733, 'He I: 5047.74': 1.0439861533330645}","{'He I: 4713.17': 1.8217318238718923, 'H$\\beta$: 4861.33': 51.4660686722374, 'He I: 4921.93': 2.8422159183095146, 'He I: 5015.68': 4.334296581444229, 'He I: 5047.74': 1.0217375466836105}","{'He I: 4713.17': 1.8673616233593588, 'H$\\beta$: 4861.33': 51.50189818461017, 'He I: 4921.93': 2.8656466276981836, 'He I: 5015.68': 4.29834934856393, 'He I: 5047.74': 1.0041805976238536}","{'He I: 4713.17': 1.9288920968425205, 'H$\\beta$: 4861.33': 51.59793705243472, 'He I: 4921.93': 2.9295491004780123, 'He I: 5015.68': 4.287873261941389, 'He I: 5047.74': 0.9932234009999349}","{'He I: 4713.17': 2.002544487192548, 'H$\\beta$: 4861.33': 51.75082903781413, 'He I: 4921.93': 3.0280054436547843, 'He I: 5015.68': 4.297522649287499, 'He I: 5047.74': 0.9874601095499124}","{'He I: 4713.17': 2.0861601118260644, 'H$\\beta$: 4861.33': 51.947458994789486, 'He I: 4921.93': 3.155575182292542, 'He I: 5015.68': 4.317382340708891, 'He I: 5047.74': 0.9856677823262624}","{'He I: 4713.17': 2.175733731110207, 'H$\\beta$: 4861.33': 52.18270361542459, 'He I: 4921.93': 3.3065057018979456, 'He I: 5015.68': 4.351670538476379, 'He I: 5047.74': 0.9882017674702293}","{'He I: 4713.17': 2.2685760173525575, 'H$\\beta$: 4861.33': 52.45700112990844, 'He I: 4921.93': 3.4770826541295885, 'He I: 5015.68': 4.396304360233909, 'He I: 5047.74': 0.9939616441772343}","{'He I: 4713.17': 2.3647908213940574, 'H$\\beta$: 4861.33': 52.7582990437769, 'He I: 4921.93': 3.6660450965874074, 'He I: 5015.68': 4.442999449099148, 'He I: 5047.74': 1.0022818772964481}","{'He I: 4713.17': 2.46073976702995, 'H$\\beta$: 4861.33': 53.07783153053577, 'He I: 4921.93': 3.865001341081735, 'He I: 5015.68': 4.494128785377097, 'He I: 5047.74': 1.0126786944318136}","{'He I: 4713.17': 2.554794538594581, 'H$\\beta$: 4861.33': 53.415286218046056, 'He I: 4921.93': 4.07127231673709, 'He I: 5015.68': 4.546366542423129, 'He I: 5047.74': 1.0243455824881378}","{'He I: 4713.17': 2.6484629333381386, 'H$\\beta$: 4861.33': 53.76044493164783, 'He I: 4921.93': 4.285486849104631, 'He I: 5015.68': 4.592137151204881, 'He I: 5047.74': 1.0368944786254364}","{'He I: 4713.17': 2.739300325980616, 'H$\\beta$: 4861.33': 54.10641368034558, 'He I: 4921.93': 4.498965014557431, 'He I: 5015.68': 4.634685673291151, 'He I: 5047.74': 1.0497003775929197}","{'He I: 4713.17': 2.826389006942658, 'H$\\beta$: 4861.33': 54.44995440826906, 'He I: 4921.93': 4.709524640323774, 'He I: 5015.68': 4.672141223185731, 'He I: 5047.74': 1.062385429003559}","{'He I: 4713.17': 2.9114180189670997, 'H$\\beta$: 4861.33': 54.783411040681194, 'He I: 4921.93': 4.917892993360111, 'He I: 5015.68': 4.697561112583665, 'He I: 5047.74': 1.0746786942525184}","{'He I: 4713.17': 2.9924670718674333, 'H$\\beta$: 4861.33': 55.10505125468236, 'He I: 4921.93': 5.117634193436341, 'He I: 5015.68': 4.717209941540256, 'He I: 5047.74': 1.0864524408971772}","{'He I: 4713.17': 3.0690675021262925, 'H$\\beta$: 4861.33': 55.40774065212733, 'He I: 4921.93': 5.307536479343105, 'He I: 5015.68': 4.731188661752847, 'He I: 5047.74': 1.0977862914575178}","{'He I: 4713.17': 3.1421442679927947, 'H$\\beta$: 4861.33': 55.68471898958396, 'He I: 4921.93': 5.48780671393321, 'He I: 5015.68': 4.733279979368317, 'He I: 5047.74': 1.1086354466319845}"
